"name","industry_label_list","revenue","netIncome","equity","numEmployees","locationCity_list","stockSymbol","tradedAs_list","ceo_name_list","foundingDate","founded_list"
"Realogy","Real estate","5.598E9",,,9435,"",,"","",,""
"Realogy","Real estate","5.782E9",,,9435,"",,"","",,""
"Sprouts Farmers Market","Grocery store,Health food store","5.6E9",,,35000,"",,"","",,""
"Stanley Consultants","Architecture,Construction management,Engineering,Planning","2.0E8",,,1700,"",,"","",,""
"Star Entertainment Group","Gambling,Tourism","2.3E9",,,8000,"",,"","",,""
"Recife Center for Advanced Studies and Systems","Innovation","100.0",,,600,"",,"","",,""
"Renewable Energy Group","Renewable energy industry","2.135E9",,,900,"",,"","",,""
"Senior plc","Manufacturing","1110.0",,,8025,"",,"","",,""
"StanCorp Financial Group","Insurance","2.4929E9",,,3280,"",,"","",,""
"Spark Therapeutics","Biotechnology","6.4E7",,,368,"",,"","",,""
"StarTech.com","Information technology","300.0",,,400,"",,"","",,""
"Sterling Jewelers","Retail","3.82E9",,,13901,"",,"","",,""
"Cushman & Wakefield","Real estate","9.4E9",,,50000,"",,"","",,""
"Yazaki","Automotive industry","1926.0",,,306118,"",,"","",,""
"Music Zone","Record shop,Retail","7.04E7",,,1100,"",,"","",,""
"Anritsu","Electronics","8.59E10",,,3717,"",,"","",,""
"Steve Madden (company)","Footwear","1.4E9",,,3800,"",,"","",,""
"YugoRosGaz","Petroleum industry","4.3573E8",,,22,"",,"","",,""
"Z Energy","Petroleum industry","5.45E9",,,2656,"",,"","",,""
"Phocas Software","Business intelligence","4.2E7",,,200,"",,"","",,""
"Steward Bank","Financial services","6155096.0",,,325,"",,"","",,""
"Annalee Dolls","Doll","1.0E7",,,30,"",,"","",,""
"Yara International","Chemical industry","2.322E9",,,12883,"",,"","",,""
"Ziggo","Telecommunications","1564.0",,,2571,"",,"","",,""
"Zumiez","Clothing industry","9.91E8",,,8800,"",,"","",,""
"Apotek 1 Gruppen","Pharmacy","5592.0",,,86,"",,"","",,""
"Fjordkraft","Electric utility","4.487E9",,,195,"",,"","",,""
"Appian Corporation","Enterprise software","3.046E8",,,1400,"",,"","",,""
"Apple Bank for Savings","Bank","3.4073E8",,,1001,"",,"","",,""
"Fluidra","Swimming pool","1.525E9",,,5500,"",,"","",,""
"Arch Resources","Coal mining","2.32E9",,,3790,"",,"","",,""
"Fingersoft","Video game industry","2.96E7",,,55,"",,"","",,""
"Nippon Electric Glass","Glass","2.5254E11",,,5275,"",,"","",,""
"Nippon Flour Mills","Food industry","3.05E9",,,3700,"",,"","",,""
"Nippon Flour Mills","Food industry","3.234E11",,,3700,"",,"","",,""
"Nissin Electric","Electrical device","1.07E9",,,4720,"",,"","",,""
"Nisshinbo Holdings","Manufacturing","5.339E11",,,23055,"",,"","",,""
"Newmont","Metal,Mining","1.1487E10",,,14300,"",,"","",,""
"Nippon Kayaku","Chemical substance,Medication","1.34E9",,,1879,"",,"","",,""
"Nippon Soda","Chemical industry","1.427E11",,,2702,"",,"","",,""
"Nismo","Motor vehicle","2.9E12",,,205,"",,"","",,""
"Nitro Química","Chemical substance","1.728E8",,,500,"",,"","",,""
"Neterra","Telecommunications","12.0",,,131,"",,"","",,""
"North-Western Shipping Company","Transport","1.262E8",,,2200,"",,"","",,""
"Uni-President Enterprises Corporation","Food industry","4.56E11",,,188931,"",,"","",,""
"Unicorn Grocery","Food industry","8000000.0",,,77,"",,"","",,""
"Ural Automotive Plant","Automotive industry","1.9792E10",,,4000,"",,"","",,""
"Valeo","Automotive industry","1.92E10",,,114700,"",,"","",,""
"Capgemini Engineering","Research and development","2.916E9",,,46693,"",,"","",,""
"Unibanco","Financial services","1.93E10",,,51300,"",,"","",,""
"VST Industries","Conglomerate (company)","1.17E8",,,784,"",,"","",,""
"CarDon & Associates","Retirement community","1.7E8",,,3000,"",,"","",,""
"United Bank for Africa Kenya Limited","Bank","683259.0",,,70,"",,"","",,""
"Urstadt Biddle Properties","Real estate investment trust","1.37E8",,,57,"",,"","",,""
"Valjaonica bakra Sevojno","Non-ferrous metal","1.4278E8",,,1066,"",,"","",,""
"Valtra","Agricultural machinery","8.4809E7",,,918,"",,"","",,""
"Veritiv","Pulp and paper industry","6.345E9",,,6400,"",,"","",,""
"Vestas","Electrical device","1.2147E10",,,25000,"",,"","",,""
"MT Højgaard","Civil engineering,Construction","6979.0",,,3846,"",,"","",,""
"Veidekke Industry","Asphalt","3.0",,,947,"",,"","",,""
"Brita (company)","Water filter","5.48E8",,,1953,"",,"","",,""
"Brookfield Properties","Real estate","2.4E9",,,2264,"",,"","",,""
"CEMIG","Electricity","6.5E9",,,16300,"",,"","",,""
"CTEEP","Electricity","8.147E8",,,1416,"",,"","",,""
"Bright Health","Health insurance","4.0E8",,,1500,"",,"","",,""
"Burlington (department store)","Retail","6.11E9",,,40000,"",,"","",,""
"Burlington Resources","Petroleum industry","7.587E9",,,2416,"",,"","",,""
"Bristol Myers Squibb","Medication","4.2518E10",,,30000,"",,"","",,""
"Buffalo Wild Wings","Restaurant","3.669E9",,,44000,"",,"","",,""
"CNO Financial Group","Financial services","3.8E9",,,3300,"",,"","",,""
"CWT (company)","Travel management company","1.5E9",,,18000,"",,"","",,""
"Bridgewater Systems","Telecommunications","9.34E7",,,300,"",,"","",,""
"CIECH","Chemical industry","3.2E9",,,3900,"",,"","",,""
"CRISPR Therapeutics","Biotechnology","2.8959E8",,,304,"",,"","",,""
"Canon Inc.","Electronics","3.59E12",,,197673,"",,"","",,""
"Capgemini","Consultant,Information technology,Outsourcing","1.816E10",,,300000,"",,"","",,""
"Cartamundi","Casino,Collectable,Packaging and labeling,Retail,Trading card","3.87E8",,,2200,"",,"","",,""
"Cebu Pacific","Airline","2.262E10",,,6498,"",,"","",,""
"Century Golden Resources Group","Real estate","5.0E9",,,20000,"",,"","",,""
"Canadian Solar","List of photovoltaics companies,Renewable energy","3.5E9",,,13478,"",,"","",,""
"CareFirst BlueCross BlueShield","Managed care","1.01E10",,,8480,"",,"","",,""
"Carl Zeiss Meditec","Health care","1646.0",,,3000,"",,"","",,""
"Capital Group Companies","Financial services","7.6E9",,,7500,"",,"","",,""
"Canopy Growth","Cannabis industry","6.07E8",,,2000,"",,"","",,""
"Cognizant","Consultant,Information technology,Outsourcing","1.865E10",,,330600,"",,"","",,""
"Collins Foods","Consumer service,Franchising,Restaurant","5.716E8",,,9181,"",,"","",,""
"Commcare Pharmacy","Pharmacy","1.314E8",,,60,"",,"","",,""
"Consolidated Edison","Energy","1.3676E10",,,14071,"",,"","",,""
"Clean Harbors","Fossil fuel,Waste management","3.4E9",,,14400,"",,"","",,""
"Conn's","Retail","1.386E9",,,4260,"",,"","",,""
"Coop Norden","Retail","8.95E10",,,25000,"",,"","",,""
"Cigna","Insurance,Managed care","1.60401E11",,,73800,"",,"","",,""
"Cintas","Tertiary sector of the economy","7.09E9",,,40000,"",,"","",,""
"CliftonLarsonAllen","Professional services","8.65E8",,,6100,"",,"","",,""
"Columbia River Knife & Tool","Manufacturing","2.5E7",,,40,"",,"","",,""
"Columbia Sportswear","Clothing","2.8E9",,,8900,"",,"","",,""
"Commercial Bank of Africa (Tanzania)","Bank","2.3236E10",,,181,"",,"","",,""
"Commonwealth Financial Network","Financial services","1.233E9",,,854,"",,"","",,""
"Consorcio ARA","Construction","5.329E8",,,8023,"",,"","",,""
"Constellation Software","IT service management","3.1E9",,,16000,"",,"","",,""
"Cloetta","Confectionery","5.784E9",,,2600,"",,"","",,""
"Control4","Home automation","2.74E8",,,700,"",,"","",,""
"Com Hem","Telecommunications","4.91E9",,,993,"",,"","",,""
"Consolidated Communications","Telecommunications","1.1E9",,,4100,"",,"","",,""
"Cosan","Energy industry,Sugar industry","3.972E9",,,45000,"",,"","",,""
"DIA (supermarket chain)","Retail","6.882",,,40,"",,"","",,""
"DallasNews Corporation","Newspaper","1.54219E8",,,743,"",,"","",,""
"Dana (company)","Drink","1.3E7",,,100,"",,"","",,""
"Cosmo Oil Company","Petroleum industry","3.43E10",,,1837,"",,"","",,""
"Coterra","Natural gas","1.466E9",,,503,"",,"","",,""
"Critical Software","Software","58.0",,,900,"",,"","",,""
"Currys plc","Consumer electronics","10344.0",,,35000,"",,"","",,""
"Curtiss-Wright","Aerospace manufacturer,Arms industry,Nuclear reactor","2.391E9",,,9000,"",,"","",,""
"D. R. Horton","Home construction","1.4091E10",,,7735,"",,"","",,""
"Daifuku (company)","Machine industry","3.8E9",,,9193,"",,"","",,""
"CorVel Corporation","Health administration","4.92E8",,,3500,"",,"","",,""
"CorVel Corporation","Health administration","4.13E8",,,3500,"",,"","",,""
"Credit Suisse","Financial services","2.24E10",,,47860,"",,"","",,""
"CrowdStrike","Information security","8.74438E8",,,3394,"",,"","",,""
"DB Station&Service","Rail transport","1.339E9",,,2020,"",,"","",,""
"Daiichi Sankyo","Pharmaceutical industry","9.028E9",,,15348,"",,"","",,""
"Crown Estate","Property management","4.869E8",,,430,"",,"","",,""
"CyrusOne","Real estate investment trust","9.81E8",,,452,"",,"","",,""
"DWS Group","Investment management","2.2E9",,,3500,"",,"","",,""
"Daou Technology Inc.","Engineering","181.0",,,469,"",,"","",,""
"Ambit Energy","Multi-level marketing","1.0E9",,,625,"",,"","",,""
"Amerex","Fire protection","1.0E8",,,500,"",,"","",,""
"Janome","Machine","4.601E10",,,3528,"",,"","",,""
"Japan Post Holdings","Conglomerate (company)","1.0991E11",,,245472,"",,"","",,""
"Alteva","Telecommunications","3.01E7",,,120,"",,"","",,""
"Kiewit Corporation","Construction,Engineering,Mining","1.03E10",,,28000,"",,"","",,""
"Kohlberg Kravis Roberts","Investment banking,Private equity","2.064E10",,,1600,"",,"","",,""
"Kindred Healthcare","Health care","6.034E9",,,38300,"",,"","",,""
"Kinetic Concepts","Health technology,Medical device","1.6E9",,,5000,"",,"","",,""
"Konica Minolta","Electronics industry","1.011E12",,,43961,"",,"","",,""
"Kronans Apotek","Pharmacy (shop)","7.0E9",,,2600,"",,"","",,""
"Kuehne + Nagel","Logistics,Transport","1.859E10",,,92372,"",,"","",,""
"Kuoni Travel","Tourism,Travel","5.669E9",,,11621,"",,"","",,""
"Joey (restaurant)","Restaurant","2.807E8",,,1358,"",,"","",,""
"John Paul Mitchell Systems","Cosmetology","1.0E9",,,183,"",,"","",,""
"Klakki","Financial services","9.615E8",,,430,"",,"","",,""
"Korn Ferry","Professional services","1.926E9",,,8198,"",,"","",,""
"Kosé","Personal care","279389.0",,,14403,"",,"","",,""
"LG Display","Electronics","2.001E10",,,32603,"",,"","",,""
"LMAB-Group","Automation,Biopharmaceutical,Microelectronics,Robotics","1.93E9",,,1660,"",,"","",,""
"Lamborghini","Automotive industry","5.86E8",,,1779,"",,"","",,""
"Land O'Lakes","Food industry","1.49E10",,,10000,"",,"","",,""
"Lattice Semiconductor","Semiconductor","4.04E8",,,747,"",,"","",,""
"Tenaris","List of oilfield service companies","4.3E9",,,19399,"",,"","",,""
"LOLC Holdings","Conglomerate (company)","2530.0",,,13362,"",,"","",,""
"Temple-Inland","Pulp and paper industry","3.79E9",,,10500,"",,"","",,""
"Tetra Pak","Food packaging","1.15E10",,,25555,"",,"","",,""
"Laco","Holding company","6103.0",,,275,"",,"","",,""
"Testia","Aerospace","2.7E7",,,350,"",,"","",,""
"The Carlyle Group","Private equity","2.935E9",,,1800,"",,"","",,""
"Work Wheels","Motorsport","9.5E7",,,160,"",,"","",,""
"Wincanton plc","Logistics","1141.0",,,17600,"",,"","",,""
"Winnebago Industries","Manufacturing","2.4E9",,,2850,"",,"","",,""
"Yamabiko Corporation","Machine","111.9",,,3117,"",,"","",,""
"Yamato Transport","Courier","1625315.0",,,171888,"",,"","",,""
"Texas Capital Bank","Bank","9.929E8",,,1600,"",,"","",,""
"The9","Video game industry","1.016E7",,,498,"",,"","",,""
"Wizet","Video game development","0.15",,,100,"",,"","",,""
"Worldpay, Inc.","Financial services,Merchant services,Payment processor,Technology","3.9E9",,,8500,"",,"","",,""
"Xerox","Information technology","7.02E9",,,24700,"",,"","",,""
"Windstream Holdings","Telecommunications","5.115E9",,,11080,"",,"","",,""
"Xchanging","Technology","4.402E8",,,7000,"",,"","",,""
"KNI A/S","Bottling company,Liquid fuel,Lubricant,Public service,Retail,Tertiary sector of the economy","1.314916E9",,,804,"",,"","",,""
"Ssangyong Engineering and Construction","Construction,Engineering","1498.0",,,1925,"",,"","",,""
"Rába (company)","Automotive industry","4.79E10",,,1990,"",,"","",,""
"Roots Canada","Retail","3.29865E8",,,2000,"",,"","",,""
"Safeco","Insurance","6.29E9",,,7200,"",,"","",,""
"Root, Inc.","Insurance","3.454E8",,,675,"",,"","",,""
"Combined Insurance","Insurance","9.266E8",,,5400,"",,"","",,""
"Salesforce Marketing Cloud","Marketing automation","2.923E8",,,1800,"",,"","",,""
"Nutreco","Food processing","5.229E9",,,9717,"",,"","",,""
"Bank of Åland","Financial services","7.4E7",,,700,"",,"","",,""
"Rollerblade","Sports equipment","2.0E7",,,27,"",,"","",,""
"Rosetta Stone (company)","Software development","2.646E8",,,1375,"",,"","",,""
"Royal Caribbean Group","Hospitality","2.2E9",,,77000,"",,"","",,""
"Altair Engineering","Artificial intelligence,Computer-aided engineering,Data analysis,Internet of things,Product design,Simulation,Supercomputer","4.699E8",,,3300,"",,"","",,""
"Altairnano","Communication,Electronics","7800000.0",,,106,"",,"","",,""
"Amada (company)","Manufacturing","2.1E9",,,7678,"",,"","",,""
"American Brands","Conglomerate (company)","6.695E9",,,24248,"",,"","",,""
"Aluminium Bahrain","Aluminium","2823.0",,,3130,"",,"","",,""
"Alpha Natural Resources","Metal,Mining","3917.156",,,3000,"",,"","",,""
"Bentley","Automotive industry","1453.0",,,3600,"",,"","",,""
"Anhanguera Educacional","Higher education","7.668E8",,,21000,"",,"","",,""
"Berry Petroleum Company","Petroleum industry","5.59E8",,,355,"",,"","",,""
"Belo","Broadcasting,Interactive media,Television","6.87E8",,,6600,"",,"","",,""
"Chase Bank","Bank","1.15627E11",,,189315,"",,"","",,""
"ADVA Optical Networking","Telecommunications","5.65E8",,,1870,"",,"","",,""
"Betterment (company)","Investment","5.0E7",,,293,"",,"","",,""
"Chino Corporation","Electrical device","1.85E10",,,994,"",,"","",,""
"FuncoLand","Retail","1633.0",,,1500,"",,"","",,""
"G4S Secure Solutions d.o.o.","Security","2.774E7",,,3510,"",,"","",,""
"GKN","Aerospace manufacturer,Automotive industry","9671.0",,,58000,"",,"","",,""
"Forrester Research","Information technology,Market research","4.7155E8",,,1719,"",,"","",,""
"Freudenberg Group","Conglomerate (company)","8.8E9",,,47777,"",,"","",,""
"FrieslandCampina","Dairy product","1.114E10",,,23783,"",,"","",,""
"GB Group (UK)","Identity verification service","2.177E8",,,1200,"",,"","",,""
"Chiron Corporation","Biotechnology","1.921E9",,,5400,"",,"","",,""
"Freudenberg IT","Information technology","1.7E8",,,744,"",,"","",,""
"Frontier Communications","Telecommunications industry","7.155E9",,,16200,"",,"","",,""
"GS Yuasa","Electrical device","3.48E11",,,13609,"",,"","",,""
"KUKA","Automation","6.055E8",,,3643,"",,"","",,""
"Kajima","Construction,Design,Engineering","1.5798E10",,,15468,"",,"","",,""
"GSC Enterprises, Inc.","Financial services,Food distribution","1.17E9",,,1150,"",,"","",,""
"Kaiser Permanente","Health care","8.87E10",,,23597,"",,"","",,""
"KCB Bank Rwanda Limited","Bank","2500000.0",,,220,"",,"","",,""
"Tod's","Manufacturing,Textile","9.6328E8",,,3100,"",,"","",,""
"Tokio Marine HCC","Insurance","2.3E9",,,3000,"",,"","",,""
"Tokio Marine Kiln","Insurance","1.5E9",,,800,"",,"","",,""
"Just Eat","Online food ordering","7.795E8",,,3600,"",,"","",,""
"Titan Corporation","Telecommunications","2.046525E9",,,12000,"",,"","",,""
"Tokai Communications","Telecommunications","41586.0",,,1197,"",,"","",,""
"Toyo Seikan","Packaging and labeling","7.3E9",,,18419,"",,"","",,""
"Styria Media Group","News media,Publishing","4.2E8",,,3027,"",,"","",,""
"Transportation Investment Corporation","Road pricing,Transport","1.22E8",,,40,"",,"","",,""
"Transports Metropolitans de Barcelona","Transport","7.11164E8",,,8037,"",,"","",,""
"Trinity Industries","Conglomerate (company)","4.4E9",,,15605,"",,"","",,""
"Towers Watson","Professional services","3.6E9",,,14500,"",,"","",,""
"Gifu Bus","Public transport","5.82E9",,,532,"",,"","",,""
"BanRegio","Financial services","7.7E9",,,3000,"",,"","",,""
"Tosoh","Chemical substance","6.68494E11",,,11268,"",,"","",,""
"Nuovo Trasporto Viaggiatori","Rail transport","4.55E8",,,1960,"",,"","",,""
"ONO (Spain)","Telecommunications","1.6E9",,,3500,"",,"","",,""
"Bank Negara Indonesia","Bank,Financial services","3.66E13",,,27211,"",,"","",,""
"Bank One Mauritius","Financial services","1317.0",,,421,"",,"","",,""
"Bank Pasargad","Financial services","1.64E9",,,3685,"",,"","",,""
"Banco de Chile","Bank","3.8E9",,,14581,"",,"","",,""
"BankIslami","Islamic banking and finance","10353.0",,,3350,"",,"","",,""
"Bebe Stores","Retail","6.03E8",,,4433,"",,"","",,""
"Beasley Broadcast Group","Advertising,Radio broadcasting","2.57E8",,,748,"",,"","",,""
"Isuzu","Manufacturing","1.9532E12",,,7769,"",,"","",,""
"JEOL","Scientific instrument","9.52E8",,,2963,"",,"","",,""
"James Hardie Industries","Building material","3.0E9",,,4999,"",,"","",,""
"Severtrans","Public transport","5830000.0",,,154,"",,"","",,""
"Sharp Corporation","Consumer electronics","2.27E12",,,52876,"",,"","",,""
"Bechtle","Information technology","5.37E9",,,11487,"",,"","",,""
"Itema","Textile industry","2.5E8",,,850,"",,"","",,""
"JBG Smith","Real estate investment trust","6.02E8",,,1050,"",,"","",,""
"Barco (manufacturer)","Technology","1.029E9",,,2018,"",,"","",,""
"Showa Corporation","Automotive industry","2.7E9",,,12761,"",,"","",,""
"Thermo Fisher Scientific","Biotechnology,Health care,Laboratory,Medication","3.221E10",,,125000,"",,"","",,""
"Shenzhen Kaifa Technology Co., Ltd.","Conglomerate (company)","2.33021E10",,,25000,"",,"","",,""
"Shumerlya Special Vehicles Plant","Arms industry","4.0",,,1000,"",,"","",,""
"Siemens Energy AG","Energy technology","2.7E10",,,88000,"",,"","",,""
"Thomson Reuters","Mass media","5.9E9",,,24400,"",,"","",,""
"Tilray","Cannabis,Medication","2.1048E8",,,1030,"",,"","",,""
"The Vanguard Group","Investment management","6.936E9",,,17600,"",,"","",,""
"Thor Industries","Recreational vehicle","8.167E9",,,22500,"",,"","",,""
"ShoreTel","Telecommunications","3.59E8",,,1158,"",,"","",,""
"Acquia","Software","2.0E8",,,800,"",,"","",,""
"Exact (company)","Information technology,Software","2.09E8",,,1432,"",,"","",,""
"ExxonMobil","Energy industry","1.7857E11",,,64000,"",,"","",,""
"Fairwood (restaurant)","Foodservice","2.4E9",,,5600,"",,"","",,""
"Fareway","Retail","1.5E9",,,12000,"",,"","",,""
"Farmer Brothers","Foodservice","5.459E8",,,1800,"",,"","",,""
"Extended Stay America","Hotel","1.218E9",,,1800,"",,"","",,""
"Faktor Eiendom","Construction","6.57E8",,,674,"",,"","",,""
"Fido Solutions","Mobile network operator","1.02E9",,,20000,"",,"","",,""
"Marlborough Lines Limited","Electric power distribution","46.0",,,150,"",,"","",,""
"Acquity Group","Digital marketing","141.0",,,600,"",,"","",,""
"Extendicare","Retirement home","1155.0",,,23000,"",,"","",,""
"FMC Corporation","Chemical industry","2874.0",,,6500,"",,"","",,""
"Marfin Investment Group","Holding company","5.5839E8",,,7,"",,"","",,""
