name,year,month,uri,description,rank,listUri,organization,visible,position,organizationName,state,timestamp,naturalId,imageExists,image,industry,country,revenue,profits,assets,marketValue,profitsRank,assetsRank,marketValueRank,employees,revenueRank,ceoName,ceoTitle,revenueList,assetsList,profitList,employeesList,date,city,csfDisplayFields,yearFounded,webSite,industryLeader,squareImage,portraitImage,landscapeImage,industries,premiumProfile,thumbnail,ceoCompensations,clients,parentCompany
Global 2000,2022,5,kuaishou-technology,,1193,global2000,"{'name': 'Kuaishou Technology', 'uri': 'kuaishou-technology', 'imageExists': False, 'image': 'http://images.forbes.com/media/lists/companies/kuaishou-technology_416x416.jpg'}",True,1193,Kuaishou Technology,,1657898542071,fred/companies/F2K/2022/116562,False,http://images.forbes.com/media/lists/companies/kuaishou-technology_416x416.jpg,IT Software & Services,China,12582.0,-12052.3,14516.0,32246.0,,1915.0,535.0,28098.0,993.0,Yi Xiao Cheng,Chief Executive Officer,"[12582.0, 8515.517]","[14516.0, 7973.859]","[-12052.3, -16898.186]",[28098],1652396400000,Beijing,"['rank', 'organizationName', 'country', 'industry', 'ceoName', 'marketValue', 'premiumProfile']",2014.0,,False,,,,,,,,,
Global 2000,2022,5,bbmg,"BBMG Corp is an investment holding company, which engages in the property investment business. It operates through the following segments: Cement; Building Materials and Commerce, and Logistics; Property Development; and Property Investment and Management. The Cement segment manufactures and sells cement and concrete. The Building Materials and Commerce, and Logistics segment produces and markets building materials, furniture and commerce, and logistics. The Property Development segment comprises of the retail of real estate. The Property Investment and Management segment invests in properties for their rental income potential and or for capital appreciation; and provides management and security services to residential and commercial properties. The company was founded on December 22, 2005 and is headquartered in Beijing, China.",1194,global2000,"{'name': 'BBMG', 'uri': 'bbmg', 'imageExists': True, 'image': 'http://images.forbes.com/media/lists/companies/bbmg_416x416.jpg'}",True,1194,BBMG,,1657898543003,fred/companies/F2K/2022/6289,True,http://images.forbes.com/media/lists/companies/bbmg_416x416.jpg,Construction,China,18911.0,454.0,44930.0,1729.0,,806.0,,46447.0,638.0,Ying Wu Jiang,Chief Executive Officer,"[18911.0, 15428.814, 12494.806, 12034.0, 9109.0, 6939.0, 6152.86, 6516.0, 7133.448, 5266.931]","[44930.0, 44550.656, 40041.71, 39075.0, 37399.0, 29987.0, 20134.7, 18646.836, 16364.904, 13396.309]","[454.0, 406.659, 497.616, 503.0, 320.0, 406.9, 320.46, 391.585, 522.991, 470.497]","[46447, 47405, 49189, 52498, 52321, 49721, 28619, 28753, 28790, 28753]",1652396400000,Beijing,"['rank', 'organizationName', 'country', 'industry', 'ceoName', 'marketValue', 'premiumProfile']",2005.0,http://www.bbmg.com.cn,False,,,,,,,,,
Global 2000,2022,5,suning,"Suning.com Co., Ltd. engages in the provision of internet retail services. It focuses on retail, finance, and logistics three business units. It offers online and offline digital service network to provide large data supplier's brand promotion, product customization, and supply chain management services, The company was founded on October 15, 1996 and is headquartered in Nanjing, China.",1195,global2000,"{'name': 'Suning.com', 'uri': 'suning', 'imageExists': False, 'image': 'http://images.forbes.com/media/lists/companies/suning_416x416.jpg'}",True,1195,Suning.com,,1657898544556,fred/companies/F2K/2022/4138,False,http://images.forbes.com/media/lists/companies/suning_416x416.jpg,Retailing,China,28597.0,-1903.7,32442.0,4712.0,,1052.0,,45598.0,403.0,Xiao Ling Wang,Chairman,"[28597.0, 37350.227, 38809.496, 36884.0, 30090.303, 22278.0, 21473.23, 17634.0, 17111.43, 15572.203]","[32442.0, 32584.168, 34003.05, 29053.0, 25741.672, 19738.0, 13563.46, 13248.506, 13643.531, 12276.212]","[-1903.7, -476.704, 1424.481, 2014.0, 640.596, 106.0, 138.82, 140.694, 60.473, 424.125]","[45598, 44230, 39031, 29814, 31282, 24951, 13391, 12450, 8364]",1652396400000,Nanjing,"['rank', 'organizationName', 'country', 'industry', 'ceoName', 'marketValue', 'premiumProfile']",1996.0,http://www.suning.cn,False,,,,,,,,,
Global 2000,2022,5,national-bank-of-greece,"National Bank of Greece SA engages in the provision of commercial banking services. It operates through the following segments: Retail Banking, Corporate & Investment Banking; Special Assets Unit; Global Markets & Asset Management; Insurance; International Banking Operations, and Other. The Retail Banking segment includes all individual customers, professionals, small and medium-sized companies. The Corporate and Investment Banking segment activities include lending to all large and medium-sized companies, shipping finance and investment banking activities. The Special Assets Unit segment manages delinquent, non performing and denounced loans to legal entities. The Global Markets and Asset Management segment involves all treasury activities, private banking, asset management, custody services, private equity and brokerage. The Insurance segment offers insurance products through its subsidiary company, Ethniki Hellenic General Insurance SA. The International Banking Operations segment include traditional commercial banking services, such as commercial and retail credit, trade financing, foreign exchange and taking of deposits. The Other segment includes proprietary real estate management, hotel, and warehousing business as well as unallocated and expense of the group and intersegment eliminations. The company was founded by George Stavros in 1841 and is headquartered in Athens, Greece.",1196,global2000,"{'name': 'National Bank of Greece', 'uri': 'national-bank-of-greece', 'imageExists': True, 'image': 'http://images.forbes.com/media/lists/companies/national-bank-of-greece_416x416.jpg'}",True,1196,National Bank of Greece,,1657898545437,fred/companies/F2K/2022/2994,True,http://images.forbes.com/media/lists/companies/national-bank-of-greece_416x416.jpg,Banking,Greece,2654.0,1024.8,95477.0,4002.0,1055.0,404.0,,7346.0,,Paul K. Mylonas,Chief Executive Officer,"[2654.0, 3287.686, 2349.303, 1986.0, 2434.083, 3062.0, 5905.0, 8517.0, 9108.317, 9136.192]","[95477.0, 94806.77, 72118.38, 74413.0, 77773.414, 82831.0, 121194.15, 139717.22, 152855.98, 138166.7]","[1024.8, 43.319, -220.492, -96.0, -225.587, 252.2, -4685.19, 87.545, 1147.062, -2602.1]","[7346, 9107, 11501, 11501, 16296, 19886, 34628, 36306, 33991]",1652396400000,Athens,"['rank', 'organizationName', 'country', 'industry', 'ceoName', 'marketValue', 'premiumProfile']",1841.0,http://www.nbg.gr,False,,,,,,,,,
Global 2000,2022,5,targa-resources,"Targa Resources Corp. provides midstream natural gas and natural gas liquids services. It also provides gathering, storing, and terminaling crude oil and storing, terminaling, and selling refined petroleum products. It operates through the following business segments: Gathering and Processing, and Logistics and Transportation. The Gathering and Processing segment includes assets used in the gathering of natural gas produced from oil and gas wells and processing this raw natural gas into merchantable natural gas by extracting NGLs and removing impurities; and assets used for crude oil gathering and terminaling. The Logistics and Transportation segment includes all the activities necessary to convert mixed NGLs into NGL products and provides certain value added services such as storing, fractionating, terminaling, transporting and marketing of NGLs and NGL products, including services to LPG exporters; storing and terminaling of refined petroleum products and crude oil and certain natural gas supply and marketing activities in support of its other businesses. The company was founded on October 27, 2005 and is headquartered in Houston, TX.",1197,global2000,"{'name': 'Targa Resources', 'uri': 'targa-resources', 'imageExists': True, 'image': 'http://images.forbes.com/media/lists/companies/targa-resources_416x416.jpg'}",True,1197,Targa Resources,Texas,1657898545719,fred/companies/F2K/2022/80356,True,http://images.forbes.com/media/lists/companies/targa-resources_416x416.jpg,Oil & Gas Operations,United States,17440.0,71.2,16409.0,17387.0,,1750.0,1005.0,2430.0,708.0,Matthew J. Meloy,Chief Executive Officer,"[17440.0, 8272.4]","[16409.0, 17252.7]","[71.2, -1553.9]","[2430, 2372]",1652396400000,Houston,"['rank', 'organizationName', 'country', 'industry', 'ceoName', 'marketValue', 'premiumProfile']",2005.0,http://www.targaresources.com,False,,,,,,,,,
Global 2000,2022,5,olympus,"Olympus Corp. engages in the manufacture and sale of precision machineries and instruments. It operates through the following segments: Medical, Scientific Solutions, Imaging, and Others. The Medical segment covers digestive, surgical, and ultrasonic endoscopy as well as endoscopic treatment tools. The Scientific Solutions segment manufactures and sells biological and industrial microscopes, industrial endoscopes, and non-destructive testing equipment. The Imaging segment deals with digital cameras and recording devices. The Others segment includes biomaterial manufacturing and sales business. The company was founded by Takeshi Yamashita on October 12, 1919 and is headquartered in Tokyo, Japan.",1198,global2000,"{'name': 'Olympus', 'uri': 'olympus', 'imageExists': True, 'image': 'http://images.forbes.com/media/lists/companies/olympus_416x416.jpg'}",True,1198,Olympus,,1657898545959,fred/companies/F2K/2022/3227,True,http://images.forbes.com/media/lists/companies/olympus_416x416.jpg,Technology Hardware & Equipment,Japan,7706.0,901.9,11228.0,23956.0,1207.0,,741.0,31653.0,1520.0,Yasuo Takeuchi,Chief Executive Officer,"[7706.0, 6759.268, 7411.072, 7203.0, 7096.272, 6861.0, 6667.48, 7082.0, 8972.099, 10746.352]","[11228.0, 10704.838, 9090.545, 8409.0, 9202.283, 8556.0, 9001.77, 9005.213, 10211.468, 11744.651]","[901.9, 363.44, 557.266, 141.0, 514.867, 560.4, 18.07, 375.154, 96.735, -620.366]","[31653, 35174, 35124, 35933, 30702, 30697, 34112]",1652396400000,Tokyo,"['rank', 'organizationName', 'country', 'industry', 'ceoName', 'marketValue', 'premiumProfile']",1919.0,http://www.olympus.co.jp,False,,,,,,,,,
Global 2000,2022,5,umicore,"Umicore engages in the materials technology business. It operates through the following business segments: Catalysis, Energy & Surface Technologies, Recycling, and Corporate. The Catalysis segment is consist of automotive catalysts for gasoline and diesel light and heavy duty diesel applications, including on-road and non-on-road vehicles. The Energy and Surface Technologies segment is comprised of cobalt and specialty materials, electro-optic materials, electroplating, rechargeable battery materials and thin film products business units. The Recycling segment offers precious metals refining, jewellery and industrial metals, precious metals management, technical materials, and platinum engineer materials. The Corporate segment covers corporate activities, shared operational functions, and research, development, innovation unit of the group. The company was founded on July 7, 1904 and is headquartered in Brussels, Belgium.",1198,global2000,"{'name': 'Umicore', 'uri': 'umicore', 'imageExists': True, 'image': 'http://images.forbes.com/media/lists/companies/umicore_416x416.jpg'}",True,1199,Umicore,,1657898546230,fred/companies/F2K/2022/4486,True,http://images.forbes.com/media/lists/companies/umicore_416x416.jpg,Materials,Belgium,28432.0,731.6,10447.0,9694.0,1449.0,,1613.0,11050.0,406.0,Mathias Miedreich,Chief Executive Officer,"[28432.0, 23609.004, 19570.152, 16182.0, 13475.732, 11553.0, 10753.96, 11711.0, 13036.14, 16117.54]","[10447.0, 10343.872, 8011.478, 7010.0, 6246.289, 4442.0, 4443.63, 4660.387, 4839.769, 4835.758]","[731.6, 148.801, 322.11, 374.0, 239.058, 144.6, 187.66, 226.292, 237.682, 299.852]","[11050, 10859, 11152, 10420, 9769, 9921, 10429, 10279, 10293, 10281]",1652396400000,Brussels,"['rank', 'organizationName', 'country', 'industry', 'ceoName', 'marketValue', 'premiumProfile']",1904.0,http://www.umicore.com,False,,,,,,,,,
Global 2000,2022,5,expedia-group,"Expedia Group, Inc. is an online travel company, which engages in the provision of travel products and services to leisure and corporate travellers. It operates through the following business segments: Core Online Travel Agency(OTA), Trivago, Vrbo, and Egencia. The Core OTA segment offers full range of travel and advertising services to worldwide customers through a variety of brands including: Expedia.com and Hotels.com. The Trivago segment involves in sending referrals to online travel companies and travel service providers from its hotel metasearch websites. The Vrbo segment operates an online marketplace for the alternative accommodations industry. The Egencia segment manages travel services to corporate customers worldwide. The company was founded in 1994 and is headquartered in Seattle, WA.",1200,global2000,"{'name': 'Expedia Group', 'uri': 'expedia-group', 'imageExists': True, 'squareImage': '//specials-images.forbesimg.com/imageserve/5b23c29631358e612fbc364c/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416', 'image': 'http://images.forbes.com/media/lists/companies/expedia-group_416x416.jpg'}",True,1200,Expedia Group,Washington,1657898547929,fred/companies/F2K/2022/1523,True,http://images.forbes.com/media/lists/companies/expedia-group_416x416.jpg,Business Services & Supplies,United States,8598.0,12.0,21548.0,28293.0,,1456.0,645.0,14800.0,1372.0,Peter M. Kern,Chief Executive Officer,"[8598.0, 5199.0, 12067.0, 11223.0, 10379.108, 8774.0, 6672.32, 5763.0, 4771.259, 4030.347]","[21548.0, 18690.0, 21416.0, 18033.0, 20429.0, 15778.0, 15503.81, 9020.538, 7739.481, 7085.195]","[12.0, -2612.0, 565.0, 406.0, 327.086, 268.6, 764.47, 398.097, 232.85, 302.71]","[14800, 19100, 25400, 24500, 8260, 20075, 18730, 18210, 14570, 12330]",1652396400000,Seattle,"['rank', 'organizationName', 'country', 'industry', 'ceoName', 'marketValue', 'premiumProfile']",1996.0,http://www.expediainc.com,False,//specials-images.forbesimg.com/imageserve/5b23c29631358e612fbc364c/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,,,,,,,,
Global 2000,2022,5,hua-nan-financial,"Hua Nan Financial Holdings Co., Ltd. is a financial holding company, which engages in the investment and management of the invested business. It provides personal and corporate finance services including banking business, loan services, securities & trust, and insurance services. The company was founded on December 19, 2001 and is headquartered in Taipei, Taiwan.",1200,global2000,"{'name': 'Hua Nan Financial', 'uri': 'hua-nan-financial', 'imageExists': True, 'image': 'http://images.forbes.com/media/lists/companies/hua-nan-financial_416x416.jpg'}",True,1201,Hua Nan Financial,,1657898548206,fred/companies/F2K/2022/2064,True,http://images.forbes.com/media/lists/companies/hua-nan-financial_416x416.jpg,Diversified Financials,Taiwan,2539.0,616.0,125093.0,10666.0,1660.0,321.0,1492.0,10782.0,,Pau Chu Lo,Chief Executive Officer,"[2539.0, 2285.898, 2672.552, 2331.0, 2230.821, 1787.0, 1747.4, 1809.0, 1431.512, 1439.755]","[125093.0, 110366.66, 91130.81, 87328.0, 86476.8, 78995.0, 71552.61, 69966.02, 71054.555, 69677.484]","[616.0, 293.887, 516.14, 485.0, 394.951, 436.8, 443.43, 433.201, 322.457, 294.887]","[10782, 10509, 10368, 9735, 7034, 7196, 9758]",1652396400000,Taipei,"['rank', 'organizationName', 'country', 'industry', 'ceoName', 'marketValue', 'premiumProfile']",1919.0,http://www.hnfhc.com.tw,False,,,,,,,,,
Global 2000,2022,5,jiangsu-yanghe-brewery,"Jiangsu Yanghe Brewery Joint-Stock Co., Ltd. engages in the production and distribution of liquor and related products. It offers products and red wine products and major liquor offerings include Yang he and Shuanggou series. The company was founded on December 27, 2002 and is headquartered in Suqian, China.",1202,global2000,"{'name': 'Jiangsu Yanghe Brewery', 'uri': 'jiangsu-yanghe-brewery', 'imageExists': True, 'image': 'http://images.forbes.com/media/lists/companies/jiangsu-yanghe-brewery_416x416.jpg'}",True,1202,Jiangsu Yanghe Brewery,,1657898549718,fred/companies/F2K/2022/6397,True,http://images.forbes.com/media/lists/companies/jiangsu-yanghe-brewery_416x416.jpg,"Food, Drink & Tobacco",China,3058.0,1153.7,8705.0,32793.0,948.0,,528.0,15831.0,,Yu Zhong,Chief Executive Officer,"[3058.0, 2649.801, 2650.06, 3064.0, 2914.479, 2572.0, 2538.58, 2291.0, 2441.661, 2736.22]","[8705.0, 8230.043, 7344.627, 6566.0, 7051.179, 5298.0, 5020.33, 4771.0, 4682.456, 3798.612]","[1153.7, 1082.784, 1057.04, 1236.0, 1110.441, 879.0, 801.16, 730.0, 813.652, 975.366]","[15831, 15026, 15026, 14913, 13291, 12629, 11668, 9930]",1652396400000,Suqian,"['rank', 'organizationName', 'country', 'industry', 'ceoName', 'marketValue', 'premiumProfile']",2002.0,http://www.chinayanghe.com,False,,,,,,,,,
Global 2000,2022,5,kerry-group,"Kerry Group Plc engages in the manufacturing and distribution of food and beverages. It operates through the following segments: Taste & Nutrition; and Consumer Foods. The Taste & Nutrition segment manufactures and distributes an innovative portfolio of taste & nutrition solutions and functional ingredients & actives for the global food, beverage and pharmaceutical industries. The Consumer Foods segment manufactures and supplies added value branded and consumer branded chilled food products to the Irish, UK and selected international markets. The company products include frozen meals, hot and cold pies, processed meats, and dairy spreads. It distributes under the following brands: LowLow, Cheestrings, Dairygold, Charleville, Denny, Richmond, Wall's, and Mattesons. The company was founded in 1972 and is headquartered in Tralee, Ireland.",1202,global2000,"{'name': 'Kerry Group', 'uri': 'kerry-group', 'imageExists': True, 'image': 'http://images.forbes.com/media/lists/companies/kerry-group_416x416.jpg'}",True,1203,Kerry Group,,1657898549978,fred/companies/F2K/2022/2432,True,http://images.forbes.com/media/lists/companies/kerry-group_416x416.jpg,"Food, Drink & Tobacco",Ireland,8688.0,901.9,12959.0,19389.0,1208.0,,911.0,22000.0,1358.0,Edmond Scanlon,Chief Executive Officer,"[8688.0, 7926.698, 8104.815, 7795.0, 7227.692, 6782.0, 6769.85, 7636.0, 7748.909, 7511.962]","[12959.0, 11554.105, 10668.577, 9515.0, 8886.16, 7828.0, 7618.22, 7221.336, 7178.568, 7053.045]","[901.9, 631.66, 634.054, 638.0, 663.789, 589.7, 582.63, 636.561, 112.051, 334.861]","[22000, 26000, 26000, 25000, 24000, 23000, 23223, 23767, 24492, 24182]",1652396400000,Tralee,"['rank', 'organizationName', 'country', 'industry', 'ceoName', 'marketValue', 'premiumProfile']",1972.0,http://www.kerrygroup.com,False,,,,,,,,,
Global 2000,2022,5,beiersdorf,"Beiersdorf AG is engaged in the development, manufacture, and distribution of skin and personal care products. The company operates through the following segments: Consumer and Tesa. The Consumer segment concentrates on the international skin and body care markets. The Tesa segment manufactures self-adhesive products and solutions for industry, craft businesses, and consumers. It offers its products and system solutions to industry, craft businesses, and consumers. Its brands include Eucerin, La Prairie, Labello, and Hansaplast. The company was founded by Paul C. Beiesdorf in 1882 and is headquartered in Hamburg, Germany.",1204,global2000,"{'name': 'Beiersdorf', 'uri': 'beiersdorf', 'imageExists': True, 'image': 'http://images.forbes.com/media/lists/companies/beiersdorf_416x416.jpg'}",True,1204,Beiersdorf,,1657898550818,fred/companies/F2K/2022/569,True,http://images.forbes.com/media/lists/companies/beiersdorf_416x416.jpg,Household & Personal Products,Germany,9015.0,754.1,12998.0,23468.0,1409.0,,750.0,20567.0,1319.0,Vincent Warnery,Chief Executive Officer,"[9015.0, 8008.32, 8565.61, 8533.0, 7958.706, 7469.0, 7414.24, 8337.0, 8152.903, 7758.195]","[12998.0, 12636.824, 11423.682, 10236.0, 9930.616, 8042.0, 7526.97, 7714.069, 7989.354, 7377.767]","[754.1, 638.386, 803.621, 859.0, 757.972, 784.3, 731.89, 701.689, 708.948, 571.589]","[20567, 20306, 20654, 20059, 18934, 17934, 17659, 17398, 16708, 16605]",1652396400000,Hamburg,"['rank', 'organizationName', 'country', 'industry', 'ceoName', 'marketValue', 'premiumProfile']",1882.0,http://www.bss.beiersdorf.de,False,,,,,,,,,
Global 2000,2022,5,leidos,"Leidos Holdings, Inc. is a holding company, which engages in the provision of scientific, engineering and information technology services and solutions in the areas of defense, intelligence, civil and health markets. It operates through the following three segments: Defense Solutions, Civil, and Health. The Defense Solutions segment focuses on deploying agile, cost-effective solutions to meet the ever-changing missions of the company's customers in areas of intelligence surveillance and reconnaissance, enterprise IT and integrated systems and cybersecurity and global services. The Civil segment focuses on seamlessly integrating and protecting physical, digital and data domains. The Health segment offers solutions to federal and commercial customers that are responsible for the health and wellbeing of people worldwide including service members and veterans. The company was founded by John Robert Beyster on February 3, 1969 and is headquartered in Reston, VA.",1205,global2000,"{'name': 'Leidos', 'uri': 'leidos', 'imageExists': True, 'image': 'http://images.forbes.com/media/lists/companies/leidos_416x416.jpg'}",True,1205,Leidos,Virginia,1657898551118,fred/companies/F2K/2022/3703,True,http://images.forbes.com/media/lists/companies/leidos_416x416.jpg,Aerospace & Defense,United States,13737.0,753.0,13261.0,14759.0,1411.0,,1165.0,43000.0,905.0,Roger A. Krone,Chief Executive Officer,"[13737.0, 12297.0, 11094.0, 10194.0, 10033.0, 7043.0, 5086.0]","[13261.0, 12511.0, 9658.0, 8992.0, 8913.0, 9132.0, 3377.0]","[753.0, 628.0, 667.0, 581.0, 396.0, 240.0, 254.0]","[43000, 39000, 34000, 32000, 32000, 32000]",1652396400000,Reston,"['rank', 'organizationName', 'country', 'industry', 'ceoName', 'marketValue', 'premiumProfile']",1969.0,http://www.leidos.com,False,,,,,,,,,
Global 2000,2022,5,eastman,"Eastman Chemical Co. engages in the provision of specialty chemicals. It operates through the following segments: Additives and Functional Products, Advanced Materials, Chemical Intermediates and Fibers. The Additives and Functional Products segment includes chemicals for products in the transportation, consumables, building and construction, animal nutrition, crop protection, energy, personal and home care, and other markets. The Advanced Materials segment produces and markets its polymers, films, and plastics with differentiated performance properties for value-added end uses in transportation, consumables, building and construction, durable goods, and health and wellness markets. The Chemical Intermediates segment consists of large scale and vertical integration from the cellulose and acetyl, olefins, and alkylamines streams to support operating segments with advantaged cost positions. The Fiber segment offers cellulose acetate tow for use in filtration media, primarily cigarette filters. The company was founded by George Eastman in 1920 and is headquartered in Kingsport, TN.",1206,global2000,"{'name': 'Eastman Chemical', 'uri': 'eastman', 'imageExists': False, 'squareImage': '//specials-images.forbesimg.com/imageserve/5a29656f31358e286471d5ef/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416', 'image': 'http://images.forbes.com/media/lists/companies/eastman-chemical_416x416.jpg'}",True,1206,Eastman Chemical,Tennessee,1657898551352,fred/companies/F2K/2022/1381,False,http://images.forbes.com/media/lists/companies/eastman-chemical_416x416.jpg,Chemicals,United States,10483.0,857.0,15519.0,13723.0,1263.0,1819.0,1226.0,14000.0,1175.0,Mark J. Costa,Chief Executive Officer,"[10483.0, 8464.0, 9114.0, 10122.0, 9827.0, 8945.0, 9581.0, 9524.0, 9358.0, 8064.0]","[15519.0, 16083.0, 16008.0, 15995.0, 16366.0, 15457.0, 15611.0, 16072.0, 11845.0, 11619.0]","[857.0, 478.0, 808.0, 1080.0, 1486.0, 866.0, 848.0, 751.0, 1165.0, 436.0]","[14000, 14500, 14500, 14500, 14000, 14000, 15000, 15000, 14000, 13500]",1652396400000,Kingsport,"['rank', 'organizationName', 'country', 'industry', 'ceoName', 'marketValue', 'premiumProfile']",1920.0,http://www.eastman.com,False,//specials-images.forbesimg.com/imageserve/5a29656f31358e286471d5ef/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416,,,,,,,,
Global 2000,2022,5,vistra-energy,"Vistra Energy Corp. is an energy company, which engages in the provision of electricity and power generation. It operates through the following segments: Retail, ERCOT, PJM, NY/NE, MISO, Asset Closure, and Corporate and Other. The Retail segment sells electricity and related services to residential, commercial, and industrial customers. The ERCOT, PJM, NY/NE, and MISO segments focuses in the electricity generation, wholesale energy sales and purchases, commodity risk management activities, and fuel production and logistics management. The Asset Closure segment involves in the decommissioning and reclamation of retired plants and mines. The Corporate and Other represents the remaining non-segment operations such as general corporate expenses, interest, taxes, and other expenses related to support functions that provide shared services to operating segments and CAISO operations. The company was founded in 1882 and is headquartered in Irving, TX.",1207,global2000,"{'name': 'Vistra Energy', 'uri': 'vistra-energy', 'imageExists': False, 'image': 'http://images.forbes.com/media/lists/companies/vistra-energy_416x416.jpg'}",True,1207,Vistra Energy,Texas,1657898551633,fred/companies/F2K/2022/106686,False,http://images.forbes.com/media/lists/companies/vistra-energy_416x416.jpg,Utilities,United States,13275.0,-1274.0,30450.0,11179.0,,1109.0,1440.0,5060.0,937.0,Curtis A. Morgan,Chief Executive Officer,"[13275.0, 11062.0, 11504.0, 10059.0, 5406.0]","[30450.0, 25208.0, 26616.0, 26024.0, 14776.0]","[-1274.0, 636.0, 928.0, -54.0, -638.0]","[5060, 5365, 5475, 5275, 4150]",1652396400000,Irving,"['rank', 'organizationName', 'country', 'industry', 'ceoName', 'marketValue', 'premiumProfile']",,http://www.vistraenergy.com,False,,,,,,,,,
Global 2000,2022,5,tohoku-electric-power,"Tohoku Electric Power Co., Inc. engages in electric power supply business. It operates through the following segments: Electric Power, Construction, and Others. The Electric Power segment supplies electricity to the Tohoku region. The Construction segment performs electrical, telecommunications, civil engineering, and building works; designs and manufactures electricity supply facilities; and provides research, survey, and analysis services related to environment preservation. The Others segment includes gas and information communication businesses, power supply equipment materials manufacturing and sales, and electrical appliance sales. The company was founded on May 1, 1951 and is headquartered in Sendai, Japan.",1208,global2000,"{'name': 'Tohoku Electric Power', 'uri': 'tohoku-electric-power', 'imageExists': True, 'image': 'http://images.forbes.com/media/lists/companies/tohoku-electric-power_416x416.jpg'}",True,1208,Tohoku Electric Power,,1657898551929,fred/companies/F2K/2022/4357,True,http://images.forbes.com/media/lists/companies/tohoku-electric-power_416x416.jpg,Utilities,Japan,19516.0,-171.3,40142.0,2832.0,,874.0,,24717.0,614.0,Makoto Kaiwa,Chairman,"[19516.0, 20091.916, 20660.87, 19683.0, 18689.297, 18177.0, 17675.95, 20571.0, 20353.91, 21622.58]","[40142.0, 42553.305, 40045.38, 38182.0, 39700.633, 34876.0, 34076.82, 34809.844, 41200.53, 45568.73]","[-171.3, 601.938, 580.12, 255.0, 426.013, 658.4, 701.24, 868.266, 342.443, -1250.773]","[24717, 24870, 25032, 24667, 24667, 24726]",1652396400000,Sendai,"['rank', 'organizationName', 'country', 'industry', 'ceoName', 'marketValue', 'premiumProfile']",1951.0,http://www.tohoku-epco.co.jp,False,,,,,,,,,
Global 2000,2022,5,banca-mediolanum,"Banca Mediolanum SpA provides commercial banking services. Its products include checking, current and savings accounts, mortgages, insurance, pension, topping-up mobile phones and the payments of taxation, utility and other bills. The company was founded in 1997 and is headquartered in Basiglio, Italy.",1209,global2000,"{'name': 'Banca Mediolanum', 'uri': 'banca-mediolanum', 'imageExists': False, 'image': 'http://images.forbes.com/media/lists/companies/banca-mediolanum_416x416.jpg'}",True,1209,Banca Mediolanum,,1657898553047,fred/companies/F2K/2022/103712,False,http://images.forbes.com/media/lists/companies/banca-mediolanum_416x416.jpg,Insurance,Italy,6443.0,842.8,83530.0,5704.0,1283.0,468.0,,3318.0,1739.0,Massimo Antonio Doris,Chief Executive Officer,"[6443.0, 2716.63, 4314.004, 3883.0, 3914.466, 1747.0, 1879.4]","[83530.0, 72142.016, 59913.09, 54084.0, 51875.68, 44197.0, 48493.05]","[842.8, 495.276, 632.859, 302.0, 428.563, 435.3, 486.39]","[3318, 2926, 2820, 2698, 2680, 2651]",1652396400000,Basiglio,"['rank', 'organizationName', 'country', 'industry', 'ceoName', 'marketValue', 'premiumProfile']",1997.0,http://www.bancamediolanum.it,False,,,,,,,,,
Global 2000,2022,5,pge-polska-grupa-energetyczna,"PGE Polska Grupa Energetyczna SA engages in the production and supply of electricity. It operates through the following segments: Conventional Generation, Renewables, Supply, Distribution, and Other Operations. The Conventional Generation segment explores and generates energy from conventional power plants. The Renewables segment engages in the generation of electricity from in pumped-storage power plants. The Supply segment includes sale and purchase of electricity and gas in the wholesale market. The Distribution segment engages in the distribution of electricity and management of local distribution grids. The Other Operations segment is comprised of services rendered by the subsidiaries, which includes fund raising, information technology, telecommunication, accounting, human resources, and transport. The company was founded on August 2, 1990 and is headquartered in Warsaw, Poland.",1210,global2000,"{'name': 'PGE Polska Grupa Energetyczna', 'uri': 'pge-polska-grupa-energetyczna', 'imageExists': False, 'image': 'http://images.forbes.com/media/lists/companies/pge-polska-grupa-energetyczna_416x416.jpg'}",True,1210,PGE Polska Grupa Energetyczna,,1657898553404,fred/companies/F2K/2022/6438,False,http://images.forbes.com/media/lists/companies/pge-polska-grupa-energetyczna_416x416.jpg,Utilities,Poland,11995.0,1076.0,21650.0,3945.0,1008.0,1448.0,,,1038.0,Wojciech Dabrowski,Chief Executive Officer,"[11995.0, 11740.873, 9800.777, 7181.0, 6120.032, 7088.0, 7539.21, 8858.0, 9442.208, 9359.985]","[21650.0, 21898.55, 20502.732, 20205.0, 20751.121, 16164.0, 15522.1, 18637.67, 20299.258, 18321.627]","[1076.0, 28.22, -1031.729, 415.0, 704.731, 650.9, -803.79, 1152.918, 1249.09, 1110.377]","[40141, 41934, 41442, 41231, 38471, 38877, 39977, 41195, 41276]",1652396400000,Warsaw,"['rank', 'organizationName', 'country', 'industry', 'ceoName', 'marketValue', 'premiumProfile']",1990.0,http://www.gkpge.pl,False,,,,,,,,,
