"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] NumberOfEmployeesComparatorAbsoluteDifferenceSimilarity record1Value","[0] NumberOfEmployeesComparatorAbsoluteDifferenceSimilarity record2Value","[0] NumberOfEmployeesComparatorAbsoluteDifferenceSimilarity record1PreprocessedValue","[0] NumberOfEmployeesComparatorAbsoluteDifferenceSimilarity record2PreprocessedValue","[0] NumberOfEmployeesComparatorAbsoluteDifferenceSimilarity similarity","[0] NumberOfEmployeesComparatorAbsoluteDifferenceSimilarity postproccesedSimilarity","[1] CompanyNameComparatorTokenizingJaccardSimilarity record1Value","[1] CompanyNameComparatorTokenizingJaccardSimilarity record2Value","[1] CompanyNameComparatorTokenizingJaccardSimilarity record1PreprocessedValue","[1] CompanyNameComparatorTokenizingJaccardSimilarity record2PreprocessedValue","[1] CompanyNameComparatorTokenizingJaccardSimilarity similarity","[1] CompanyNameComparatorTokenizingJaccardSimilarity postproccesedSimilarity"
"WekaMatchingRule","ft_id_289","dbpedia_4912","0.012903225806451613","0","420000.0","1100.0","420000.0","1100.0","0.5811","0.5811","Kroger","MGA Entertainment","Kroger","MGA Entertainment","0.0","0.0"
"WekaMatchingRule","ft_id_885","dbpedia_1255","0.012903225806451613","0","20142.0","2146.0","20142.0","2146.0","0.982004","0.982004","Ternium","Inpex","Ternium","Inpex","0.0","0.0"
"WekaMatchingRule","ft_id_1301","dbpedia_2680","1.0","1","2180.0","2300.0","2180.0","2300.0","0.99988","0.99988","Adyen","Adyen","Adyen","Adyen","1.0","1.0"
"WekaMatchingRule","ft_id_1295","dbpedia_6349","0.012903225806451613",,"18500.0","27000.0","18500.0","27000.0","0.9915","0.9915","Ametek","EuroChem","Ametek","EuroChem","0.0","0.0"
"WekaMatchingRule","ft_id_1660","dbpedia_6720","0.012903225806451613",,"6300.0","8270.0","6300.0","8270.0","0.99803","0.99803","DexCom","KMW+Nexter Defense Systems","DexCom","KMW+Nexter Defense Systems","0.0","0.0"
"WekaMatchingRule","ft_id_1138","dbpedia_6409","1.0","1","-99.0","38000.0","-99.0","38000.0","0.961901","0.961901","AU Optronics","AU Optronics","AU Optronics","AU Optronics","1.0","1.0"
"WekaMatchingRule","ft_id_902","dbpedia_6177","0.012903225806451613",,"65054.0","7515.0","65054.0","7515.0","0.942461","0.942461","Sabanci Holding","Hypera Pharma","Sabanci Holding","Hypera Pharma","0.0","0.0"
"WekaMatchingRule","ft_id_1419","dbpedia_5105","0.012903225806451613","0","43902.0","6000.0","43902.0","6000.0","0.962098","0.962098","China Grand Automotive Services","BMC Software","China Grand Automotive Services","BMC Software","0.0","0.0"
"WekaMatchingRule","ft_id_529","dbpedia_1299","0.012903225806451613","0","78087.0","6000.0","78087.0","6000.0","0.927913","0.927913","Kuehne & Nagel International","TV Azteca","Kuehne & Nagel International","TV Azteca","0.0","0.0"
"WekaMatchingRule","ft_id_1449","dbpedia_4502","0.012903225806451613","0","22540.0","1446.0","22540.0","1446.0","0.978906","0.978906","Align Technology","Avid Technology","Align Technology","Avid Technology","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_983","dbpedia_940","0.012903225806451613","0","20700.0","3443.0","20700.0","3443.0","0.982743","0.982743","Arrow Electronics","Abt Electronics","Arrow Electronics","Abt Electronics","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_1289","dbpedia_1639","0.012903225806451613","0","289.0","4000.0","289.0","4000.0","0.996289","0.996289","Samhallsbyggnadsbolaget I Norden","Croda International","Samhallsbyggnadsbolaget I Norden","Croda International","0.0","0.0"
"WekaMatchingRule","ft_id_1396","dbpedia_6440","0.012903225806451613",,"43965.0","1400.0","43965.0","1400.0","0.957435","0.957435","Wens Foodstuff Group","Einhell","Wens Foodstuff Group","Einhell","0.0","0.0"
"WekaMatchingRule","ft_id_1685","dbpedia_6741","0.012903225806451613",,"-99.0","20717.0","-99.0","20717.0","0.979184","0.979184","Chang Hwa Bank","BayWa","Chang Hwa Bank","BayWa","0.0","0.0"
"WekaMatchingRule","ft_id_1229","dbpedia_5490","0.012903225806451613","0","12200.0","10102.0","12200.0","10102.0","0.997902","0.997902","Alcoa","KPN","Alcoa","KPN","0.0","0.0"
"WekaMatchingRule","ft_id_1270","dbpedia_6328","0.012903225806451613",,"95993.0","4907.0","95993.0","4907.0","0.908914","0.908914","New Hope Liuhe","ASB Bank","New Hope Liuhe","ASB Bank","0.0","0.0"
"WekaMatchingRule","ft_id_183","dbpedia_5251","0.012903225806451613","0","-99.0","35000.0","-99.0","35000.0","0.964901","0.964901","ING Group","General Mills","ING Group","General Mills","0.0","0.0"
"WekaMatchingRule","ft_id_335","dbpedia_3406","0.012903225806451613","0","15417.0","1897.0","15417.0","1897.0","0.98648","0.98648","NN Group","NCC Group","NN Group","NCC Group","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_622","dbpedia_6151","0.012903225806451613","0","17595.0","3255.0","17595.0","3255.0","0.98566","0.98566","Hermès International","Sherritt International","Hermès International","Sherritt International","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_1437","dbpedia_4402","0.8181818181818182","1","21000.0","28200.0","21000.0","28200.0","0.9928","0.9928","Williams-Sonoma","Williams-Sonoma, Inc.","Williams-Sonoma","Williams-Sonoma, Inc.","0.6666666666666666","0.6666666666666666"
"WekaMatchingRule","ft_id_1758","dbpedia_268","0.012903225806451613","0","47044.0","3875.0","47044.0","3875.0","0.956831","0.956831","Avenue Supermarts","Nomad Foods","Avenue Supermarts","Nomad Foods","0.0","0.0"
"WekaMatchingRule","ft_id_1394","dbpedia_6442","0.012903225806451613",,"12874.0","2422.0","12874.0","2422.0","0.989548","0.989548","Coloplast","Eizo","Coloplast","Eizo","0.0","0.0"
"WekaMatchingRule","ft_id_1561","dbpedia_6628","0.012903225806451613",,"10065.0","900.0","10065.0","900.0","0.990835","0.990835","West Pharmaceutical Services","Dataiku","West Pharmaceutical Services","Dataiku","0.0","0.0"
"WekaMatchingRule","ft_id_1604","dbpedia_6817","0.012903225806451613","0","5805.0","950.0","5805.0","950.0","0.995145","0.995145","Check Point Software","OMS Lighting","Check Point Software","OMS Lighting","0.0","0.0"
"WekaMatchingRule","ft_id_869","dbpedia_6596","0.012903225806451613","0","9116.0","200.0","9116.0","200.0","0.991084","0.991084","Ameren","Century International Arms","Ameren","Century International Arms","0.0","0.0"
"WekaMatchingRule","ft_id_125","dbpedia_4226","0.012903225806451613","0","93700.0","16200.0","93700.0","16200.0","0.9225","0.9225","Charter Communications","Frontier Communications","Charter Communications","Frontier Communications","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_1873","dbpedia_392","0.012903225806451613","0","12506.0","17800.0","12506.0","17800.0","0.994706","0.994706","Vietnam Technological & Commercial Joint Stock Bank","Allergan","Vietnam Technological & Commercial Joint Stock Bank","Allergan","0.0","0.0"
"WekaMatchingRule","ft_id_1538","dbpedia_3866","0.012903225806451613","0","-99.0","10200.0","-99.0","10200.0","0.989701","0.989701","B3","Dniproenergo","B3","Dniproenergo","0.0","0.0"
"WekaMatchingRule","ft_id_702","dbpedia_3959","0.012903225806451613","0","37000.0","5368.0","37000.0","5368.0","0.968368","0.968368","Trane Technologies","Tyler Technologies","Trane Technologies","Tyler Technologies","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_457","dbpedia_3962","1.0","1","18000.0","16500.0","18000.0","16500.0","0.9985","0.9985","Synchrony Financial","Synchrony Financial","Synchrony Financial","Synchrony Financial","1.0","1.0"
"WekaMatchingRule","ft_id_239","dbpedia_4562","0.8181818181818182","1","15104.0","10046.0","15104.0","10046.0","0.994942","0.994942","Legal & General Group","Legal & General","Legal & General Group","Legal & General","0.6666666666666666","0.6666666666666666"
"WekaMatchingRule","ft_id_1023","dbpedia_3794","0.012903225806451613","0","52000.0","241.0","52000.0","241.0","0.948241","0.948241","Anta Sports Products","Mnemonic (company)","Anta Sports Products","Mnemonic (company)","0.0","0.0"
"WekaMatchingRule","ft_id_1587","dbpedia_4370","0.012903225806451613","0","134000.0","1800.0","134000.0","1800.0","0.8678","0.8678","DXC Technology","PAX Technology","DXC Technology","PAX Technology","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_1863","dbpedia_4760","0.012903225806451613","0","48173.0","22300.0","48173.0","22300.0","0.974127","0.974127","Huaibei Mining Holdings","Tereos","Huaibei Mining Holdings","Tereos","0.0","0.0"
"WekaMatchingRule","ft_id_243","dbpedia_2872","1.0","1","-99.0","118243.0","-99.0","118243.0","0.881658","0.881658","Cosco Shipping","COSCO Shipping","Cosco Shipping","COSCO Shipping","1.0","1.0"
"WekaMatchingRule","ft_id_1950","dbpedia_422","0.012903225806451613","0","13000.0","2506.0","13000.0","2506.0","0.989506","0.989506","Steris","Frontera Energy","Steris","Frontera Energy","0.0","0.0"
"WekaMatchingRule","ft_id_623","dbpedia_6081","0.012903225806451613","0","31000.0","287.0","31000.0","287.0","0.969287","0.969287","International Paper","Anicom","International Paper","Anicom","0.0","0.0"
"WekaMatchingRule","ft_id_1763","dbpedia_5659","0.012903225806451613","0","8700.0","4400.0","8700.0","4400.0","0.9957","0.9957","Akamai Technologies","Maxar Technologies","Akamai Technologies","Maxar Technologies","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_120","dbpedia_1795","0.012903225806451613",,"77795.0","6550.0","77795.0","6550.0","0.928755","0.928755","Credit Agricole","F5, Inc.","Credit Agricole","F5, Inc.","0.0","0.0"
"WekaMatchingRule","ft_id_1344","dbpedia_3958","0.012903225806451613","0","-99.0","500.0","-99.0","500.0","0.999401","0.999401","Compal Electronics","TrønderEnergi","Compal Electronics","TrønderEnergi","0.0","0.0"
"WekaMatchingRule","ft_id_169","dbpedia_2428","0.012903225806451613","0","30135.0","6000.0","30135.0","6000.0","0.975865","0.975865","SK Hynix","House of Fraser","SK Hynix","House of Fraser","0.0","0.0"
"WekaMatchingRule","ft_id_973","dbpedia_1355","0.012903225806451613","0","16300.0","16717.0","16300.0","16717.0","0.999583","0.999583","Molson Coors Brewing","B&Q","Molson Coors Brewing","B&Q","0.0","0.0"
"WekaMatchingRule","ft_id_466","dbpedia_1983","0.012903225806451613","0","-99.0","7000.0","-99.0","7000.0","0.992901","0.992901","JD.com","Enterprise Products","JD.com","Enterprise Products","0.0","0.0"
"WekaMatchingRule","ft_id_1398","dbpedia_6462","0.012903225806451613",,"2108.0","31467.0","2108.0","31467.0","0.970641","0.970641","Euronext","US Airways Group","Euronext","US Airways Group","0.0","0.0"
"WekaMatchingRule","ft_id_1894","dbpedia_3850","1.0","1","1757.0","1799.0","1757.0","1799.0","0.999958","0.999958","Essex Property Trust","Essex Property Trust","Essex Property Trust","Essex Property Trust","1.0","1.0"
"WekaMatchingRule","ft_id_606","dbpedia_4439","0.012903225806451613","0","52752.0","8737.0","52752.0","8737.0","0.955985","0.955985","Hikvision","Talbots","Hikvision","Talbots","0.0","0.0"
"WekaMatchingRule","ft_id_913","dbpedia_6188","0.012903225806451613",,"-99.0","2150.0","-99.0","2150.0","0.997751","0.997751","Asustek Computer","Manchester Liners","Asustek Computer","Manchester Liners","0.0","0.0"
"WekaMatchingRule","ft_id_1156","dbpedia_4864","0.012903225806451613","0","450000.0","4.0","450000.0","4.0","0.5500039999999999","0.5500039999999999","Yum China Holdings","Bank of Cyprus","Yum China Holdings","Bank of Cyprus","0.0","0.0"
"WekaMatchingRule","ft_id_1842","dbpedia_6880","0.012903225806451613","0","1967.0","1083.0","1967.0","1083.0","0.999116","0.999116","Trade Desk","Karsan","Trade Desk","Karsan","0.0","0.0"
"WekaMatchingRule","ft_id_1984","dbpedia_2213","0.012903225806451613","0","11901.0","3015.0","11901.0","3015.0","0.991114","0.991114","Li Auto","Verbund","Li Auto","Verbund","0.0","0.0"
"WekaMatchingRule","ft_id_1135","dbpedia_3888","0.012903225806451613","1","-99.0","180000.0","-99.0","180000.0","0.819901","0.819901","J Sainsbury","Sainsbury's","J Sainsbury","Sainsbury's","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_1808","dbpedia_1691","0.012903225806451613","0","4545.0","7600.0","4545.0","7600.0","0.996945","0.996945","American National Group","American Financial Group","American National Group","American Financial Group","0.5","0.5"
"WekaMatchingRule","ft_id_222","dbpedia_1898","0.012903225806451613",,"200000.0","5400.0","200000.0","5400.0","0.8054","0.8054","McDonald's","Grupo Bandeirantes de Comunicação","McDonald's","Grupo Bandeirantes de Comunicação","0.0","0.0"
"WekaMatchingRule","ft_id_1280","dbpedia_5587","0.012903225806451613","0","-99.0","6800.0","-99.0","6800.0","0.993101","0.993101","Olam Group","OM Group","Olam Group","OM Group","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_269","dbpedia_4415","0.012903225806451613","0","5490.0","127000.0","5490.0","127000.0","0.87849","0.87849","HDFC","Michelin","HDFC","Michelin","0.0","0.0"
"WekaMatchingRule","ft_id_1542","dbpedia_6179","0.012903225806451613","0","6373.0","5700.0","6373.0","5700.0","0.999327","0.999327","Mebuki Financial Group","IA Financial Group","Mebuki Financial Group","IA Financial Group","0.5","0.5"
"WekaMatchingRule","ft_id_686","dbpedia_3072","1.0","1","79000.0","88000.0","79000.0","88000.0","0.991","0.991","IQVIA","IQVIA","IQVIA","IQVIA","1.0","1.0"
"WekaMatchingRule","ft_id_369","dbpedia_6091","1.0","1","10164.0","11000.0","10164.0","11000.0","0.999164","0.999164","Fortescue Metals Group","Fortescue Metals Group","Fortescue Metals Group","Fortescue Metals Group","1.0","1.0"
"WekaMatchingRule","ft_id_1740","dbpedia_177","0.012903225806451613","0","8200.0","6000.0","8200.0","6000.0","0.9978","0.9978","BeiGene","Logista","BeiGene","Logista","0.0","0.0"
"WekaMatchingRule","ft_id_1273","dbpedia_6323","0.012903225806451613",,"50800.0","6620.0","50800.0","6620.0","0.95582","0.95582","Dick's Sporting Goods","ACCO Brands","Dick's Sporting Goods","ACCO Brands","0.0","0.0"
"WekaMatchingRule","ft_id_1401","dbpedia_2465","0.012903225806451613","0","15200.0","623.0","15200.0","623.0","0.985423","0.985423","Packaging Corp of America","Smarsh","Packaging Corp of America","Smarsh","0.0","0.0"
"WekaMatchingRule","ft_id_749","dbpedia_2779","1.0","1","6635.0","4862.0","6635.0","4862.0","0.998227","0.998227","NRG Energy","NRG Energy","NRG Energy","NRG Energy","1.0","1.0"
"WekaMatchingRule","ft_id_1682","dbpedia_6743","0.012903225806451613",,"44626.0","60439.0","44626.0","60439.0","0.984187","0.984187","Next","JFE Holdings","Next","JFE Holdings","0.0","0.0"
"WekaMatchingRule","ft_id_801","dbpedia_139","0.012903225806451613","1","24540.0","23350.0","24540.0","23350.0","0.99881","0.99881","US Steel","U.S. Steel","US Steel","U.S. Steel","0.25","0.25"
"WekaMatchingRule","ft_id_1276","dbpedia_832","0.012903225806451613","0","89400.0","14600.0","89400.0","14600.0","0.9252","0.9252","Universal Health Services","Gentiva Health Services","Universal Health Services","Gentiva Health Services","0.5","0.5"
"WekaMatchingRule","ft_id_895","dbpedia_3962","0.012903225806451613","0","24599.0","16500.0","24599.0","16500.0","0.991901","0.991901","E-mart","Synchrony Financial","E-mart","Synchrony Financial","0.0","0.0"
"WekaMatchingRule","ft_id_282","dbpedia_6635","1.0","1","35501.0","52488.0","35501.0","52488.0","0.983013","0.983013","KIA","Kia","KIA","Kia","1.0","1.0"
"WekaMatchingRule","ft_id_1968","dbpedia_6009","1.0","1","4600.0","1818.0","4600.0","1818.0","0.997218","0.997218","Cadence Bank","Cadence Bank","Cadence Bank","Cadence Bank","1.0","1.0"
"WekaMatchingRule","ft_id_247","dbpedia_2412","1.0","1","31518.0","33383.0","31518.0","33383.0","0.998135","0.998135","Exelon","Exelon","Exelon","Exelon","1.0","1.0"
"WekaMatchingRule","ft_id_72","dbpedia_4929","0.012903225806451613","0","-99.0","2000.0","-99.0","2000.0","0.997901","0.997901","AIA Group","CPT Corporation","AIA Group","CPT Corporation","0.0","0.0"
"WekaMatchingRule","ft_id_225","dbpedia_2037","0.16666666666666666","0","147468.0","1006.0","147468.0","1006.0","0.853538","0.853538","Schneider Electric","Schneider Electric DMS","Schneider Electric","Schneider Electric DMS","0.6666666666666666","0.6666666666666666"
"WekaMatchingRule","ft_id_904","dbpedia_6178","0.012903225806451613",,"-99.0","9000.0","-99.0","9000.0","0.990901","0.990901","AntarChile","Huntsman Corporation","AntarChile","Huntsman Corporation","0.0","0.0"
"WekaMatchingRule","ft_id_498","dbpedia_3397","0.8181818181818182","1","23261.0","5219.0","23261.0","5219.0","0.981958","0.981958","London Stock Exchange","London Stock Exchange Group","London Stock Exchange","London Stock Exchange Group","0.75","0.75"
"WekaMatchingRule","ft_id_479","dbpedia_2884","0.012903225806451613","0","105000.0","2400.0","105000.0","2400.0","0.8974","0.8974","Vodafone","Callaway Golf Company","Vodafone","Callaway Golf Company","0.0","0.0"
"WekaMatchingRule","ft_id_606","dbpedia_4867","0.012903225806451613","0","52752.0","19044.0","52752.0","19044.0","0.966292","0.966292","Hikvision","JVC","Hikvision","JVC","0.0","0.0"
"WekaMatchingRule","ft_id_1727","dbpedia_3926","0.012903225806451613","0","9400.0","3900.0","9400.0","3900.0","0.9945","0.9945","Shaw Communications","Winstar Communications","Shaw Communications","Winstar Communications","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_900","dbpedia_6175","0.012903225806451613",,"120000.0","12369.0","120000.0","12369.0","0.892369","0.892369","Coles Group","Hubert Burda Media","Coles Group","Hubert Burda Media","0.0","0.0"
"WekaMatchingRule","ft_id_1006","dbpedia_6192","1.0","1","37866.0","41128.0","37866.0","41128.0","0.996738","0.996738","OTP Bank","OTP Bank","OTP Bank","OTP Bank","1.0","1.0"
"WekaMatchingRule","ft_id_125","dbpedia_5987","0.012903225806451613","0","93700.0","700.0","93700.0","700.0","0.907","0.907","Charter Communications","Masergy Communications","Charter Communications","Masergy Communications","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_1196","dbpedia_4053","0.012903225806451613","0","2430.0","3790.0","2430.0","3790.0","0.99864","0.99864","Targa Resources","Arch Resources","Targa Resources","Arch Resources","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_1543","dbpedia_4031","0.012903225806451613","0","5995.0","3280.0","5995.0","3280.0","0.997285","0.997285","Concordia Financial Group","StanCorp Financial Group","Concordia Financial Group","StanCorp Financial Group","0.5","0.5"
"WekaMatchingRule","ft_id_1957","dbpedia_3394","0.012903225806451613","0","-99.0","8000.0","-99.0","8000.0","0.991901","0.991901","Far Eastern New Century","GfK","Far Eastern New Century","GfK","0.0","0.0"
"WekaMatchingRule","ft_id_1118","dbpedia_6020","0.012903225806451613","0","20.0","18100.0","20.0","18100.0","0.98192","0.98192","Meritz Financial Group","Citizens Financial Group","Meritz Financial Group","Citizens Financial Group","0.5","0.5"
"WekaMatchingRule","ft_id_63","dbpedia_1239","0.012903225806451613","0","118909.0","5200.0","118909.0","5200.0","0.8862909999999999","0.8862909999999999","BMW Group","BG Group","BMW Group","BG Group","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_313","dbpedia_786","1.0","1","2800.0","2900.0","2800.0","2900.0","0.9999","0.9999","EOG Resources","EOG Resources","EOG Resources","EOG Resources","1.0","1.0"
"WekaMatchingRule","ft_id_924","dbpedia_6199","0.012903225806451613",,"88213.0","1420.0","88213.0","1420.0","0.913207","0.913207","Canara Bank","Sky Deutschland","Canara Bank","Sky Deutschland","0.0","0.0"
"WekaMatchingRule","ft_id_1940","dbpedia_2453","0.012903225806451613","0","3312.0","41172.0","3312.0","41172.0","0.96214","0.96214","ASM International","Olam International","ASM International","Olam International","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_1284","dbpedia_6338","0.012903225806451613",,"8398.0","43400.0","8398.0","43400.0","0.964998","0.964998","Hydro One","Encompass Health","Hydro One","Encompass Health","0.0","0.0"
"WekaMatchingRule","ft_id_861","dbpedia_1109","0.012903225806451613","0","19300.0","1500.0","19300.0","1500.0","0.9822","0.9822","Roper Technologies","Shurtape Technologies","Roper Technologies","Shurtape Technologies","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_983","dbpedia_1414","0.012903225806451613","0","20700.0","1250.0","20700.0","1250.0","0.98055","0.98055","Arrow Electronics","Abcam","Arrow Electronics","Abcam","0.0","0.0"
"WekaMatchingRule","ft_id_605","dbpedia_3884","0.012903225806451613","0","26064.0","5000.0","26064.0","5000.0","0.978936","0.978936","EnBW-Energie Baden","Quikr","EnBW-Energie Baden","Quikr","0.0","0.0"
"WekaMatchingRule","ft_id_998","dbpedia_1240","0.012903225806451613","0","14000.0","9500.0","14000.0","9500.0","0.9955","0.9955","Molina Healthcare","BMI Healthcare","Molina Healthcare","BMI Healthcare","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_1387","dbpedia_6450","0.012903225806451613",,"7458.0","225.0","7458.0","225.0","0.992767","0.992767","Wuestenrot & Wuerttembergische","Lexicon Pharmaceuticals","Wuestenrot & Wuerttembergische","Lexicon Pharmaceuticals","0.0","0.0"
"WekaMatchingRule","ft_id_1456","dbpedia_6024","0.012903225806451613","0","16308.0","4300.0","16308.0","4300.0","0.987992","0.987992","Unicharm","Cincinnati Bell","Unicharm","Cincinnati Bell","0.0","0.0"
"WekaMatchingRule","ft_id_878","dbpedia_4166","1.0","1","27702.0","32603.0","27702.0","32603.0","0.995099","0.995099","LG Display","LG Display","LG Display","LG Display","1.0","1.0"
"WekaMatchingRule","ft_id_1988","dbpedia_6443","0.012903225806451613","0","3027.0","1179.0","3027.0","1179.0","0.998152","0.998152","EFG International","Haynes International","EFG International","Haynes International","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_1671","dbpedia_6731","0.012903225806451613",,"3175.0","24.0","3175.0","24.0","0.996849","0.996849","Gunma Bank","Transmeta","Gunma Bank","Transmeta","0.0","0.0"
"WekaMatchingRule","ft_id_1565","dbpedia_6269","0.012903225806451613","0","5255.0","178.0","5255.0","178.0","0.994923","0.994923","Bank of Guizhou","InterOil Exploration and Production","Bank of Guizhou","InterOil Exploration and Production","0.0","0.0"
"WekaMatchingRule","ft_id_211","dbpedia_1887","0.012903225806451613",,"73300.0","250.0","73300.0","250.0","0.9269499999999999","0.9269499999999999","Nike","Lockheed Martin Orincon","Nike","Lockheed Martin Orincon","0.0","0.0"
"WekaMatchingRule","ft_id_1309","dbpedia_4156","0.012903225806451613","0","4059.0","5000.0","4059.0","5000.0","0.999059","0.999059","Arab National Bank","Kinetic Concepts","Arab National Bank","Kinetic Concepts","0.0","0.0"
"WekaMatchingRule","ft_id_1341","dbpedia_3954","0.8181818181818182","1","3242.0","3242.0","3242.0","3242.0","1.0","1.0","StoneX Group","StoneX Group Inc.","StoneX Group","StoneX Group Inc.","0.6666666666666666","0.6666666666666666"
"WekaMatchingRule","ft_id_547","dbpedia_1689","1.0","1","24700.0","15300.0","24700.0","15300.0","0.9906","0.9906","Analog Devices","Analog Devices","Analog Devices","Analog Devices","1.0","1.0"
"WekaMatchingRule","ft_id_351","dbpedia_217","0.16666666666666666","0","81957.0","600.0","81957.0","600.0","0.918643","0.918643","Standard Chartered","Standard Chartered Uganda","Standard Chartered","Standard Chartered Uganda","0.6666666666666666","0.6666666666666666"
"WekaMatchingRule","ft_id_1555","dbpedia_813","0.012903225806451613","0","-99.0","6513.0","-99.0","6513.0","0.993388","0.993388","Globalfoundries","Sunoco","Globalfoundries","Sunoco","0.0","0.0"
"WekaMatchingRule","ft_id_144","dbpedia_2310","0.012903225806451613","0","350864.0","1700.0","350864.0","1700.0","0.650836","0.650836","Hitachi","Sanitarium Health and Wellbeing Company","Hitachi","Sanitarium Health and Wellbeing Company","0.0","0.0"
"WekaMatchingRule","ft_id_994","dbpedia_4968","0.012903225806451613","0","-99.0","12000.0","-99.0","12000.0","0.987901","0.987901","First Quantum Minerals","Southern Copper Corporation","First Quantum Minerals","Southern Copper Corporation","0.0","0.0"
"WekaMatchingRule","ft_id_1286","dbpedia_1739","0.012903225806451613","0","52021.0","1093.0","52021.0","1093.0","0.949072","0.949072","SG Holdings","KCG Holdings","SG Holdings","KCG Holdings","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_411","dbpedia_1828","0.012903225806451613","0","99700.0","250.0","99700.0","250.0","0.90055","0.90055","BT Group","CRT Group","BT Group","CRT Group","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_1628","dbpedia_680","0.012903225806451613","0","4965.0","100.0","4965.0","100.0","0.995135","0.995135","CrowdStrike","Teligent Telecom","CrowdStrike","Teligent Telecom","0.0","0.0"
"WekaMatchingRule","ft_id_1696","dbpedia_6753","0.012903225806451613",,"62857.0","18421.0","62857.0","18421.0","0.955564","0.955564","Arca Continental","Barrick Gold","Arca Continental","Barrick Gold","0.0","0.0"
"WekaMatchingRule","ft_id_1748","dbpedia_2962","0.012903225806451613","0","2876.0","5171.0","2876.0","5171.0","0.997705","0.997705","Bayan Resources","Towers Perrin","Bayan Resources","Towers Perrin","0.0","0.0"
"WekaMatchingRule","ft_id_1956","dbpedia_4584","0.012903225806451613","0","-99.0","400.0","-99.0","400.0","0.999501","0.999501","ADNOC Drilling","J. H. Hobbs, Brockunier and Company","ADNOC Drilling","J. H. Hobbs, Brockunier and Company","0.0","0.0"
"WekaMatchingRule","ft_id_665","dbpedia_359","1.0","1","78490.0","70153.0","78490.0","70153.0","0.991663","0.991663","Kyocera","Kyocera","Kyocera","Kyocera","1.0","1.0"
"WekaMatchingRule","ft_id_535","dbpedia_6142","0.012903225806451613","0","105000.0","5000.0","105000.0","5000.0","0.9","0.9","CBRE Group","Barnes Group","CBRE Group","Barnes Group","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_695","dbpedia_737","0.012903225806451613","0","115325.0","4391.0","115325.0","4391.0","0.889066","0.889066","China Energy Engineering","Don Quijote (store)","China Energy Engineering","Don Quijote (store)","0.0","0.0"
"WekaMatchingRule","ft_id_508","dbpedia_1360","1.0","1","14500.0","16000.0","14500.0","16000.0","0.9985","0.9985","DISH Network","Dish Network","DISH Network","Dish Network","1.0","1.0"
"WekaMatchingRule","ft_id_757","dbpedia_1536","0.012903225806451613","0","-99.0","885.0","-99.0","885.0","0.999016","0.999016","Sekisui House","Standard Bank Malawi","Sekisui House","Standard Bank Malawi","0.0","0.0"
"WekaMatchingRule","ft_id_1056","dbpedia_4478","0.012903225806451613","0","234.0","1219.0","234.0","1219.0","0.999015","0.999015","3i Group","ESI Group","3i Group","ESI Group","0.25","0.25"
"WekaMatchingRule","ft_id_793","dbpedia_6748","0.012903225806451613","0","3900.0","8900.0","3900.0","8900.0","0.995","0.995","Vertex Pharmaceuticals","Barr Pharmaceuticals","Vertex Pharmaceuticals","Barr Pharmaceuticals","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_1588","dbpedia_6647","0.012903225806451613",,"92694.0","3536.0","92694.0","3536.0","0.910842","0.910842","Metro Group","LB Finance","Metro Group","LB Finance","0.0","0.0"
"WekaMatchingRule","ft_id_224","dbpedia_1896","0.012903225806451613",,"138240.0","14290.0","138240.0","14290.0","0.87605","0.87605","Société Générale","Ibiden","Société Générale","Ibiden","0.0","0.0"
"WekaMatchingRule","ft_id_659","dbpedia_584","0.012903225806451613","0","6295.0","147.0","6295.0","147.0","0.993852","0.993852","First Republic Bank","Vici Properties","First Republic Bank","Vici Properties","0.0","0.0"
