"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] NumberOfEmployeesComparatorAbsoluteDifferenceSimilarity record1Value","[0] NumberOfEmployeesComparatorAbsoluteDifferenceSimilarity record2Value","[0] NumberOfEmployeesComparatorAbsoluteDifferenceSimilarity record1PreprocessedValue","[0] NumberOfEmployeesComparatorAbsoluteDifferenceSimilarity record2PreprocessedValue","[0] NumberOfEmployeesComparatorAbsoluteDifferenceSimilarity similarity","[0] NumberOfEmployeesComparatorAbsoluteDifferenceSimilarity postproccesedSimilarity","[1] CompanyNameComparatorTokenizingJaccardSimilarity record1Value","[1] CompanyNameComparatorTokenizingJaccardSimilarity record2Value","[1] CompanyNameComparatorTokenizingJaccardSimilarity record1PreprocessedValue","[1] CompanyNameComparatorTokenizingJaccardSimilarity record2PreprocessedValue","[1] CompanyNameComparatorTokenizingJaccardSimilarity similarity","[1] CompanyNameComparatorTokenizingJaccardSimilarity postproccesedSimilarity"
"WekaMatchingRule","ft_id_1278","dbpedia_990","1.0","1","12371.0","12440.0","12371.0","12440.0","0.999931","0.999931","Dassault Aviation","Dassault Aviation","Dassault Aviation","Dassault Aviation","1.0","1.0"
"WekaMatchingRule","ft_id_1672","dbpedia_6732","0.012903225806451613",,"-99.0","644.0","-99.0","644.0","0.999257","0.999257","Sahara International Petrochemical","Transportadora de Gas del Sur","Sahara International Petrochemical","Transportadora de Gas del Sur","0.0","0.0"
"WekaMatchingRule","ft_id_1391","dbpedia_80","0.012903225806451613","0","110.0","5600.0","110.0","5600.0","0.99451","0.99451","BNK Financial Group","FBL Financial Group","BNK Financial Group","FBL Financial Group","0.5","0.5"
"WekaMatchingRule","ft_id_1940","dbpedia_6719","0.012903225806451613","0","3312.0","7100.0","3312.0","7100.0","0.996212","0.996212","ASM International","KMG International","ASM International","KMG International","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_1624","dbpedia_1870","0.012903225806451613","0","10711.0","600.0","10711.0","600.0","0.989889","0.989889","K+S","Unisto","K+S","Unisto","0.0","0.0"
"WekaMatchingRule","ft_id_228","dbpedia_679","0.012903225806451613","0","51280.0","55.0","51280.0","55.0","0.948775","0.948775","Oil & Natural Gas","Upslope Brewing Company","Oil & Natural Gas","Upslope Brewing Company","0.0","0.0"
"WekaMatchingRule","ft_id_1154","dbpedia_2741","0.012903225806451613","0","69000.0","22899.0","69000.0","22899.0","0.953899","0.953899","DaVita","SunTrust Banks","DaVita","SunTrust Banks","0.0","0.0"
"WekaMatchingRule","ft_id_1163","dbpedia_6051","0.012903225806451613","0","59.0","1215.0","59.0","1215.0","0.998844","0.998844","CJ Corporation","Tesco Corporation","CJ Corporation","Tesco Corporation","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_903","dbpedia_6177","0.012903225806451613",,"14442.0","7515.0","14442.0","7515.0","0.993073","0.993073","Yuanta Financial Holding","Hypera Pharma","Yuanta Financial Holding","Hypera Pharma","0.0","0.0"
"WekaMatchingRule","ft_id_30","dbpedia_1066","1.0","1","449934.0","456239.0","449934.0","456239.0","0.993695","0.993695","China Mobile","China Mobile","China Mobile","China Mobile","1.0","1.0"
"WekaMatchingRule","ft_id_1684","dbpedia_4567","1.0","1","-99.0","71839.0","-99.0","71839.0","0.9280619999999999","0.9280619999999999","STRABAG","Strabag","STRABAG","Strabag","1.0","1.0"
"WekaMatchingRule","ft_id_1684","dbpedia_6744","0.012903225806451613",,"-99.0","7554.0","-99.0","7554.0","0.992347","0.992347","STRABAG","JGC Holdings Corporation","STRABAG","JGC Holdings Corporation","0.0","0.0"
"WekaMatchingRule","ft_id_110","dbpedia_2678","0.012903225806451613","0","-99.0","56.0","-99.0","56.0","0.999845","0.999845","Eni","Kongsberg Spacetec","Eni","Kongsberg Spacetec","0.0","0.0"
"WekaMatchingRule","ft_id_1174","dbpedia_311","1.0","1","46206.0","41000.0","46206.0","41000.0","0.994794","0.994794","Cemex","Cemex","Cemex","Cemex","1.0","1.0"
"WekaMatchingRule","ft_id_984","dbpedia_4952","0.012903225806451613","0","24526.0","4561.0","24526.0","4561.0","0.980035","0.980035","Shenzhen Overseas","Sims Metal Management","Shenzhen Overseas","Sims Metal Management","0.0","0.0"
"WekaMatchingRule","ft_id_1564","dbpedia_4291","0.012903225806451613","0","19576.0","300.0","19576.0","300.0","0.980724","0.980724","Nine Dragons Paper Holdings","Exetel","Nine Dragons Paper Holdings","Exetel","0.0","0.0"
"WekaMatchingRule","ft_id_1271","dbpedia_6325","0.012903225806451613",,"13763.0","10500.0","13763.0","10500.0","0.996737","0.996737","Sichuan Road & Bridge","Molina Healthcare","Sichuan Road & Bridge","Molina Healthcare","0.0","0.0"
"WekaMatchingRule","ft_id_1041","dbpedia_2749","0.012903225806451613","0","-99.0","4500.0","-99.0","4500.0","0.995401","0.995401","Delta Electronics","Ultra Electronics","Delta Electronics","Ultra Electronics","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_54","dbpedia_6898","0.012903225806451613","0","62537.0","50584.0","62537.0","50584.0","0.988047","0.988047","Industrial Bank","TUI Group","Industrial Bank","TUI Group","0.0","0.0"
"WekaMatchingRule","ft_id_857","dbpedia_5279","0.012903225806451613","0","1854.0","15000.0","1854.0","15000.0","0.986854","0.986854","Signature Bank","REI","Signature Bank","REI","0.0","0.0"
"WekaMatchingRule","ft_id_1279","dbpedia_2300","0.012903225806451613","0","-99.0","100000.0","-99.0","100000.0","0.8999010000000001","0.8999010000000001","Yara International","Wilmar International","Yara International","Wilmar International","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_1934","dbpedia_6209","0.012903225806451613","0","1212.0","120.0","1212.0","120.0","0.998908","0.998908","Genmab","KWorld","Genmab","KWorld","0.0","0.0"
"WekaMatchingRule","ft_id_1024","dbpedia_2251","1.0","1","1254.0","1201.0","1254.0","1201.0","0.999947","0.999947","Continental Resources","Continental Resources","Continental Resources","Continental Resources","1.0","1.0"
"WekaMatchingRule","ft_id_1272","dbpedia_6326","0.012903225806451613",,"8600.0","3225.0","8600.0","3225.0","0.994625","0.994625","Copart","Multistrada Arah Sarana","Copart","Multistrada Arah Sarana","0.0","0.0"
"WekaMatchingRule","ft_id_1253","dbpedia_3942","0.012903225806451613","0","6705.0","2366.0","6705.0","2366.0","0.995661","0.995661","Hologic","Electric Power Development Company","Hologic","Electric Power Development Company","0.0","0.0"
"WekaMatchingRule","ft_id_258","dbpedia_1693","0.012903225806451613","0","51000.0","1621.0","51000.0","1621.0","0.950621","0.950621","HP","Allied Telesis","HP","Allied Telesis","0.0","0.0"
"WekaMatchingRule","ft_id_1600","dbpedia_306","0.012903225806451613","0","-99.0","1000.0","-99.0","1000.0","0.998901","0.998901","ZTO Express (Cayman)","CCB Brasil","ZTO Express (Cayman)","CCB Brasil","0.0","0.0"
"WekaMatchingRule","ft_id_1414","dbpedia_4886","1.0","1","111140.0","122000.0","111140.0","122000.0","0.98914","0.98914","Faurecia","Faurecia","Faurecia","Faurecia","1.0","1.0"
"WekaMatchingRule","ft_id_459","dbpedia_3602","0.012903225806451613","0","66947.0","4568.0","66947.0","4568.0","0.937621","0.937621","Toyota Industries","Topy Industries","Toyota Industries","Topy Industries","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_1012","dbpedia_3495","0.012903225806451613","0","12825.0","594.0","12825.0","594.0","0.987769","0.987769","China Jinmao","CBL Properties","China Jinmao","CBL Properties","0.0","0.0"
"WekaMatchingRule","ft_id_1042","dbpedia_2637","0.012903225806451613","0","24389.0","5000.0","24389.0","5000.0","0.980611","0.980611","Alcon","Purdue Pharma","Alcon","Purdue Pharma","0.0","0.0"
"WekaMatchingRule","ft_id_587","dbpedia_6598","0.012903225806451613","0","60000.0","23412.0","60000.0","23412.0","0.963412","0.963412","Baxter International","Cameron International","Baxter International","Cameron International","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_1398","dbpedia_3082","0.012903225806451613","0","2108.0","549.0","2108.0","549.0","0.998441","0.998441","Euronext","Main Street Bank","Euronext","Main Street Bank","0.0","0.0"
"WekaMatchingRule","ft_id_1392","dbpedia_771","0.012903225806451613","0","36034.0","2700.0","36034.0","2700.0","0.966666","0.966666","Oji Holdings","UTI Holdings","Oji Holdings","UTI Holdings","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_669","dbpedia_6172","0.012903225806451613","0","184364.0","21200.0","184364.0","21200.0","0.836836","0.836836","PICC","Frontier California","PICC","Frontier California","0.0","0.0"
"WekaMatchingRule","ft_id_1695","dbpedia_6756","0.012903225806451613",,"-99.0","69100.0","-99.0","69100.0","0.930801","0.930801","Shanghai Commercial & Savings Bank","The Pepsi Bottling Group","Shanghai Commercial & Savings Bank","The Pepsi Bottling Group","0.0","0.0"
"WekaMatchingRule","ft_id_1652","dbpedia_6582","1.0","1","-99.0","46069.0","-99.0","46069.0","0.953832","0.953832","Usiminas","Usiminas","Usiminas","Usiminas","1.0","1.0"
"WekaMatchingRule","ft_id_976","dbpedia_6609","0.012903225806451613","0","40000.0","1950.0","40000.0","1950.0","0.96195","0.96195","Cintas","Cintra","Cintas","Cintra","0.0","0.0"
"WekaMatchingRule","ft_id_75","dbpedia_5417","1.0","1","490600.0","500000.0","490600.0","500000.0","0.9906","0.9906","The Home Depot","The Home Depot","The Home Depot","The Home Depot","1.0","1.0"
"WekaMatchingRule","ft_id_884","dbpedia_3648","1.0","1","19070.0","19588.0","19070.0","19588.0","0.999482","0.999482","Expeditors International","Expeditors International","Expeditors International","Expeditors International","1.0","1.0"
"WekaMatchingRule","ft_id_1000","dbpedia_1076","1.0","1","46267.0","45881.0","46267.0","45881.0","0.999614","0.999614","Toray Industries","Toray Industries","Toray Industries","Toray Industries","1.0","1.0"
"WekaMatchingRule","ft_id_1856","dbpedia_279","1.0","1","5482.0","4506.0","5482.0","4506.0","0.999024","0.999024","Veeva Systems","Veeva Systems","Veeva Systems","Veeva Systems","1.0","1.0"
"WekaMatchingRule","ft_id_1617","dbpedia_2548","0.012903225806451613","0","4578.0","59132.0","4578.0","59132.0","0.945446","0.945446","Kyushu Financial Group","Mizuho Financial Group","Kyushu Financial Group","Mizuho Financial Group","0.5","0.5"
"WekaMatchingRule","ft_id_1928","dbpedia_616","0.012903225806451613","0","4742.0","16500.0","4742.0","16500.0","0.988242","0.988242","CoStar Group","Invensys","CoStar Group","Invensys","0.0","0.0"
"WekaMatchingRule","ft_id_1292","dbpedia_893","0.012903225806451613","0","27303.0","472.0","27303.0","472.0","0.973169","0.973169","Nedbank","Arotech Corporation","Nedbank","Arotech Corporation","0.0","0.0"
"WekaMatchingRule","ft_id_1260","dbpedia_6314","0.012903225806451613",,"-99.0","2942.0","-99.0","2942.0","0.996959","0.996959","Bangkok Bank","Shikoku Railway Company","Bangkok Bank","Shikoku Railway Company","0.0","0.0"
"WekaMatchingRule","ft_id_952","dbpedia_5896","1.0","1","-99.0","7656.0","-99.0","7656.0","0.992245","0.992245","Braskem","Braskem","Braskem","Braskem","1.0","1.0"
"WekaMatchingRule","ft_id_1697","dbpedia_6754","0.012903225806451613",,"9493.0","499.0","9493.0","499.0","0.991006","0.991006","Piraeus Financial Holdings","Jaiz Bank","Piraeus Financial Holdings","Jaiz Bank","0.0","0.0"
"WekaMatchingRule","ft_id_1077","dbpedia_4870","0.012903225806451613","0","652.0","9574.0","652.0","9574.0","0.991078","0.991078","Rosseti","Itaú Corpbanca","Rosseti","Itaú Corpbanca","0.0","0.0"
"WekaMatchingRule","ft_id_1251","dbpedia_998","0.012903225806451613","0","-99.0","465000.0","-99.0","465000.0","0.5349010000000001","0.5349010000000001","China Gas Holdings","Kroger","China Gas Holdings","Kroger","0.0","0.0"
"WekaMatchingRule","ft_id_1690","dbpedia_1458","0.012903225806451613","0","1596.0","50.0","1596.0","50.0","0.998454","0.998454","SBA Communications","Chess Communication","SBA Communications","Chess Communication","0.0","0.0"
"WekaMatchingRule","ft_id_1865","dbpedia_6690","0.012903225806451613","0","16586.0","98000.0","16586.0","98000.0","0.918586","0.918586","Shimizu","Charter Communications","Shimizu","Charter Communications","0.0","0.0"
"WekaMatchingRule","ft_id_367","dbpedia_1967","0.012903225806451613","0","9813.0","4400.0","9813.0","4400.0","0.994587","0.994587","Valero Energy","Walter Energy","Valero Energy","Walter Energy","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_1393","dbpedia_6441","0.012903225806451613",,"-99.0","1864.0","-99.0","1864.0","0.998037","0.998037","Spotify Technology","Eisai (company)","Spotify Technology","Eisai (company)","0.0","0.0"
"WekaMatchingRule","ft_id_531","dbpedia_924","1.0","1","37500.0","34000.0","37500.0","34000.0","0.9965","0.9965","VMware","VMware","VMware","VMware","1.0","1.0"
"WekaMatchingRule","ft_id_930","dbpedia_3436","0.012903225806451613","0","9793.0","1500.0","9793.0","1500.0","0.991707","0.991707","Intuitive Surgical","Spirent","Intuitive Surgical","Spirent","0.0","0.0"
"WekaMatchingRule","ft_id_1562","dbpedia_6628","0.012903225806451613",,"11330.0","900.0","11330.0","900.0","0.98957","0.98957","China Everbright International","Dataiku","China Everbright International","Dataiku","0.0","0.0"
"WekaMatchingRule","ft_id_1739","dbpedia_6804","0.012903225806451613",,"-99.0","1350.0","-99.0","1350.0","0.998551","0.998551","Mercuries & Associates","Maduro & Curiel's Bank","Mercuries & Associates","Maduro & Curiel's Bank","0.0","0.0"
"WekaMatchingRule","ft_id_11","dbpedia_3172","1.0","1","181000.0","182268.0","181000.0","182268.0","0.998732","0.998732","Microsoft","Microsoft","Microsoft","Microsoft","1.0","1.0"
"WekaMatchingRule","ft_id_682","dbpedia_3989","0.012903225806451613","0","-99.0","500.0","-99.0","500.0","0.999401","0.999401","Riyad Bank","Lotte Kolson","Riyad Bank","Lotte Kolson","0.0","0.0"
"WekaMatchingRule","ft_id_578","dbpedia_538","0.012903225806451613","0","288200.0","21090.0","288200.0","21090.0","0.73289","0.73289","BYD","Oki Electric Industry","BYD","Oki Electric Industry","0.0","0.0"
"WekaMatchingRule","ft_id_5","dbpedia_2097","0.012903225806451613","0","1608000.0","11860.0","1608000.0","11860.0","0.0","0.0","Amazon","HelloFresh","Amazon","HelloFresh","0.0","0.0"
"WekaMatchingRule","ft_id_210","dbpedia_1886","0.012903225806451613",,"29905.0","7448.0","29905.0","7448.0","0.977543","0.977543","Union Pacific","W. R. Berkley Corporation","Union Pacific","W. R. Berkley Corporation","0.0","0.0"
"WekaMatchingRule","ft_id_1093","dbpedia_6152","0.012903225806451613",,"51929.0","13182.0","51929.0","13182.0","0.961253","0.961253","Telecom Italia","Shimadzu","Telecom Italia","Shimadzu","0.0","0.0"
"WekaMatchingRule","ft_id_79","dbpedia_6526","0.012903225806451613","0","-99.0","13500.0","-99.0","13500.0","0.986401","0.986401","Zurich Insurance Group","RSA Insurance Group","Zurich Insurance Group","RSA Insurance Group","0.5","0.5"
"WekaMatchingRule","ft_id_196","dbpedia_1605","0.012903225806451613","0","104150.0","1000.0","104150.0","1000.0","0.89685","0.89685","Telefónica","Capriotti's","Telefónica","Capriotti's","0.0","0.0"
"WekaMatchingRule","ft_id_612","dbpedia_920","0.012903225806451613","0","177129.0","14000.0","177129.0","14000.0","0.836871","0.836871","S.F. Holding","UniFirst","S.F. Holding","UniFirst","0.0","0.0"
"WekaMatchingRule","ft_id_579","dbpedia_6268","1.0","1","45000.0","45000.0","45000.0","45000.0","1.0","1.0","Illinois Tool Works","Illinois Tool Works","Illinois Tool Works","Illinois Tool Works","1.0","1.0"
"WekaMatchingRule","ft_id_1428","dbpedia_4127","0.012903225806451613","0","20583.0","45000.0","20583.0","45000.0","0.975583","0.975583","Attijariwafa Bank","Cosan","Attijariwafa Bank","Cosan","0.0","0.0"
"WekaMatchingRule","ft_id_543","dbpedia_5030","0.012903225806451613","0","14479.0","1200.0","14479.0","1200.0","0.986721","0.986721","Tokyo Electron","Pathao","Tokyo Electron","Pathao","0.0","0.0"
"WekaMatchingRule","ft_id_1100","dbpedia_4602","1.0","1","2500.0","3000.0","2500.0","3000.0","0.9995","0.9995","Genworth Financial","Genworth Financial","Genworth Financial","Genworth Financial","1.0","1.0"
"WekaMatchingRule","ft_id_717","dbpedia_3839","1.0","1","9214.0","9372.0","9214.0","9372.0","0.999842","0.999842","Weyerhaeuser","Weyerhaeuser","Weyerhaeuser","Weyerhaeuser","1.0","1.0"
"WekaMatchingRule","ft_id_341","dbpedia_637","0.012903225806451613","0","243540.0","28061.0","243540.0","28061.0","0.784521","0.784521","Panasonic","MedStar Health","Panasonic","MedStar Health","0.0","0.0"
"WekaMatchingRule","ft_id_793","dbpedia_5507","0.012903225806451613","0","3900.0","1339.0","3900.0","1339.0","0.997439","0.997439","Vertex Pharmaceuticals","Taro Pharmaceuticals","Vertex Pharmaceuticals","Taro Pharmaceuticals","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_631","dbpedia_609","0.012903225806451613","0","75500.0","20000.0","75500.0","20000.0","0.9445","0.9445","LabCorp","Gordon Food Service","LabCorp","Gordon Food Service","0.0","0.0"
"WekaMatchingRule","ft_id_690","dbpedia_5825","1.0","1","47000.0","50000.0","47000.0","50000.0","0.997","0.997","Ecolab","Ecolab","Ecolab","Ecolab","1.0","1.0"
"WekaMatchingRule","ft_id_1686","dbpedia_6742","0.012903225806451613",,"23514.0","1465.0","23514.0","1465.0","0.977951","0.977951","Asian Paints","JA Solar Holdings","Asian Paints","JA Solar Holdings","0.0","0.0"
"WekaMatchingRule","ft_id_189","dbpedia_2303","0.012903225806451613","0","61854.0","3500.0","61854.0","3500.0","0.941646","0.941646","Poly Developments & Holdings Group","Rotork","Poly Developments & Holdings Group","Rotork","0.0","0.0"
"WekaMatchingRule","ft_id_1165","dbpedia_3860","0.012903225806451613","0","10000.0","8823.0","10000.0","8823.0","0.998823","0.998823","CapitaLand Investment","Asics","CapitaLand Investment","Asics","0.0","0.0"
"WekaMatchingRule","ft_id_505","dbpedia_3488","0.012903225806451613","0","44596.0","2137.0","44596.0","2137.0","0.957541","0.957541","Erste Group Bank","CIC Holdings","Erste Group Bank","CIC Holdings","0.0","0.0"
"WekaMatchingRule","ft_id_1051","dbpedia_4837","0.012903225806451613","0","37537.0","1161.0","37537.0","1161.0","0.963624","0.963624","Teva Pharmaceutical","GW Pharmaceuticals","Teva Pharmaceutical","GW Pharmaceuticals","0.0","0.0"
"WekaMatchingRule","ft_id_609","dbpedia_5590","1.0","1","2847.0","2684.0","2847.0","2684.0","0.999837","0.999837","Oneok","Oneok","Oneok","Oneok","1.0","1.0"
"WekaMatchingRule","ft_id_839","dbpedia_810","0.012903225806451613","0","26402.0","5000.0","26402.0","5000.0","0.978598","0.978598","Nomura","Subway (restaurant)","Nomura","Subway (restaurant)","0.0","0.0"
"WekaMatchingRule","ft_id_580","dbpedia_243","0.012903225806451613","0","-99.0","180.0","-99.0","180.0","0.999721","0.999721","Pinduoduo","Apple Productivity Experience Group","Pinduoduo","Apple Productivity Experience Group","0.0","0.0"
"WekaMatchingRule","ft_id_1382","dbpedia_6430","0.012903225806451613",,"23300.0","732.0","23300.0","732.0","0.977432","0.977432","AGCO","Diamondback Energy","AGCO","Diamondback Energy","0.0","0.0"
"WekaMatchingRule","ft_id_1641","dbpedia_3478","0.012903225806451613","0","7803.0","76531.0","7803.0","76531.0","0.931272","0.931272","Hong Leong Financial","Vale S.A.","Hong Leong Financial","Vale S.A.","0.0","0.0"
"WekaMatchingRule","ft_id_481","dbpedia_2548","0.012903225806451613","0","-99.0","59132.0","-99.0","59132.0","0.940769","0.940769","Hana Financial Group","Mizuho Financial Group","Hana Financial Group","Mizuho Financial Group","0.5","0.5"
"WekaMatchingRule","ft_id_1838","dbpedia_6900","0.012903225806451613",,"16681.0","320.0","16681.0","320.0","0.983639","0.983639","Wayfair","Peene-Werft","Wayfair","Peene-Werft","0.0","0.0"
"WekaMatchingRule","ft_id_758","dbpedia_4806","1.0","1","1550.0","1530.0","1550.0","1530.0","0.99998","0.99998","Cheniere Energy","Cheniere Energy","Cheniere Energy","Cheniere Energy","1.0","1.0"
"WekaMatchingRule","ft_id_1474","dbpedia_3484","1.0","1","9367.0","9300.0","9367.0","9300.0","0.999933","0.999933","Verisk Analytics","Verisk Analytics","Verisk Analytics","Verisk Analytics","1.0","1.0"
"WekaMatchingRule","ft_id_248","dbpedia_6619","0.012903225806451613","0","96900.0","14075.0","96900.0","14075.0","0.917175","0.917175","Humana","CoreCivic","Humana","CoreCivic","0.0","0.0"
"WekaMatchingRule","ft_id_838","dbpedia_4611","0.012903225806451613","0","129284.0","650.0","129284.0","650.0","0.871366","0.871366","TDK","German Pellets","TDK","German Pellets","0.0","0.0"
"WekaMatchingRule","ft_id_1298","dbpedia_6348","0.012903225806451613",,"35336.0","31131.0","35336.0","31131.0","0.995795","0.995795","HBIS","Ethio telecom","HBIS","Ethio telecom","0.0","0.0"
"WekaMatchingRule","ft_id_135","dbpedia_6858","1.0","1","-99.0","45000.0","-99.0","45000.0","0.954901","0.954901","Iberdrola","Iberdrola","Iberdrola","Iberdrola","1.0","1.0"
"WekaMatchingRule","ft_id_810","dbpedia_5295","0.012903225806451613","0","14550.0","500.0","14550.0","500.0","0.98595","0.98595","Westlake Chemical","Sandahlsbolagen","Westlake Chemical","Sandahlsbolagen","0.0","0.0"
"WekaMatchingRule","ft_id_335","dbpedia_855","0.012903225806451613","0","15417.0","1941.0","15417.0","1941.0","0.986524","0.986524","NN Group","NEX Group","NN Group","NEX Group","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_1503","dbpedia_454","0.012903225806451613","0","9800.0","50000.0","9800.0","50000.0","0.9598","0.9598","Zebra Technologies","Trane Technologies","Zebra Technologies","Trane Technologies","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_1371","dbpedia_1187","0.012903225806451613","0","38000.0","8220.0","38000.0","8220.0","0.97022","0.97022","Sonic Healthcare","Heijmans","Sonic Healthcare","Heijmans","0.0","0.0"
"WekaMatchingRule","ft_id_565","dbpedia_352","1.0","1","45000.0","40000.0","45000.0","40000.0","0.995","0.995","Kimberly-Clark","Kimberly-Clark","Kimberly-Clark","Kimberly-Clark","1.0","1.0"
"WekaMatchingRule","ft_id_1397","dbpedia_6461","0.012903225806451613",,"22233.0","19500.0","22233.0","19500.0","0.997267","0.997267","First American Financial","U-Haul","First American Financial","U-Haul","0.0","0.0"
"WekaMatchingRule","ft_id_914","dbpedia_6189","0.012903225806451613",,"128000.0","29233.0","128000.0","29233.0","0.901233","0.901233","Associated British Foods","Novant Health","Associated British Foods","Novant Health","0.0","0.0"
"WekaMatchingRule","ft_id_1659","dbpedia_6196","0.012903225806451613","0","3485.0","550.0","3485.0","550.0","0.997065","0.997065","CPI Property Group","Opal Property Group","CPI Property Group","Opal Property Group","0.5","0.5"
"WekaMatchingRule","ft_id_1633","dbpedia_2518","0.012903225806451613","0","25579.0","262.0","25579.0","262.0","0.974683","0.974683","Sino Biopharmaceutical","Inovio Pharmaceuticals","Sino Biopharmaceutical","Inovio Pharmaceuticals","0.0","0.0"
"WekaMatchingRule","ft_id_1287","dbpedia_6333","0.012903225806451613",,"95780.0","350.0","95780.0","350.0","0.90457","0.90457","Goertek","Energoinvest","Goertek","Energoinvest","0.0","0.0"
"WekaMatchingRule","ft_id_1194","dbpedia_5419","0.012903225806451613","0","45598.0","10350.0","45598.0","10350.0","0.964752","0.964752","Suning.com","Yahoo (2017–present)","Suning.com","Yahoo (2017–present)","0.0","0.0"
"WekaMatchingRule","ft_id_1479","dbpedia_5824","0.012903225806451613","0","1450.0","164.0","1450.0","164.0","0.998714","0.998714","SLM","EZchip Semiconductor","SLM","EZchip Semiconductor","0.0","0.0"
"WekaMatchingRule","ft_id_1091","dbpedia_6154","0.012903225806451613",,"-99.0","4000.0","-99.0","4000.0","0.995901","0.995901","Unicaja Banco","Covanta","Unicaja Banco","Covanta","0.0","0.0"
"WekaMatchingRule","ft_id_1435","dbpedia_6046","0.012903225806451613","0","20941.0","270.0","20941.0","270.0","0.979329","0.979329","Osaka Gas","Kongsberg Satellite Services","Osaka Gas","Kongsberg Satellite Services","0.0","0.0"
"WekaMatchingRule","ft_id_1979","dbpedia_659","0.012903225806451613","0","-99.0","3227.0","-99.0","3227.0","0.996674","0.996674","Fertiglobe","Tadano Limited","Fertiglobe","Tadano Limited","0.0","0.0"
"WekaMatchingRule","ft_id_74","dbpedia_2630","0.012903225806451613","0","-99.0","99700.0","-99.0","99700.0","0.900201","0.900201","BHP Group","BT Group","BHP Group","BT Group","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_1890","dbpedia_3073","0.012903225806451613","0","7208.0","1072.0","7208.0","1072.0","0.993864","0.993864","PennyMac Financial Services","Mafra (company)","PennyMac Financial Services","Mafra (company)","0.0","0.0"
"WekaMatchingRule","ft_id_201","dbpedia_1659","1.0","1","85412.0","88000.0","85412.0","88000.0","0.997412","0.997412","L'Oréal","L'Oréal","L'Oréal","L'Oréal","1.0","1.0"
"WekaMatchingRule","ft_id_1047","dbpedia_5495","0.012903225806451613","0","10944.0","2156.0","10944.0","2156.0","0.991212","0.991212","Equinix","Transelectrica","Equinix","Transelectrica","0.0","0.0"
"WekaMatchingRule","ft_id_212","dbpedia_1884","0.012903225806451613",,"64823.0","290.0","64823.0","290.0","0.935467","0.935467","Dai-ichi Life Insurance","Školska knjiga","Dai-ichi Life Insurance","Školska knjiga","0.0","0.0"
"WekaMatchingRule","ft_id_124","dbpedia_1791","0.012903225806451613",,"148000.0","7500.0","148000.0","7500.0","0.8594999999999999","0.8594999999999999","Unilever","Fannie Mae","Unilever","Fannie Mae","0.0","0.0"
"WekaMatchingRule","ft_id_124","dbpedia_1790","0.012903225806451613",,"148000.0","25.0","148000.0","25.0","0.852025","0.852025","Unilever","Fairfax Media","Unilever","Fairfax Media","0.0","0.0"
"WekaMatchingRule","ft_id_1190","dbpedia_6235","1.0","1","47357.0","48654.0","47357.0","48654.0","0.998703","0.998703","Voestalpine","Voestalpine","Voestalpine","Voestalpine","1.0","1.0"
"WekaMatchingRule","ft_id_1303","dbpedia_6798","0.012903225806451613","0","55000.0","7070.0","55000.0","7070.0","0.95207","0.95207","Jacobs Engineering","Hyundai Glovis","Jacobs Engineering","Hyundai Glovis","0.0","0.0"
"WekaMatchingRule","ft_id_1401","dbpedia_3486","0.012903225806451613","0","15200.0","10099.0","15200.0","10099.0","0.994899","0.994899","Packaging Corp of America","OKD","Packaging Corp of America","OKD","0.0","0.0"
"WekaMatchingRule","ft_id_12","dbpedia_1761","1.0","1","306322.0","311000.0","306322.0","311000.0","0.995322","0.995322","Bank of China","Bank of China","Bank of China","Bank of China","1.0","1.0"
"WekaMatchingRule","ft_id_690","dbpedia_840","0.012903225806451613","0","47000.0","3200.0","47000.0","3200.0","0.9562","0.9562","Ecolab","Loma Negra","Ecolab","Loma Negra","0.0","0.0"
"WekaMatchingRule","ft_id_1771","dbpedia_463","0.012903225806451613","0","-99.0","5400.0","-99.0","5400.0","0.994501","0.994501","DGB Financial Group","Banif Financial Group","DGB Financial Group","Banif Financial Group","0.5","0.5"
"WekaMatchingRule","ft_id_1533","dbpedia_6696","0.012903225806451613","0","16393.0","2000.0","16393.0","2000.0","0.985607","0.985607","Keppel","Bega Group","Keppel","Bega Group","0.0","0.0"
"WekaMatchingRule","ft_id_1805","dbpedia_248","0.012903225806451613","0","823.0","4200.0","823.0","4200.0","0.996623","0.996623","Deutsche Pfandbriefbank","Armstrong World Industries","Deutsche Pfandbriefbank","Armstrong World Industries","0.0","0.0"
