"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] NumberOfEmployeesComparatorPercentageSimilarity record1Value","[0] NumberOfEmployeesComparatorPercentageSimilarity record2Value","[0] NumberOfEmployeesComparatorPercentageSimilarity record1PreprocessedValue","[0] NumberOfEmployeesComparatorPercentageSimilarity record2PreprocessedValue","[0] NumberOfEmployeesComparatorPercentageSimilarity similarity","[0] NumberOfEmployeesComparatorPercentageSimilarity postproccesedSimilarity","[1] CompanyNameComparatorLevenshteinSimilarity record1Value","[1] CompanyNameComparatorLevenshteinSimilarity record2Value","[1] CompanyNameComparatorLevenshteinSimilarity record1PreprocessedValue","[1] CompanyNameComparatorLevenshteinSimilarity record2PreprocessedValue","[1] CompanyNameComparatorLevenshteinSimilarity similarity","[1] CompanyNameComparatorLevenshteinSimilarity postproccesedSimilarity"
"WekaMatchingRule","ft_id_1204","7.1m_11855","0.0",,"43000.0","1171.0","43000.0","1171.0","0.805446511627907","0.805446511627907","Leidos","legal","Leidos","legal","0.33333333333333337","0.33333333333333337"
"WekaMatchingRule","ft_id_1406","7.1m_1679",,"0","16700.0","10574.0","16700.0","10574.0","0.9266347305389222","0.9266347305389222","PerkinElmer","dnb","PerkinElmer","dnb","0.09090909090909094","0.09090909090909094"
"WekaMatchingRule","ft_id_1204","7.1m_556","1.0","1","43000.0","19408.0","43000.0","19408.0","0.8902697674418605","0.8902697674418605","Leidos","leidos","Leidos","leidos","1.0","1.0"
"WekaMatchingRule","ft_id_1569","7.1m_549",,"0","2343.0","20246.0","2343.0","20246.0","0.8231453126543515","0.8231453126543515","Adani Green Energy","desjardins","Adani Green Energy","desjardins","0.16666666666666663","0.16666666666666663"
"WekaMatchingRule","ft_id_925","7.1m_1111",,"0","24200.0","14071.0","24200.0","14071.0","0.9162892561983471","0.9162892561983471","WW Grainger","advantage sales & marketing","WW Grainger","advantage sales & marketing","0.11111111111111116","0.11111111111111116"
"WekaMatchingRule","ft_id_1371","7.1m_1419",,"0","38000.0","9279.0","38000.0","9279.0","0.8488368421052632","0.8488368421052632","Sonic Healthcare","sentara healthcare","Sonic Healthcare","sentara healthcare","0.7222222222222222","0.7222222222222222"
"WekaMatchingRule","ft_id_1042","7.1m_12673","0.0",,"24389.0","2506.0","24389.0","2506.0","0.8205502480626512","0.8205502480626512","Alcon","alestra","Alcon","alestra","0.2857142857142857","0.2857142857142857"
"WekaMatchingRule","ft_id_207","7.1m_674",,"0","-99.0","11756.0","-99.0","11756.0","0.7983157536577067","0.7983157536577067","China Pacific Insurance","cis","China Pacific Insurance","cis","0.13043478260869568","0.13043478260869568"
"WekaMatchingRule","ft_id_1922","7.1m_335",,"0","14500.0","35128.0","14500.0","35128.0","0.8825552265998634","0.8825552265998634","Teledyne Technologies","agilent technologies","Teledyne Technologies","agilent technologies","0.7142857142857143","0.7142857142857143"
"WekaMatchingRule","ft_id_1371","7.1m_1897",,"0","38000.0","7146.0","38000.0","7146.0","0.8376105263157895","0.8376105263157895","Sonic Healthcare","ssm health care","Sonic Healthcare","ssm health care","0.6875","0.6875"
"WekaMatchingRule","ft_id_1637","7.1m_257","0.015873015873015872","0","8811.0","39194.0","8811.0","39194.0","0.8449609634127673","0.8449609634127673","Aena","aetna","Aena","aetna","0.8","0.8"
"WekaMatchingRule","ft_id_936","7.1m_1898",,"0","17681.0","7733.0","17681.0","7733.0","0.8874724280300887","0.8874724280300887","Semiconductor Manufacturing International","telkomsel","Semiconductor Manufacturing International","telkomsel","0.12195121951219512","0.12195121951219512"
"WekaMatchingRule","ft_id_1280","7.1m_1616",,"0","-99.0","10477.0","-99.0","10477.0","0.7981101460341701","0.7981101460341701","Olam Group","volvo group","Olam Group","volvo group","0.7272727272727273","0.7272727272727273"
"WekaMatchingRule","ft_id_536","7.1m_1548","1.0","1","117300.0","13491.0","117300.0","13491.0","0.823002557544757","0.823002557544757","Toshiba","toshiba","Toshiba","toshiba","1.0","1.0"
"WekaMatchingRule","ft_id_734","7.1m_670",,"0","-99.0","25145.0","-99.0","25145.0","0.7992125671107576","0.7992125671107576","SingTel","syntel","SingTel","syntel","0.7142857142857143","0.7142857142857143"
"WekaMatchingRule","ft_id_264","7.1m_1716",,"0","168391.0","5836.0","168391.0","5836.0","0.8069314868371825","0.8069314868371825","Denso","u.s. army network enterprise technology command","Denso","u.s. army network enterprise technology command","0.08510638297872342","0.08510638297872342"
"WekaMatchingRule","ft_id_1742","7.1m_791",,"0","10.0","41628.0","10.0","41628.0","0.8000480445853753","0.8000480445853753","EXOR","gap inc.","EXOR","gap inc.","0.0","0.0"
"WekaMatchingRule","ft_id_1137","7.1m_771",,"0","10904.0","21785.0","10904.0","21785.0","0.9001055772320404","0.9001055772320404","China Huarong Asset Management","luxottica","China Huarong Asset Management","luxottica","0.1333333333333333","0.1333333333333333"
"WekaMatchingRule","ft_id_647","7.1m_1119",,"0","9982.0","20285.0","9982.0","20285.0","0.8984175499137294","0.8984175499137294","Mitsubishi Estate","baker & mckenzie","Mitsubishi Estate","baker & mckenzie","0.11764705882352944","0.11764705882352944"
"WekaMatchingRule","ft_id_1505","7.1m_11803","0.0",,"904.0","2476.0","904.0","2476.0","0.8730210016155089","0.8730210016155089","VeriSign","vertafore","VeriSign","vertafore","0.33333333333333337","0.33333333333333337"
"WekaMatchingRule","ft_id_638","7.1m_1342",,"0","-99.0","10164.0","-99.0","10164.0","0.798051948051948","0.798051948051948","Formosa Petrochemical","al-futtaim","Formosa Petrochemical","al-futtaim","0.09523809523809523","0.09523809523809523"
"WekaMatchingRule","ft_id_1730","7.1m_757",,"0","950.0","20376.0","950.0","20376.0","0.8093246957204554","0.8093246957204554","Var Energi ASA","pratt & whitney","Var Energi ASA","pratt & whitney","0.1333333333333333","0.1333333333333333"
"WekaMatchingRule","ft_id_1727","7.1m_632",,"0","9400.0","36105.0","9400.0","36105.0","0.8520703503669852","0.8520703503669852","Shaw Communications","reliance communications","Shaw Communications","reliance communications","0.6956521739130435","0.6956521739130435"
"WekaMatchingRule","ft_id_470","7.1m_1354",,"0","47771.0","12320.0","47771.0","12320.0","0.8515794101023634","0.8515794101023634","FirstRand","hsbc commercial banking","FirstRand","hsbc commercial banking","0.13043478260869568","0.13043478260869568"
"WekaMatchingRule","ft_id_1129","7.1m_428","0.0",,"-99.0","45690.0","-99.0","45690.0","0.7995666447800394","0.7995666447800394","Innolux","inditex","Innolux","inditex","0.4285714285714286","0.4285714285714286"
"WekaMatchingRule","ft_id_1052","7.1m_1825",,"0","16877.0","13640.0","16877.0","13640.0","0.9616401019138472","0.9616401019138472","C.H. Robinson","mediacom","C.H. Robinson","mediacom","0.15384615384615385","0.15384615384615385"
"WekaMatchingRule","ft_id_1992","7.1m_980","0.0",,"536.0","14464.0","536.0","14464.0","0.8074115044247787","0.8074115044247787","Onex","ongc","Onex","ongc","0.5","0.5"
"WekaMatchingRule","ft_id_1452","7.1m_845",,"0","3907.0","17615.0","3907.0","17615.0","0.8443599205222821","0.8443599205222821","Adani Enterprises","mott macdonald","Adani Enterprises","mott macdonald","0.05882352941176472","0.05882352941176472"
"WekaMatchingRule","ft_id_281","7.1m_825",,"0","-99.0","22222.0","-99.0","22222.0","0.799108991089911","0.799108991089911","Investor AB","chanel","Investor AB","chanel","0.0","0.0"
"WekaMatchingRule","ft_id_600","7.1m_796",,"0","13003.0","20022.0","13003.0","20022.0","0.9298871241634202","0.9298871241634202","Edison International","colliers international","Edison International","colliers international","0.6818181818181819","0.6818181818181819"
"WekaMatchingRule","ft_id_805","7.1m_461","0.0","0","19566.0","20739.0","19566.0","20739.0","0.9886879791696803","0.9886879791696803","Telia","tesla","Telia","tesla","0.6","0.6"
"WekaMatchingRule","ft_id_1976","7.1m_1579",,"0","8300.0","16399.0","8300.0","16399.0","0.9012256844929569","0.9012256844929569","Ampol","national university of singapore","Ampol","national university of singapore","0.09375","0.09375"
"WekaMatchingRule","ft_id_120","7.1m_1019",,"0","77795.0","17681.0","77795.0","17681.0","0.8454553634552349","0.8454553634552349","Credit Agricole","us environmental protection agency (epa)","Credit Agricole","us environmental protection agency (epa)","0.19999999999999996","0.19999999999999996"
"WekaMatchingRule","ft_id_1284","7.1m_98",,"0","8398.0","49059.0","8398.0","49059.0","0.8342363276870707","0.8342363276870707","Hydro One","facebook","Hydro One","facebook","0.11111111111111116","0.11111111111111116"
"WekaMatchingRule","ft_id_1775","7.1m_799",,"0","-99.0","15044.0","-99.0","15044.0","0.7986838606753524","0.7986838606753524","PIK Group","government of canada","PIK Group","government of canada","0.050000000000000044","0.050000000000000044"
"WekaMatchingRule","ft_id_661","7.1m_565","1.0","1","42862.0","22577.0","42862.0","22577.0","0.9053473939620176","0.9053473939620176","Atlas Copco","atlas copco","Atlas Copco","atlas copco","1.0","1.0"
"WekaMatchingRule","ft_id_368","7.1m_1724","1.0","1","20900.0","8383.0","20900.0","8383.0","0.8802200956937799","0.8802200956937799","CSX","csx","CSX","csx","1.0","1.0"
"WekaMatchingRule","ft_id_1822","7.1m_1204",,"0","4439.0","20102.0","4439.0","20102.0","0.8441647597254005","0.8441647597254005","Info Edge India","shangri-la hotels and resorts","Info Edge India","shangri-la hotels and resorts","0.2068965517241379","0.2068965517241379"
"WekaMatchingRule","ft_id_28","7.1m_1717",,"0","101309.0","9459.0","101309.0","9459.0","0.8186735630595505","0.8186735630595505","Total","ul","Total","ul","0.19999999999999996","0.19999999999999996"
"WekaMatchingRule","ft_id_968","7.1m_1999",,"0","21606.0","7548.0","21606.0","7548.0","0.8698694806998056","0.8698694806998056","Solvay","sharp healthcare","Solvay","sharp healthcare","0.1875","0.1875"
"WekaMatchingRule","ft_id_686","7.1m_218","1.0","1","79000.0","44812.0","79000.0","44812.0","0.9134481012658228","0.9134481012658228","IQVIA","iqvia","IQVIA","iqvia","1.0","1.0"
"WekaMatchingRule","ft_id_105","7.1m_203","1.0","1","245652.0","28145.0","245652.0","28145.0","0.822914529497012","0.822914529497012","State Bank of India","state bank of india","State Bank of India","state bank of india","1.0","1.0"
"WekaMatchingRule","ft_id_50","7.1m_7822","0.0",,"121100.0","2676.0","121100.0","2676.0","0.8044194880264244","0.8044194880264244","Intel","incomm","Intel","incomm","0.33333333333333337","0.33333333333333337"
"WekaMatchingRule","ft_id_1041","7.1m_240",,"0","-99.0","47846.0","-99.0","47846.0","0.7995861723028048","0.7995861723028048","Delta Electronics","lg electronics","Delta Electronics","lg electronics","0.7647058823529411","0.7647058823529411"
"WekaMatchingRule","ft_id_1672","7.1m_421",,"0","-99.0","29543.0","-99.0","29543.0","0.799329790474901","0.799329790474901","Sahara International Petrochemical","syngenta","Sahara International Petrochemical","syngenta","0.17647058823529416","0.17647058823529416"
"WekaMatchingRule","ft_id_654","7.1m_751",,"0","42650.0","16946.0","42650.0","16946.0","0.8794654161781946","0.8794654161781946","China Hongqiao Group","kone","China Hongqiao Group","kone","0.09999999999999998","0.09999999999999998"
"WekaMatchingRule","ft_id_311","7.1m_1236",,"0","45470.0","8774.0","45470.0","8774.0","0.8385924785572905","0.8385924785572905","Marubeni","thirty-one gifts","Marubeni","thirty-one gifts","0.1875","0.1875"
"WekaMatchingRule","ft_id_588","7.1m_796",,"0","-99.0","20022.0","-99.0","20022.0","0.7990110878034162","0.7990110878034162","Fosun International","colliers international","Fosun International","colliers international","0.6818181818181819","0.6818181818181819"
"WekaMatchingRule","ft_id_571","7.1m_313",,"0","1600.0","82764.0","1600.0","82764.0","0.803866415349669","0.803866415349669","Devon Energy","abn amro bank n.v.","Devon Energy","abn amro bank n.v.","0.11111111111111116","0.11111111111111116"
"WekaMatchingRule","ft_id_735","7.1m_5572","0.0",,"3730.0","2070.0","3730.0","2070.0","0.9109919571045576","0.9109919571045576","Coinbase","comune","Coinbase","comune","0.375","0.375"
"WekaMatchingRule","ft_id_301","7.1m_60","1.0","1","383000.0","147107.0","383000.0","147107.0","0.8768182767624021","0.8768182767624021","Starbucks","starbucks","Starbucks","starbucks","1.0","1.0"
"WekaMatchingRule","ft_id_1763","7.1m_1728","1.0","1","8700.0","8772.0","8700.0","8772.0","0.9983584131326949","0.9983584131326949","Akamai Technologies","akamai technologies","Akamai Technologies","akamai technologies","1.0","1.0"
"WekaMatchingRule","ft_id_182","7.1m_18909","0.0",,"624000.0","1765.0","624000.0","1765.0","0.8005657051282051","0.8005657051282051","Accenture","acronis","Accenture","acronis","0.33333333333333337","0.33333333333333337"
"WekaMatchingRule","ft_id_676","7.1m_1041","1.0","1","35000.0","11327.0","35000.0","11327.0","0.8647257142857143","0.8647257142857143","Republic Services","republic services","Republic Services","republic services","1.0","1.0"
"WekaMatchingRule","ft_id_132","7.1m_146","1.0","1","111047.0","64209.0","111047.0","64209.0","0.9156429259682837","0.9156429259682837","BASF","basf","BASF","basf","1.0","1.0"
"WekaMatchingRule","ft_id_598","7.1m_1917",,"0","17569.0","7213.0","17569.0","7213.0","0.8821105356024816","0.8821105356024816","M&T Bank","air india","M&T Bank","air india","0.11111111111111116","0.11111111111111116"
"WekaMatchingRule","ft_id_1128","7.1m_1393","1.0","1","56900.0","26216.0","56900.0","26216.0","0.8921476274165202","0.8921476274165202","Bath & Body Works","bath & body works","Bath & Body Works","bath & body works","1.0","1.0"
"WekaMatchingRule","ft_id_1511","7.1m_1777",,"0","11809.0","11768.0","11809.0","11768.0","0.9993056143619273","0.9993056143619273","Geberit","alorica","Geberit","alorica","0.1428571428571429","0.1428571428571429"
"WekaMatchingRule","ft_id_69","7.1m_447",,"0","21126.0","28575.0","21126.0","28575.0","0.9478635170603674","0.9478635170603674","Equinor","te connectivity","Equinor","te connectivity","0.1333333333333333","0.1333333333333333"
"WekaMatchingRule","ft_id_84","7.1m_367","1.0","1","40916.0","43938.0","40916.0","43938.0","0.9862442532659657","0.9862442532659657","Prudential Financial","prudential financial","Prudential Financial","prudential financial","1.0","1.0"
"WekaMatchingRule","ft_id_1448","7.1m_6787","0.0",,"16881.0","2404.0","16881.0","2404.0","0.8284817250162905","0.8284817250162905","ServiceNow","senati","ServiceNow","senati","0.19999999999999996","0.19999999999999996"
"WekaMatchingRule","ft_id_749","7.1m_769",,"0","6635.0","21158.0","6635.0","21158.0","0.8627185934398336","0.8627185934398336","NRG Energy","suncor energy","NRG Energy","suncor energy","0.6153846153846154","0.6153846153846154"
"WekaMatchingRule","ft_id_1008","7.1m_1217",,"0","10800.0","16127.0","10800.0","16127.0","0.9339368760463819","0.9339368760463819","eBay","fannie mae","eBay","fannie mae","0.19999999999999996","0.19999999999999996"
"WekaMatchingRule","ft_id_566","7.1m_19454","0.0",,"330600.0","853.0","330600.0","853.0","0.8005160314579552","0.8005160314579552","Cognizant","comac","Cognizant","comac","0.33333333333333337","0.33333333333333337"
"WekaMatchingRule","ft_id_667","7.1m_13129","0.17391304347826086",,"100000.0","940.0","100000.0","940.0","0.8018799999999999","0.8018799999999999","AutoZone","autonomo","AutoZone","autonomo","0.625","0.625"
"WekaMatchingRule","ft_id_1623","7.1m_467",,"0","-99.0","29551.0","-99.0","29551.0","0.7993299719129641","0.7993299719129641","Investec","bayer healthcare","Investec","bayer healthcare","0.1875","0.1875"
"WekaMatchingRule","ft_id_1840","7.1m_205",,"0","81184.0","40316.0","81184.0","40316.0","0.8993200630666142","0.8993200630666142","Ricoh","novo nordisk","Ricoh","novo nordisk","0.08333333333333337","0.08333333333333337"
"WekaMatchingRule","ft_id_400","7.1m_848",,"1","-99.0","12951.0","-99.0","12951.0","0.7984711605281445","0.7984711605281445","Saudi Telecom","saudi telecom company","Saudi Telecom","saudi telecom company","0.6190476190476191","0.6190476190476191"
"WekaMatchingRule","ft_id_1956","7.1m_1420",,"0","-99.0","15611.0","-99.0","15611.0","0.7987316635705592","0.7987316635705592","ADNOC Drilling","gpa","ADNOC Drilling","gpa","0.0","0.0"
"WekaMatchingRule","ft_id_153","7.1m_147","1.0","1","-99.0","58711.0","-99.0","58711.0","0.7996627548500281","0.7996627548500281","HDFC Bank","hdfc bank","HDFC Bank","hdfc bank","1.0","1.0"
"WekaMatchingRule","ft_id_1524","7.1m_1362",,"0","51459.0","13344.0","51459.0","13344.0","0.8518626479333061","0.8518626479333061","Bank of India","bank of ireland","Bank of India","bank of ireland","0.6666666666666667","0.6666666666666667"
"WekaMatchingRule","ft_id_96","7.1m_195","1.0","1","57955.0","59097.0","57955.0","59097.0","0.9961351676058007","0.9961351676058007","Lloyds Banking Group","lloyds banking group","Lloyds Banking Group","lloyds banking group","1.0","1.0"
"WekaMatchingRule","ft_id_436","7.1m_266","1.0","1","61401.0","44698.0","61401.0","44698.0","0.9455937199719874","0.9455937199719874","Adidas","adidas","Adidas","adidas","1.0","1.0"
"WekaMatchingRule","ft_id_273","7.1m_1718","0.0",,"49762.0","11783.0","49762.0","11783.0","0.8473574213255094","0.8473574213255094","CaixaBank","cae","CaixaBank","cae","0.2222222222222222","0.2222222222222222"
"WekaMatchingRule","ft_id_1047","7.1m_1646","0.015873015873015872","0","10944.0","12039.0","10944.0","12039.0","0.9818091203588338","0.9818091203588338","Equinix","equinox","Equinix","equinox","0.8571428571428572","0.8571428571428572"
"WekaMatchingRule","ft_id_985","7.1m_774",,"0","101100.0","18259.0","101100.0","18259.0","0.8361206726013848","0.8361206726013848","Tenet Healthcare","kindred healthcare","Tenet Healthcare","kindred healthcare","0.7222222222222222","0.7222222222222222"
"WekaMatchingRule","ft_id_1517","7.1m_1495","1.0","1","-99.0","11499.0","-99.0","11499.0","0.7982781111400992","0.7982781111400992","Agility","agility","Agility","agility","1.0","1.0"
"WekaMatchingRule","ft_id_1920","7.1m_3983","0.0",,"-99.0","5873.0","-99.0","5873.0","0.7966286395368636","0.7966286395368636","Parkland","paccar","Parkland","paccar","0.375","0.375"
"WekaMatchingRule","ft_id_1165","7.1m_1899",,"0","10000.0","6770.0","10000.0","6770.0","0.9354","0.9354","CapitaLand Investment","micro focus","CapitaLand Investment","micro focus","0.1428571428571429","0.1428571428571429"
"WekaMatchingRule","ft_id_314","7.1m_1814",,"0","5591.0","8968.0","5591.0","8968.0","0.9246877787689562","0.9246877787689562","CNP Assurances","steel authority of india limited","CNP Assurances","steel authority of india limited","0.15625","0.15625"
"WekaMatchingRule","ft_id_1414","7.1m_386","1.0","1","111140.0","35969.0","111140.0","35969.0","0.8647273708835703","0.8647273708835703","Faurecia","faurecia","Faurecia","faurecia","1.0","1.0"
"WekaMatchingRule","ft_id_702","7.1m_1440",,"0","37000.0","12997.0","37000.0","12997.0","0.870254054054054","0.870254054054054","Trane Technologies","zensar technologies","Trane Technologies","zensar technologies","0.6842105263157895","0.6842105263157895"
"WekaMatchingRule","ft_id_194","7.1m_1068",,"0","284000.0","10888.0","284000.0","10888.0","0.8076676056338028","0.8076676056338028","HCA Healthcare","advocate health care","HCA Healthcare","advocate health care","0.65","0.65"
"WekaMatchingRule","ft_id_1228","7.1m_806","1.0","1","19500.0","17621.0","19500.0","17621.0","0.9807282051282051","0.9807282051282051","Zimmer Biomet","zimmer biomet","Zimmer Biomet","zimmer biomet","1.0","1.0"
"WekaMatchingRule","ft_id_1051","7.1m_933",,"0","37537.0","18142.0","37537.0","18142.0","0.89666196019927","0.89666196019927","Teva Pharmaceutical","takeda pharmaceuticals","Teva Pharmaceutical","takeda pharmaceuticals","0.8181818181818181","0.8181818181818181"
"WekaMatchingRule","ft_id_1137","7.1m_1128",,"0","10904.0","9567.0","10904.0","9567.0","0.975476889214967","0.975476889214967","China Huarong Asset Management","lyft","China Huarong Asset Management","lyft","0.033333333333333326","0.033333333333333326"
"WekaMatchingRule","ft_id_566","7.1m_19686","0.0",,"330600.0","1395.0","330600.0","1395.0","0.8008439201451906","0.8008439201451906","Cognizant","comcel","Cognizant","comcel","0.2222222222222222","0.2222222222222222"
"WekaMatchingRule","ft_id_1315","7.1m_1793",,"0","16813.0","6058.0","16813.0","6058.0","0.8720632843632903","0.8720632843632903","Flutter Entertainment","peel district school board","Flutter Entertainment","peel district school board","0.07692307692307687","0.07692307692307687"
"WekaMatchingRule","ft_id_199","7.1m_1322",,"0","57100.0","8360.0","57100.0","8360.0","0.8292819614711033","0.8292819614711033","Cathay Financial","allstate financial","Cathay Financial","allstate financial","0.6111111111111112","0.6111111111111112"
"WekaMatchingRule","ft_id_1559","7.1m_607",,"0","25154.0","10974.0","25154.0","10974.0","0.8872545122048183","0.8872545122048183","Vietin Bank","pivate institute","Vietin Bank","pivate institute","0.25","0.25"
"WekaMatchingRule","ft_id_1965","7.1m_820",,"0","-99.0","21829.0","-99.0","21829.0","0.7990929497457511","0.7990929497457511","Zall Smart Commerce Group","sandoz","Zall Smart Commerce Group","sandoz","0.12","0.12"
"WekaMatchingRule","ft_id_1001","7.1m_872",,"0","8521.0","17039.0","8521.0","17039.0","0.9000176066670579","0.9000176066670579","Block","national bank of canada","Block","national bank of canada","0.13043478260869568","0.13043478260869568"
"WekaMatchingRule","ft_id_765","7.1m_76",,"0","11631.0","128075.0","11631.0","128075.0","0.8181627952371657","0.8181627952371657","Haitong Securities","ubs","Haitong Securities","ubs","0.11111111111111116","0.11111111111111116"
"WekaMatchingRule","ft_id_1574","7.1m_123",,"0","36992.0","39585.0","36992.0","39585.0","0.9868990779335607","0.9868990779335607","HNA Technology","dxc technology","HNA Technology","dxc technology","0.7857142857142857","0.7857142857142857"
"WekaMatchingRule","ft_id_797","7.1m_1244",,"0","69000.0","7391.0","69000.0","7391.0","0.8214231884057971","0.8214231884057971","Whirlpool","restaurant","Whirlpool","restaurant","0.0","0.0"
"WekaMatchingRule","ft_id_1994","7.1m_1553",,"0","-99.0","17258.0","-99.0","17258.0","0.7988527059914243","0.7988527059914243","Aperam","university of iowa","Aperam","university of iowa","0.11111111111111116","0.11111111111111116"
"WekaMatchingRule","ft_id_1231","7.1m_1405","0.0",,"71692.0","17111.0","71692.0","17111.0","0.847734754226413","0.847734754226413","Alstom","albertsons","Alstom","albertsons","0.4","0.4"
"WekaMatchingRule","ft_id_494","7.1m_1296",,"0","61564.0","13784.0","61564.0","13784.0","0.844779416542135","0.844779416542135","Komatsu","allianz insurance","Komatsu","allianz insurance","0.17647058823529416","0.17647058823529416"
"WekaMatchingRule","ft_id_117","7.1m_207","1.0","1","72266.0","44516.0","72266.0","44516.0","0.9232003985276617","0.9232003985276617","Vale","vale","Vale","vale","1.0","1.0"
"WekaMatchingRule","ft_id_546","7.1m_130","0.015873015873015872","0","158000.0","79978.0","158000.0","79978.0","0.9012379746835443","0.9012379746835443","Magna International","marriott international","Magna International","marriott international","0.7272727272727273","0.7272727272727273"
"WekaMatchingRule","ft_id_983","7.1m_1141","1.0","1","20700.0","16709.0","20700.0","16709.0","0.96143961352657","0.96143961352657","Arrow Electronics","arrow electronics","Arrow Electronics","arrow electronics","1.0","1.0"
"WekaMatchingRule","ft_id_675","7.1m_1648",,"0","26000.0","6422.0","26000.0","6422.0","0.8493999999999999","0.8493999999999999","PG&E","usana health sciences","PG&E","usana health sciences","0.04761904761904767","0.04761904761904767"
"WekaMatchingRule","ft_id_1490","7.1m_1983",,"0","7600.0","15488.0","7600.0","15488.0","0.8981404958677686","0.8981404958677686","Kerry Properties","sonda","Kerry Properties","sonda","0.0625","0.0625"
"WekaMatchingRule","ft_id_454","7.1m_1275",,"0","35650.0","14535.0","35650.0","14535.0","0.8815427769985975","0.8815427769985975","Hengli Petrochemical","us airways","Hengli Petrochemical","us airways","0.09999999999999998","0.09999999999999998"
"WekaMatchingRule","ft_id_597","7.1m_1252",,"0","50110.0","13827.0","50110.0","13827.0","0.8551865895030932","0.8551865895030932","Credit Suisse Group","beckman coulter","Credit Suisse Group","beckman coulter","0.10526315789473684","0.10526315789473684"
"WekaMatchingRule","ft_id_1033","7.1m_1383",,"1","7611.0","12894.0","7611.0","12894.0","0.918054909260121","0.918054909260121","Comerica","comerica bank","Comerica","comerica bank","0.6153846153846154","0.6153846153846154"
"WekaMatchingRule","ft_id_101","7.1m_949",,"0","71385.0","11140.0","71385.0","11140.0","0.8312110387336276","0.8312110387336276","UBS","orange county public schools","UBS","orange county public schools","0.1071428571428571","0.1071428571428571"
"WekaMatchingRule","ft_id_1208","7.1m_983",,"0","3318.0","20551.0","3318.0","20551.0","0.8322903994939419","0.8322903994939419","Banca Mediolanum","intuit","Banca Mediolanum","intuit","0.125","0.125"
"WekaMatchingRule","ft_id_1305","7.1m_952",,"0","5607.0","20263.0","5607.0","20263.0","0.8553422494201254","0.8553422494201254","PPL","ross stores, inc.","PPL","ross stores, inc.","0.0","0.0"
"WekaMatchingRule","ft_id_1219","7.1m_490",,"0","-99.0","29680.0","-99.0","29680.0","0.7993328840970351","0.7993328840970351","Carnival Corporation","lear corporation","Carnival Corporation","lear corporation","0.65","0.65"
"WekaMatchingRule","ft_id_466","7.1m_5149","0.0",,"-99.0","7325.0","-99.0","7325.0","0.7972969283276451","0.7972969283276451","JD.com","jdsu","JD.com","jdsu","0.33333333333333337","0.33333333333333337"
"WekaMatchingRule","ft_id_735","7.1m_786","0.0",,"3730.0","16928.0","3730.0","16928.0","0.8440689981096408","0.8440689981096408","Coinbase","concentrix","Coinbase","concentrix","0.30000000000000004","0.30000000000000004"
"WekaMatchingRule","ft_id_61","7.1m_632",,"0","90238.0","36105.0","90238.0","36105.0","0.8800217203395465","0.8800217203395465","Bank of Communications","reliance communications","Bank of Communications","reliance communications","0.6521739130434783","0.6521739130434783"
"WekaMatchingRule","ft_id_629","7.1m_340","1.0","1","55100.0","22769.0","55100.0","22769.0","0.8826460980036298","0.8826460980036298","Southwest Airlines","southwest airlines","Southwest Airlines","southwest airlines","1.0","1.0"
"WekaMatchingRule","ft_id_499","7.1m_1138",,"0","15871.0","19193.0","15871.0","19193.0","0.9653832126296046","0.9653832126296046","Vonovia","icici prudential life insurance company limited","Vonovia","icici prudential life insurance company limited","0.06382978723404253","0.06382978723404253"
"WekaMatchingRule","ft_id_1173","7.1m_1176",,"0","33000.0","8260.0","33000.0","8260.0","0.8500606060606061","0.8500606060606061","Textron","essalud seguros social de salud","Textron","essalud seguros social de salud","0.09677419354838712","0.09677419354838712"
"WekaMatchingRule","ft_id_419","7.1m_40",,"0","101322.0","128429.0","101322.0","128429.0","0.9577867927025827","0.9577867927025827","Ericsson","general motors","Ericsson","general motors","0.2142857142857143","0.2142857142857143"
"WekaMatchingRule","ft_id_10","7.1m_8493","0.0",,"156500.0","2234.0","156500.0","2234.0","0.8028549520766773","0.8028549520766773","Alphabet","allegiant","Alphabet","allegiant","0.33333333333333337","0.33333333333333337"
"WekaMatchingRule","ft_id_17","7.1m_12","1.0","1","247848.0","264101.0","247848.0","264101.0","0.9876918300195758","0.9876918300195758","Wells Fargo","wells fargo","Wells Fargo","wells fargo","1.0","1.0"
"WekaMatchingRule","ft_id_1503","7.1m_26",,"0","9800.0","177368.0","9800.0","177368.0","0.8110504713364305","0.8110504713364305","Zebra Technologies","wipro technologies","Zebra Technologies","wipro technologies","0.7777777777777778","0.7777777777777778"
"WekaMatchingRule","ft_id_274","7.1m_1377",,"0","95850.0","13682.0","95850.0","13682.0","0.828548774126239","0.828548774126239","Volvo Group","lego group","Volvo Group","lego group","0.6363636363636364","0.6363636363636364"
"WekaMatchingRule","ft_id_766","7.1m_1625",,"0","-99.0","10834.0","-99.0","10834.0","0.7981724201587594","0.7981724201587594","Dongfeng Motor Group","codelco – corporación nacional del cobre de chile","Dongfeng Motor Group","codelco – corporación nacional del cobre de chile","0.16326530612244894","0.16326530612244894"
"WekaMatchingRule","ft_id_18","7.1m_1209",,"0","118400.0","12812.0","118400.0","12812.0","0.821641891891892","0.821641891891892","Verizon Communications","frontier communications","Verizon Communications","frontier communications","0.6521739130434783","0.6521739130434783"
