"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] NumberOfEmployeesComparatorPercentageSimilarity record1Value","[0] NumberOfEmployeesComparatorPercentageSimilarity record2Value","[0] NumberOfEmployeesComparatorPercentageSimilarity record1PreprocessedValue","[0] NumberOfEmployeesComparatorPercentageSimilarity record2PreprocessedValue","[0] NumberOfEmployeesComparatorPercentageSimilarity similarity","[0] NumberOfEmployeesComparatorPercentageSimilarity postproccesedSimilarity","[1] CompanyNameComparatorLevenshteinSimilarity record1Value","[1] CompanyNameComparatorLevenshteinSimilarity record2Value","[1] CompanyNameComparatorLevenshteinSimilarity record1PreprocessedValue","[1] CompanyNameComparatorLevenshteinSimilarity record2PreprocessedValue","[1] CompanyNameComparatorLevenshteinSimilarity similarity","[1] CompanyNameComparatorLevenshteinSimilarity postproccesedSimilarity"
"WekaMatchingRule","ft_id_579","7.1m_287",,"0","45000.0","51824.0","45000.0","51824.0","0.9736647113306576","0.9736647113306576","Illinois Tool Works","university of michigan","Illinois Tool Works","university of michigan","0.18181818181818177","0.18181818181818177"
"WekaMatchingRule","ft_id_100","7.1m_344","1.0","1","-99.0","46381.0","-99.0","46381.0","0.799573101054311","0.799573101054311","British American Tobacco","british american tobacco","British American Tobacco","british american tobacco","1.0","1.0"
"WekaMatchingRule","ft_id_1053","7.1m_1158",,"0","3497.0","23441.0","3497.0","23441.0","0.8298366110660809","0.8298366110660809","Verbund","sykes","Verbund","sykes","0.0","0.0"
"WekaMatchingRule","ft_id_579","7.1m_1533",,"0","45000.0","13022.0","45000.0","13022.0","0.8578755555555555","0.8578755555555555","Illinois Tool Works","beth israel deaconess medical center","Illinois Tool Works","beth israel deaconess medical center","0.19444444444444442","0.19444444444444442"
"WekaMatchingRule","ft_id_518","7.1m_86",,"0","26000.0","99940.0","26000.0","99940.0","0.8520312187312388","0.8520312187312388","Intact Financial","sanofi","Intact Financial","sanofi","0.1875","0.1875"
"WekaMatchingRule","ft_id_1518","7.1m_435",,"0","8103.0","41535.0","8103.0","41535.0","0.8390176959191044","0.8390176959191044","Fukuoka Financial Group","stanford university","Fukuoka Financial Group","stanford university","0.13043478260869568","0.13043478260869568"
"WekaMatchingRule","ft_id_617","7.1m_1077",,"0","21100.0","14347.0","21100.0","14347.0","0.9359905213270142","0.9359905213270142","Northern Trust","telkom","Northern Trust","telkom","0.1428571428571429","0.1428571428571429"
"WekaMatchingRule","ft_id_1243","7.1m_408",,"0","40517.0","25727.0","40517.0","25727.0","0.9269936076214922","0.9269936076214922","Kobe Steel","unicredit","Kobe Steel","unicredit","0.0","0.0"
"WekaMatchingRule","ft_id_1219","7.1m_330",,"0","-99.0","28081.0","-99.0","28081.0","0.7992948969053808","0.7992948969053808","Carnival Corporation","cerner corporation","Carnival Corporation","cerner corporation","0.75","0.75"
"WekaMatchingRule","ft_id_1422","7.1m_382","1.0","1","33000.0","54988.0","33000.0","54988.0","0.9200261875318251","0.9200261875318251","Adecco","adecco","Adecco","adecco","1.0","1.0"
"WekaMatchingRule","ft_id_805","7.1m_6155","0.0",,"19566.0","3606.0","19566.0","3606.0","0.8368598589389757","0.8368598589389757","Telia","tereos","Telia","tereos","0.33333333333333337","0.33333333333333337"
"WekaMatchingRule","ft_id_1442","7.1m_267",,"0","7750.0","45335.0","7750.0","45335.0","0.834189919488254","0.834189919488254","Olin","weatherford","Olin","weatherford","0.0","0.0"
"WekaMatchingRule","ft_id_1436","7.1m_503",,"0","31000.0","25020.0","31000.0","25020.0","0.9614193548387097","0.9614193548387097","Thor Industries","ppg industries","Thor Industries","ppg industries","0.7333333333333334","0.7333333333333334"
"WekaMatchingRule","ft_id_777","7.1m_14123","0.0",,"90000.0","1534.0","90000.0","1534.0","0.8034088888888888","0.8034088888888888","Amphenol","am","Amphenol","am","0.25","0.25"
"WekaMatchingRule","ft_id_62","7.1m_77","1.0","1","101000.0","122317.0","101000.0","122317.0","0.9651446650915245","0.9651446650915245","Procter & Gamble","procter & gamble","Procter & Gamble","procter & gamble","1.0","1.0"
"WekaMatchingRule","ft_id_76","7.1m_394",,"0","64000.0","41164.0","64000.0","41164.0","0.9286375","0.9286375","American Express","american red cross","American Express","american red cross","0.7222222222222222","0.7222222222222222"
"WekaMatchingRule","ft_id_487","7.1m_1097","1.0","1","18306.0","18457.0","18306.0","18457.0","0.9983637644254213","0.9983637644254213","Pernod Ricard","pernod ricard","Pernod Ricard","pernod ricard","1.0","1.0"
"WekaMatchingRule","ft_id_256","7.1m_119",,"0","-99.0","93774.0","-99.0","93774.0","0.7997888540533623","0.7997888540533623","KB Financial Group","merck","KB Financial Group","merck","0.05555555555555558","0.05555555555555558"
"WekaMatchingRule","ft_id_303","7.1m_8688","0.0",,"8858.0","2129.0","8858.0","2129.0","0.848069541657259","0.848069541657259","IntercontinentalExchange","intelligrated","IntercontinentalExchange","intelligrated","0.29166666666666663","0.29166666666666663"
"WekaMatchingRule","ft_id_1079","7.1m_112","1.0","1","80000.0","74922.0","80000.0","74922.0","0.987305","0.987305","CGI","cgi","CGI","cgi","1.0","1.0"
"WekaMatchingRule","ft_id_170","7.1m_726","1.0","1","171474.0","21577.0","171474.0","21577.0","0.8251664975448173","0.8251664975448173","ENGIE","engie","ENGIE","engie","1.0","1.0"
"WekaMatchingRule","ft_id_886","7.1m_1891",,"0","-99.0","9567.0","-99.0","9567.0","0.7979303857008466","0.7979303857008466","CEZ Group","indian army","CEZ Group","indian army","0.09090909090909094","0.09090909090909094"
"WekaMatchingRule","ft_id_1140","7.1m_993","1.0","1","40500.0","17782.0","40500.0","17782.0","0.8878123456790123","0.8878123456790123","Ulta Beauty","ulta beauty","Ulta Beauty","ulta beauty","1.0","1.0"
"WekaMatchingRule","ft_id_309","7.1m_1507",,"1","16688.0","9289.0","16688.0","9289.0","0.9113255033557047","0.9113255033557047","American Electric","american electric power","American Electric","american electric power","0.7391304347826086","0.7391304347826086"
"WekaMatchingRule","ft_id_863","7.1m_728",,"0","16033.0","17075.0","16033.0","17075.0","0.9877950219619327","0.9877950219619327","Daiichi Sankyo","gartner","Daiichi Sankyo","gartner","0.1428571428571429","0.1428571428571429"
"WekaMatchingRule","ft_id_583","7.1m_5651","0.0",,"33800.0","5583.0","33800.0","5583.0","0.8330355029585799","0.8330355029585799","Colgate-Palmolive","conforama","Colgate-Palmolive","conforama","0.23529411764705888","0.23529411764705888"
"WekaMatchingRule","ft_id_1428","7.1m_1251",,"0","20583.0","6385.0","20583.0","6385.0","0.8620414905504543","0.8620414905504543","Attijariwafa Bank","my own","Attijariwafa Bank","my own","0.11764705882352944","0.11764705882352944"
"WekaMatchingRule","ft_id_608","7.1m_1047",,"0","71300.0","21861.0","71300.0","21861.0","0.8613211781206171","0.8613211781206171","Stanley Black & Decker","marriott hotels","Stanley Black & Decker","marriott hotels","0.13636363636363635","0.13636363636363635"
"WekaMatchingRule","ft_id_1096","7.1m_1154",,"0","-99.0","6742.0","-99.0","6742.0","0.7970631859982201","0.7970631859982201","China Southern Airlines","publica","China Southern Airlines","publica","0.13043478260869568","0.13043478260869568"
"WekaMatchingRule","ft_id_1400","7.1m_12927","0.0",,"29957.0","3264.0","29957.0","3264.0","0.8217912341022131","0.8217912341022131","MercadoLibre","medassets","MercadoLibre","medassets","0.25","0.25"
"WekaMatchingRule","ft_id_61","7.1m_981",,"0","90238.0","15610.0","90238.0","15610.0","0.8345973979919767","0.8345973979919767","Bank of Communications","tata communications","Bank of Communications","tata communications","0.7272727272727273","0.7272727272727273"
"WekaMatchingRule","ft_id_583","7.1m_438","0.0",,"33800.0","14806.0","33800.0","14806.0","0.8876094674556213","0.8876094674556213","Colgate-Palmolive","colegio","Colgate-Palmolive","colegio","0.2941176470588235","0.2941176470588235"
"WekaMatchingRule","ft_id_397","7.1m_52",,"0","4448.0","147725.0","4448.0","147725.0","0.8060220003384667","0.8060220003384667","SK","gsk","SK","gsk","0.6666666666666667","0.6666666666666667"
"WekaMatchingRule","ft_id_1674","7.1m_1327",,"0","8495.0","12383.0","8495.0","12383.0","0.9372042316078495","0.9372042316078495","China Merchants Port Holdings","opentext","China Merchants Port Holdings","opentext","0.13793103448275867","0.13793103448275867"
"WekaMatchingRule","ft_id_1656","7.1m_1972",,"0","3716.0","7336.0","3716.0","7336.0","0.9013086150490731","0.9013086150490731","Bawag Group","uba group","Bawag Group","uba group","0.6363636363636364","0.6363636363636364"
"WekaMatchingRule","ft_id_167","7.1m_10117","0.0",,"90000.0","2914.0","90000.0","2914.0","0.8064755555555556","0.8064755555555556","Medtronic","mencap","Medtronic","mencap","0.2222222222222222","0.2222222222222222"
"WekaMatchingRule","ft_id_1219","7.1m_1699",,"0","-99.0","13246.0","-99.0","13246.0","0.7985052091197342","0.7985052091197342","Carnival Corporation","sabre corporation","Carnival Corporation","sabre corporation","0.65","0.65"
"WekaMatchingRule","ft_id_384","7.1m_1","1.0","1","592195.0","341369.0","592195.0","341369.0","0.9152893894747507","0.9152893894747507","Tata Consultancy Services","tata consultancy services","Tata Consultancy Services","tata consultancy services","1.0","1.0"
"WekaMatchingRule","ft_id_423","7.1m_1511",,"0","78189.0","8182.0","78189.0","8182.0","0.8209287751473993","0.8209287751473993","Philips","phillips 66","Philips","phillips 66","0.6363636363636364","0.6363636363636364"
"WekaMatchingRule","ft_id_743","7.1m_321",,"0","21358.0","18362.0","21358.0","18362.0","0.971944938664669","0.971944938664669","DSM","free lance","DSM","free lance","0.0","0.0"
"WekaMatchingRule","ft_id_130","7.1m_8252","0.0",,"38000.0","2241.0","38000.0","2241.0","0.8117947368421052","0.8117947368421052","Manulife","mas","Manulife","mas","0.25","0.25"
"WekaMatchingRule","ft_id_918","7.1m_13335","0.0",,"17909.0","1773.0","17909.0","1773.0","0.8198001005081244","0.8198001005081244","Covestro","cotemar","Covestro","cotemar","0.5","0.5"
"WekaMatchingRule","ft_id_202","7.1m_126","1.0","1","54700.0","63117.0","54700.0","63117.0","0.9733288971275568","0.9733288971275568","Allstate","allstate","Allstate","allstate","1.0","1.0"
"WekaMatchingRule","ft_id_1922","7.1m_1782",,"0","14500.0","13147.0","14500.0","13147.0","0.9813379310344827","0.9813379310344827","Teledyne Technologies","united technologies","Teledyne Technologies","united technologies","0.6666666666666667","0.6666666666666667"
"WekaMatchingRule","ft_id_1026","7.1m_652","0.0",,"-99.0","17359.0","-99.0","17359.0","0.7988593813007662","0.7988593813007662","Pegatron","petronas","Pegatron","petronas","0.5","0.5"
"WekaMatchingRule","ft_id_595","7.1m_1893","0.0",,"27015.0","8911.0","27015.0","8911.0","0.8659707569868591","0.8659707569868591","Telstra","telmex","Telstra","telmex","0.4285714285714286","0.4285714285714286"
"WekaMatchingRule","ft_id_347","7.1m_55","1.0","1","92000.0","122759.0","92000.0","122759.0","0.9498871773149016","0.9498871773149016","Schlumberger","schlumberger","Schlumberger","schlumberger","1.0","1.0"
"WekaMatchingRule","ft_id_917","7.1m_1094",,"0","11472.0","12324.0","11472.0","12324.0","0.9861733203505355","0.9861733203505355","China Molybdenum","ryder system, inc.","China Molybdenum","ryder system, inc.","0.11111111111111116","0.11111111111111116"
"WekaMatchingRule","ft_id_1219","7.1m_316",,"0","-99.0","45468.0","-99.0","45468.0","0.7995645288994457","0.7995645288994457","Carnival Corporation","ncr corporation","Carnival Corporation","ncr corporation","0.65","0.65"
"WekaMatchingRule","ft_id_1451","7.1m_1222",,"0","24900.0","12259.0","24900.0","12259.0","0.8984658634538153","0.8984658634538153","SS&C Technologies","proximus","SS&C Technologies","proximus","0.11764705882352944","0.11764705882352944"
"WekaMatchingRule","ft_id_508","7.1m_1290","1.0","1","14500.0","17056.0","14500.0","17056.0","0.9700281425891182","0.9700281425891182","DISH Network","dish network","DISH Network","dish network","1.0","1.0"
"WekaMatchingRule","ft_id_297","7.1m_408","1.0","1","87165.0","25727.0","87165.0","25727.0","0.8590305741983595","0.8590305741983595","UniCredit","unicredit","UniCredit","unicredit","1.0","1.0"
"WekaMatchingRule","ft_id_388","7.1m_786",,"0","12932.0","16928.0","12932.0","16928.0","0.9527882797731569","0.9527882797731569","Bank Of Shanghai","concentrix","Bank Of Shanghai","concentrix","0.125","0.125"
"WekaMatchingRule","ft_id_1056","7.1m_1960",,"0","234.0","9597.0","234.0","9597.0","0.804876523913723","0.804876523913723","3i Group","kier group","3i Group","kier group","0.7","0.7"
"WekaMatchingRule","ft_id_358","7.1m_140",,"0","163000.0","72412.0","163000.0","72412.0","0.8888490797546013","0.8888490797546013","Dollar General","exxonmobil","Dollar General","exxonmobil","0.0714285714285714","0.0714285714285714"
"WekaMatchingRule","ft_id_440","7.1m_2388","0.0",,"15390.0","4311.0","15390.0","4311.0","0.8560233918128655","0.8560233918128655","Sempra","self-emplyed","Sempra","self-emplyed","0.33333333333333337","0.33333333333333337"
"WekaMatchingRule","ft_id_1520","7.1m_1685","0.015873015873015872","0","29800.0","22184.0","29800.0","22184.0","0.9488859060402685","0.9488859060402685","Amerco","amec","Amerco","amec","0.6666666666666667","0.6666666666666667"
"WekaMatchingRule","ft_id_1121","7.1m_923",,"0","11000.0","21504.0","11000.0","21504.0","0.9023065476190476","0.9023065476190476","West Fraser Timber Co.","dyncorp international","West Fraser Timber Co.","dyncorp international","0.09090909090909094","0.09090909090909094"
"WekaMatchingRule","ft_id_686","7.1m_355",,"0","79000.0","21689.0","79000.0","21689.0","0.8549088607594937","0.8549088607594937","IQVIA","bsnl","IQVIA","bsnl","0.0","0.0"
"WekaMatchingRule","ft_id_161","7.1m_1235",,"0","340000.0","24228.0","340000.0","24228.0","0.8142517647058823","0.8142517647058823","Lowe's","royal navy","Lowe's","royal navy","0.09999999999999998","0.09999999999999998"
"WekaMatchingRule","ft_id_1797","7.1m_710",,"0","4904.0","16650.0","4904.0","16650.0","0.8589069069069069","0.8589069069069069","Qingdao Rural Commercial Bank","natura","Qingdao Rural Commercial Bank","natura","0.1724137931034483","0.1724137931034483"
"WekaMatchingRule","ft_id_1230","7.1m_746","0.0",,"3786.0","19910.0","3786.0","19910.0","0.8380311401305877","0.8380311401305877","Santos","sanmina","Santos","sanmina","0.4285714285714286","0.4285714285714286"
"WekaMatchingRule","ft_id_1178","7.1m_1148","1.0","1","20507.0","17739.0","20507.0","17739.0","0.9730043399814697","0.9730043399814697","Fastenal","fastenal","Fastenal","fastenal","1.0","1.0"
"WekaMatchingRule","ft_id_1230","7.1m_54","0.0",,"3786.0","102773.0","3786.0","102773.0","0.807367693849552","0.807367693849552","Santos","sap","Santos","sap","0.33333333333333337","0.33333333333333337"
"WekaMatchingRule","ft_id_1007","7.1m_874",,"0","-99.0","16747.0","-99.0","16747.0","0.7988176986923031","0.7988176986923031","SM Investments","bayer cropscience","SM Investments","bayer cropscience","0.23529411764705888","0.23529411764705888"
"WekaMatchingRule","ft_id_132","7.1m_1553",,"0","111047.0","17258.0","111047.0","17258.0","0.8310823345070105","0.8310823345070105","BASF","university of iowa","BASF","university of iowa","0.11111111111111116","0.11111111111111116"
"WekaMatchingRule","ft_id_63","7.1m_272","1.0","1","118909.0","41033.0","118909.0","41033.0","0.8690158019998486","0.8690158019998486","BMW Group","bmw group","BMW Group","bmw group","1.0","1.0"
"WekaMatchingRule","ft_id_43","7.1m_122",,"0","58786.0","65086.0","58786.0","65086.0","0.9806409980640998","0.9806409980640998","Softbank","scotiabank","Softbank","scotiabank","0.6","0.6"
"WekaMatchingRule","ft_id_50","7.1m_3539","0.0",,"121100.0","3171.0","121100.0","3171.0","0.8052369942196531","0.8052369942196531","Intel","indépendant","Intel","indépendant","0.2727272727272727","0.2727272727272727"
"WekaMatchingRule","ft_id_124","7.1m_143",,"0","148000.0","105000.0","148000.0","105000.0","0.9418918918918919","0.9418918918918919","Unilever","royal bank of scotland","Unilever","royal bank of scotland","0.045454545454545414","0.045454545454545414"
"WekaMatchingRule","ft_id_361","7.1m_1660","1.0","1","7318.0","11909.0","7318.0","11909.0","0.9228986480812831","0.9228986480812831","Freddie Mac","freddie mac","Freddie Mac","freddie mac","1.0","1.0"
"WekaMatchingRule","ft_id_218","7.1m_1960",,"0","149239.0","9597.0","149239.0","9597.0","0.8128612494053162","0.8128612494053162","Midea Group","kier group","Midea Group","kier group","0.7272727272727273","0.7272727272727273"
"WekaMatchingRule","ft_id_790","7.1m_1377",,"0","16218.0","13682.0","16218.0","13682.0","0.9687261067949192","0.9687261067949192","Lonza Group","lego group","Lonza Group","lego group","0.6363636363636364","0.6363636363636364"
"WekaMatchingRule","ft_id_1723","7.1m_16697","0.0",,"21468.0","2120.0","21468.0","2120.0","0.819750326066704","0.819750326066704","BayWa","bazaarvoice","BayWa","bazaarvoice","0.2727272727272727","0.2727272727272727"
"WekaMatchingRule","ft_id_1005","7.1m_454",,"0","-99.0","26015.0","-99.0","26015.0","0.7992389006342495","0.7992389006342495","E.Sun Financial","sun life financial","E.Sun Financial","sun life financial","0.6111111111111112","0.6111111111111112"
"WekaMatchingRule","ft_id_735","7.1m_19086","0.0",,"3730.0","1672.0","3730.0","1672.0","0.8896514745308312","0.8896514745308312","Coinbase","corfo","Coinbase","corfo","0.25","0.25"
"WekaMatchingRule","ft_id_896","7.1m_751","1.0","1","62720.0","16946.0","62720.0","16946.0","0.8540369897959184","0.8540369897959184","Kone","kone","Kone","kone","1.0","1.0"
"WekaMatchingRule","ft_id_586","7.1m_1619",,"0","-99.0","8358.0","-99.0","8358.0","0.7976310122038766","0.7976310122038766","Vivendi","state of washington","Vivendi","state of washington","0.10526315789473684","0.10526315789473684"
"WekaMatchingRule","ft_id_680","7.1m_15618","0.0",,"32647.0","858.0","32647.0","858.0","0.8052562256868931","0.8052562256868931","CarMax","cafe","CarMax","cafe","0.33333333333333337","0.33333333333333337"
"WekaMatchingRule","ft_id_1451","7.1m_1440",,"0","24900.0","12997.0","24900.0","12997.0","0.9043935742971887","0.9043935742971887","SS&C Technologies","zensar technologies","SS&C Technologies","zensar technologies","0.736842105263158","0.736842105263158"
"WekaMatchingRule","ft_id_775","7.1m_11",,"0","39000.0","379447.0","39000.0","379447.0","0.8205562305144065","0.8205562305144065","Gallagher","pwc","Gallagher","pwc","0.0","0.0"
"WekaMatchingRule","ft_id_913","7.1m_1091",,"0","-99.0","12579.0","-99.0","12579.0","0.7984259480085858","0.7984259480085858","Asustek Computer","synopsys","Asustek Computer","synopsys","0.1875","0.1875"
"WekaMatchingRule","ft_id_1868","7.1m_3010","0.0",,"17300.0","5234.0","17300.0","5234.0","0.8605086705202312","0.8605086705202312","Saputo","safaricom","Saputo","safaricom","0.33333333333333337","0.33333333333333337"
"WekaMatchingRule","ft_id_376","7.1m_1150",,"0","18100.0","14801.0","18100.0","14801.0","0.9635469613259668","0.9635469613259668","Hartford Financial Services","discover financial services","Hartford Financial Services","discover financial services","0.7037037037037037","0.7037037037037037"
"WekaMatchingRule","ft_id_386","7.1m_1616",,"0","22434.0","10477.0","22434.0","10477.0","0.8934028706427743","0.8934028706427743","OMV Group","volvo group","OMV Group","volvo group","0.7272727272727273","0.7272727272727273"
"WekaMatchingRule","ft_id_1865","7.1m_888",,"0","16586.0","16322.0","16586.0","16322.0","0.9968165923067648","0.9968165923067648","Shimizu","stanley black & decker, inc.","Shimizu","stanley black & decker, inc.","0.0714285714285714","0.0714285714285714"
"WekaMatchingRule","ft_id_741","7.1m_180",,"0","84100.0","42756.0","84100.0","42756.0","0.901678953626635","0.901678953626635","United Airlines Holdings","united airlines","United Airlines Holdings","united airlines","0.625","0.625"
"WekaMatchingRule","ft_id_1912","7.1m_1280",,"0","3381.0","16873.0","3381.0","16873.0","0.8400758608427665","0.8400758608427665","Bank of Xi'an","bank of china","Bank of Xi'an","bank of china","0.6923076923076923","0.6923076923076923"
"WekaMatchingRule","ft_id_1244","7.1m_65",,"0","1882.0","117021.0","1882.0","117021.0","0.803216516693585","0.803216516693585","Bank of Greece","novartis","Bank of Greece","novartis","0.2142857142857143","0.2142857142857143"
"WekaMatchingRule","ft_id_993","7.1m_1725",,"0","36000.0","7720.0","36000.0","7720.0","0.8428888888888889","0.8428888888888889","Yum! Brands","arbetsförmedlingen","Yum! Brands","arbetsförmedlingen","0.11111111111111116","0.11111111111111116"
"WekaMatchingRule","ft_id_127","7.1m_9086","0.0",,"9900.0","1641.0","9900.0","1641.0","0.8331515151515152","0.8331515151515152","ConocoPhillips","conalep","ConocoPhillips","conalep","0.3571428571428571","0.3571428571428571"
"WekaMatchingRule","ft_id_1340","7.1m_3957","0.0",,"5750.0","5920.0","5750.0","5920.0","0.9942567567567567","0.9942567567567567","Schroders","scribeamerica","Schroders","scribeamerica","0.3076923076923077","0.3076923076923077"
"WekaMatchingRule","ft_id_1053","7.1m_16856","0.0",,"3497.0","1039.0","3497.0","1039.0","0.8594223620245924","0.8594223620245924","Verbund","ver","Verbund","ver","0.4285714285714286","0.4285714285714286"
"WekaMatchingRule","ft_id_786","7.1m_1856",,"0","31968.0","12406.0","31968.0","12406.0","0.8776151151151151","0.8776151151151151","MTR","university of sheffield","MTR","university of sheffield","0.04347826086956519","0.04347826086956519"
"WekaMatchingRule","ft_id_1735","7.1m_18798","0.0",,"7800.0","1383.0","7800.0","1383.0","0.8354615384615385","0.8354615384615385","Waters","wageworks","Waters","wageworks","0.5555555555555556","0.5555555555555556"
"WekaMatchingRule","ft_id_347","7.1m_14594","0.0",,"92000.0","1737.0","92000.0","1737.0","0.8037760869565218","0.8037760869565218","Schlumberger","scalian","Schlumberger","scalian","0.25","0.25"
"WekaMatchingRule","ft_id_1162","7.1m_7773","0.0",,"1545.0","2999.0","1545.0","2999.0","0.9030343447815938","0.9030343447815938","Hess","heidelbergcement","Hess","heidelbergcement","0.125","0.125"
"WekaMatchingRule","ft_id_484","7.1m_1525","1.0","1","42000.0","10475.0","42000.0","10475.0","0.8498809523809524","0.8498809523809524","Maybank","maybank","Maybank","maybank","1.0","1.0"
"WekaMatchingRule","ft_id_168","7.1m_934","0.015873015873015872","0","107415.0","9859.0","107415.0","9859.0","0.8183568402923241","0.8183568402923241","SAP","saps","SAP","saps","0.75","0.75"
"WekaMatchingRule","ft_id_1211","7.1m_519",,"0","3809.0","29073.0","3809.0","29073.0","0.8262030062257077","0.8262030062257077","Mirae Asset Financial Group","ceva logistics","Mirae Asset Financial Group","ceva logistics","0.14814814814814814","0.14814814814814814"
"WekaMatchingRule","ft_id_1002","7.1m_429",,"0","12126.0","45981.0","12126.0","45981.0","0.8527435244992496","0.8527435244992496","Eletrobrás","barclays investment bank","Eletrobrás","barclays investment bank","0.16666666666666663","0.16666666666666663"
"WekaMatchingRule","ft_id_1502","7.1m_6250","0.0",,"-99.0","3162.0","-99.0","3162.0","0.7937381404174573","0.7937381404174573","Unibail-Rodamco","uniqa","Unibail-Rodamco","uniqa","0.2666666666666667","0.2666666666666667"
"WekaMatchingRule","ft_id_1261","7.1m_4",,"0","12459.0","428960.0","12459.0","428960.0","0.8058089332338679","0.8058089332338679","Akbank","ey","Akbank","ey","0.0","0.0"
"WekaMatchingRule","ft_id_1613","7.1m_5718","1.0",,"7272.0","3551.0","7272.0","3551.0","0.8976622662266227","0.8976622662266227","NiSource","nisource","NiSource","nisource","1.0","1.0"
"WekaMatchingRule","ft_id_370","7.1m_699","1.0","1","21754.0","22372.0","21754.0","22372.0","0.994475236903272","0.994475236903272","Danske Bank","danske bank","Danske Bank","danske bank","1.0","1.0"
"WekaMatchingRule","ft_id_1022","7.1m_1522","1.0","1","10300.0","11537.0","10300.0","11537.0","0.9785559504203866","0.9785559504203866","Unum","unum","Unum","unum","1.0","1.0"
"WekaMatchingRule","ft_id_972","7.1m_2011","0.0",,"28949.0","14478.0","28949.0","14478.0","0.9000241804552834","0.9000241804552834","Sasol","sapient","Sasol","sapient","0.2857142857142857","0.2857142857142857"
"WekaMatchingRule","ft_id_1545","7.1m_320","0.0",,"1631.0","36290.0","1631.0","36290.0","0.8089887021217966","0.8089887021217966","Aroundtown","arcelormittal","Aroundtown","arcelormittal","0.3076923076923077","0.3076923076923077"
"WekaMatchingRule","ft_id_1465","7.1m_3764","0.0",,"984.0","6731.0","984.0","6731.0","0.8292378547021245","0.8292378547021245","Covivio","computershare","Covivio","computershare","0.15384615384615385","0.15384615384615385"
"WekaMatchingRule","ft_id_929","7.1m_1029",,"0","40000.0","16041.0","40000.0","16041.0","0.880205","0.880205","VF","e.on","VF","e.on","0.0","0.0"
"WekaMatchingRule","ft_id_1310","7.1m_17320","0.0",,"6729.0","1259.0","6729.0","1259.0","0.8374201218606033","0.8374201218606033","Marvell Technology","maire tecnimont","Marvell Technology","maire tecnimont","0.5","0.5"
"WekaMatchingRule","ft_id_484","7.1m_11065","0.0",,"42000.0","1149.0","42000.0","1149.0","0.8054714285714286","0.8054714285714286","Maybank","mac","Maybank","mac","0.2857142857142857","0.2857142857142857"
"WekaMatchingRule","ft_id_1894","7.1m_1256",,"0","1757.0","10402.0","1757.0","10402.0","0.8337819650067295","0.8337819650067295","Essex Property Trust","ratp","Essex Property Trust","ratp","0.09999999999999998","0.09999999999999998"
"WekaMatchingRule","ft_id_847","7.1m_564","1.0","1","-99.0","30352.0","-99.0","30352.0","0.7993476541908277","0.7993476541908277","Compass Group","compass group","Compass Group","compass group","1.0","1.0"
"WekaMatchingRule","ft_id_1392","7.1m_1396",,"0","36034.0","8892.0","36034.0","8892.0","0.8493533884664484","0.8493533884664484","Oji Holdings","bayada home health care","Oji Holdings","bayada home health care","0.17391304347826086","0.17391304347826086"
"WekaMatchingRule","ft_id_849","7.1m_1317",,"0","13460.0","19913.0","13460.0","19913.0","0.9351880680962186","0.9351880680962186","Moody's","24 hour fitness","Moody's","24 hour fitness","0.1333333333333333","0.1333333333333333"
"WekaMatchingRule","ft_id_596","7.1m_366",,"0","23000.0","52248.0","23000.0","52248.0","0.8880416475271781","0.8880416475271781","Rogers Communications","ymca","Rogers Communications","ymca","0.1428571428571429","0.1428571428571429"
"WekaMatchingRule","ft_id_469","7.1m_585","1.0","1","19112.0","30305.0","19112.0","30305.0","0.9261310014849035","0.9261310014849035","Fifth Third Bank","fifth third bank","Fifth Third Bank","fifth third bank","1.0","1.0"
"WekaMatchingRule","ft_id_409","7.1m_1323",,"0","82000.0","14989.0","82000.0","14989.0","0.8365585365853658","0.8365585365853658","BAE Systems","bupa","BAE Systems","bupa","0.09090909090909094","0.09090909090909094"
"WekaMatchingRule","ft_id_998","7.1m_1608",,"0","14000.0","8625.0","14000.0","8625.0","0.9232142857142858","0.9232142857142858","Molina Healthcare","emory healthcare","Molina Healthcare","emory healthcare","0.7058823529411764","0.7058823529411764"
"WekaMatchingRule","ft_id_1587","7.1m_123","1.0","1","134000.0","39585.0","134000.0","39585.0","0.8590820895522389","0.8590820895522389","DXC Technology","dxc technology","DXC Technology","dxc technology","1.0","1.0"
"WekaMatchingRule","ft_id_20","7.1m_652","0.0","0","-99.0","17359.0","-99.0","17359.0","0.7988593813007662","0.7988593813007662","PetroChina","petronas","PetroChina","petronas","0.6","0.6"
"WekaMatchingRule","ft_id_101","7.1m_76","1.0","1","71385.0","128075.0","71385.0","128075.0","0.9114737458520398","0.9114737458520398","UBS","ubs","UBS","ubs","1.0","1.0"
"WekaMatchingRule","ft_id_1038","7.1m_258",,"0","3472.0","83709.0","3472.0","83709.0","0.8082954043173374","0.8082954043173374","Kakao","enterprise rent-a-car","Kakao","enterprise rent-a-car","0.09523809523809523","0.09523809523809523"
"WekaMatchingRule","ft_id_1823","7.1m_15394","0.0",,"1305.0","1868.0","1305.0","1868.0","0.9397216274089936","0.9397216274089936","FinecoBank","fieldfisher","FinecoBank","fieldfisher","0.18181818181818177","0.18181818181818177"
