"AttributeName","Consistency","ValueIDS","RecordIDS","Values","FusedValue","IsCorrect","CorrectValue"
"City","1.0","City-{ft_id_1121}","ft_id_1121","{Vancouver}","Vancouver",,
"FoundingYear","1.0","FoundingYear-{7.1m_44+ft_id_808}","7.1m_44+ft_id_808","{1991|1991}","1991",,
"City","0.0","City-{7.1m_2385+ft_id_1922}","7.1m_2385+ft_id_1922","{pasadena|Thousand Oaks}","pasadena",,
"Country","0.0","Country-{7.1m_1616+7.1m_4870+ft_id_274}","7.1m_1616+7.1m_4870+ft_id_274","{sweden|germany|Sweden}","Sweden",,
"CeoNames","0.5","CeoNames-{dbpedia_6430+ft_id_813}","dbpedia_6430+ft_id_813","{[, , ]|[, Travis D. Stice, ]}","[, Travis D. Stice, ]",,
"NumberOfEmployees","0.875","NumberOfEmployees-{7.1m_1002+7.1m_1685+7.1m_312+7.1m_3714+7.1m_381+7.1m_731+dbpedia_1035+ft_id_209}","7.1m_1002+7.1m_1685+7.1m_312+7.1m_3714+7.1m_381+7.1m_731+dbpedia_1035+ft_id_209","{23315|22184|38225|6398|21667|27799|22000|24200}","22000",,
"Revenue","1.0","Revenue-{dbpedia_5523+ft_id_137}","dbpedia_5523+ft_id_137","{42700000000|35958000000}","42700000000",,
"Name","0.14285714285714285","Name-{7.1m_119+7.1m_175+7.1m_1825+7.1m_436+7.1m_4784+dbpedia_5025+ft_id_1400}","7.1m_119+7.1m_175+7.1m_1825+7.1m_436+7.1m_4784+dbpedia_5025+ft_id_1400","{merck|metlife|mediacom|mercer|mercadolibre.com|MercadoLibre|MercadoLibre}","merck",,
"Name","0.6666666666666666","Name-{7.1m_3709+dbpedia_3321+ft_id_163}","7.1m_3709+dbpedia_3321+ft_id_163","{deutsche post|Deutsche Post|Deutsche Post}","deutsche post",,
"City","0.07692307692307693","City-{7.1m_1620+7.1m_1691+7.1m_219+7.1m_2259+7.1m_2530+7.1m_2897+7.1m_3412+7.1m_354+7.1m_368+7.1m_387+7.1m_414+7.1m_4815+7.1m_504+7.1m_5196+7.1m_5926+7.1m_603+7.1m_6375+7.1m_6742+7.1m_6977+7.1m_746+7.1m_782+7.1m_820+ft_id_1230+ft_id_1813+ft_id_1816+ft_id_56}","7.1m_1620+7.1m_1691+7.1m_219+7.1m_2259+7.1m_2530+7.1m_2897+7.1m_3412+7.1m_354+7.1m_368+7.1m_387+7.1m_414+7.1m_4815+7.1m_504+7.1m_5196+7.1m_5926+7.1m_603+7.1m_6375+7.1m_6742+7.1m_6977+7.1m_746+7.1m_782+7.1m_820+ft_id_1230+ft_id_1813+ft_id_1816+ft_id_56","{pretoria|london|san francisco|ase|paris|milpitas|rijssen|riyadh|san donato milanese|cary|pleasanton|paris|london|bengaluru|braamfontein|johannesburg|earth city|richardson|oslo|san jose|newcastle upon tyne|holzkirchen|Adelaide|Salzgitter|Goettingen|Madrid}","ase",,
"CeoNames","0.5","CeoNames-{dbpedia_3766+ft_id_1599}","dbpedia_3766+ft_id_1599","{[, , ]|[, Dallas B. Tanner, ]}","[, Dallas B. Tanner, ]",,
"Revenue","0.5","Revenue-{dbpedia_4721+ft_id_127}","dbpedia_4721+ft_id_127","{19256000000|46056000000}","19256000000",,
"Name","0.4","Name-{7.1m_1616+7.1m_4870+dbpedia_580+ft_id_24+ft_id_274}","7.1m_1616+7.1m_4870+dbpedia_580+ft_id_24+ft_id_274","{volvo group|vorwerk group|Volkswagen Group|Volkswagen Group|Volvo Group}","Volvo Group",,
"CeoNames","0.5","CeoNames-{dbpedia_3715+ft_id_1285}","dbpedia_3715+ft_id_1285","{[, , ]|[, Masayoshi Fujimoto, ]}","[, Masayoshi Fujimoto, ]",,
"FoundingYear","0.0","FoundingYear-{7.1m_142+7.1m_3728+ft_id_552}","7.1m_142+7.1m_3728+ft_id_552","{1987|1985|1979}","1979",,
"Industries","1.0","Industries-{7.1m_5426+ft_id_1844}","7.1m_5426+ft_id_1844","{[, retail, ]|[, Retailing, ]}","[]",,
"CeoNames","1.0","CeoNames-{ft_id_231}","ft_id_231","{[, Auttapol Rerkpiboon, ]}","[, Auttapol Rerkpiboon, ]",,
"CeoNames","0.36363636363636365","CeoNames-{dbpedia_1353+dbpedia_1354+dbpedia_2622+dbpedia_3857+dbpedia_5103+dbpedia_6358+dbpedia_727+ft_id_1106+ft_id_1342+ft_id_1664+ft_id_667}","dbpedia_1353+dbpedia_1354+dbpedia_2622+dbpedia_3857+dbpedia_5103+dbpedia_6358+dbpedia_727+ft_id_1106+ft_id_1342+ft_id_1664+ft_id_667","{[, , ]|[, , ]|[, , ]|[, , ]|[, , ]|[, , ]|[, , ]|[, Michael Mark Manley, ]|[, Roland Harings, ]|[, Andrew Anagnost, ]|[, William C. Rhodes III, ]}","[, , ]","true","[, Andrew Anagnost, ]"
"Name","0.5","Name-{7.1m_1225+7.1m_125+dbpedia_5616+ft_id_285}","7.1m_1225+7.1m_125+dbpedia_5616+ft_id_285","{postnl|posteamos.com|POSCO|Posco}","POSCO",,
"CeoNames","0.6153846153846154","CeoNames-{dbpedia_2930+dbpedia_2933+dbpedia_2939+dbpedia_3209+dbpedia_3547+dbpedia_3552+dbpedia_3812+dbpedia_4171+dbpedia_5046+dbpedia_5409+dbpedia_6917+ft_id_1063+ft_id_1173+ft_id_1217+ft_id_1234+ft_id_1326+ft_id_1360+ft_id_1463+ft_id_150+ft_id_1882+ft_id_196+ft_id_305+ft_id_553+ft_id_595+ft_id_805+ft_id_885}","dbpedia_2930+dbpedia_2933+dbpedia_2939+dbpedia_3209+dbpedia_3547+dbpedia_3552+dbpedia_3812+dbpedia_4171+dbpedia_5046+dbpedia_5409+dbpedia_6917+ft_id_1063+ft_id_1173+ft_id_1217+ft_id_1234+ft_id_1326+ft_id_1360+ft_id_1463+ft_id_150+ft_id_1882+ft_id_196+ft_id_305+ft_id_553+ft_id_595+ft_id_805+ft_id_885","{[, , ]|[, , ]|[, , ]|[, , ]|[, , ]|[, , ]|[, , ]|[, , ]|[, , ]|[, , ]|[, , ]|[, Sigve Brekke, ]|[, Scott C. Donnelly, ]|[, Stefano Antonio Donnarumma, ]|[, Paolo Rocca, ]|[, Daniel Ernest Henri Julien, ]|[, Shinjiro Sato, ]|[, Mark E. Jagiela, ]|[, Elon Reeve Musk, ]|[, Brian J. Kesseler, ]|[, José María Álvarez-Pallete López, ]|[, Ken Murphy, ]|[, Darren Entwistle, ]|[, Andrew Richard Penn, ]|[, Allison Kirkby, ]|[, Máximo Vedoya, ]}","[, , ]",,
"Revenue","1.0","Revenue-{dbpedia_740+ft_id_364}","dbpedia_740+ft_id_364","{10|37481000000}","10",,
"Revenue","1.0","Revenue-{ft_id_1478+ft_id_775}","ft_id_1478+ft_id_775","{4734000000|8055000000}","8055000000",,
"Revenue","1.0","Revenue-{dbpedia_4839+ft_id_177}","dbpedia_4839+ft_id_177","{4579076|50573000000}","4579076",,
"Industries","0.5","Industries-{dbpedia_3279+ft_id_203}","dbpedia_3279+ft_id_203","{[, Automotive industry, ]|[, Consumer Durables, ]}","[]",,
"CeoNames","0.5","CeoNames-{dbpedia_5825+ft_id_690}","dbpedia_5825+ft_id_690","{[, , ]|[, Christophe Beck, ]}","[, Christophe Beck, ]",,
"NumberOfEmployees","0.6666666666666666","NumberOfEmployees-{7.1m_5862+dbpedia_883+ft_id_1111}","7.1m_5862+dbpedia_883+ft_id_1111","{3677|194|371}","194",,
"CeoNames","0.5","CeoNames-{dbpedia_3400+ft_id_574}","dbpedia_3400+ft_id_574","{[, , ]|[, Jeffrey K. Storey, ]}","[, Jeffrey K. Storey, ]",,
"Revenue","0.75","Revenue-{dbpedia_4141+ft_id_1628+ft_id_350+ft_id_534}","dbpedia_4141+ft_id_1628+ft_id_350+ft_id_534","{874438000|1452000000|31003000000|34798000000}","874438000",,
"Revenue","0.5","Revenue-{dbpedia_4326+ft_id_284}","dbpedia_4326+ft_id_284","{122020000000|22378000000}","122020000000",,
"Country","0.0","Country-{7.1m_340+ft_id_629}","7.1m_340+ft_id_629","{united states|United States}","united states",,
"Name","0.21428571428571427","Name-{7.1m_1010+7.1m_1161+7.1m_1170+7.1m_1746+7.1m_2755+7.1m_2853+7.1m_3008+7.1m_6083+dbpedia_1781+dbpedia_2411+ft_id_1225+ft_id_489+ft_id_685+ft_id_893}","7.1m_1010+7.1m_1161+7.1m_1170+7.1m_1746+7.1m_2755+7.1m_2853+7.1m_3008+7.1m_6083+dbpedia_1781+dbpedia_2411+ft_id_1225+ft_id_489+ft_id_685+ft_id_893","{fermala|fema|ferrero|federal-mogul|ferrovial|festo|ferrari|femsa|FEMSA|Ferrari|Ferrari|Femsa|Ferguson|Ferrovial}","fema",,
"Industries","1.0","Industries-{dbpedia_4226+ft_id_1288}","dbpedia_4226+ft_id_1288","{[, Telecommunications industry, ]|[, Telecommunications Services, ]}","[]",,
"Name","0.6666666666666666","Name-{7.1m_4165+dbpedia_1738+ft_id_1774}","7.1m_4165+dbpedia_1738+ft_id_1774","{toll brothers|Toll Brothers|Toll Brothers}","toll brothers",,
"Country","0.0","Country-{7.1m_5441+ft_id_1899}","7.1m_5441+ft_id_1899","{united states|United States}","United States",,
"CeoNames","0.5","CeoNames-{dbpedia_2532+dbpedia_5025+ft_id_1109+ft_id_1400}","dbpedia_2532+dbpedia_5025+ft_id_1109+ft_id_1400","{[, , ]|[, , ]|[, Alberto Nicola Nagel, ]|[, Marcos Eduardo Galperin, ]}","[, , ]",,
"CeoNames","1.0","CeoNames-{ft_id_230}","ft_id_230","{[, Christian Sewing, ]}","[, Christian Sewing, ]",,
"CeoNames","1.0","CeoNames-{ft_id_496}","ft_id_496","{[, Yuan Qing Yang, ]}","[, Yuan Qing Yang, ]",,
"FoundingYear","0.6666666666666666","FoundingYear-{7.1m_5178+7.1m_5843+ft_id_1463}","7.1m_5178+7.1m_5843+ft_id_1463","{1946|1960|1960}","1960",,
"Country","0.0","Country-{7.1m_851+ft_id_1847}","7.1m_851+ft_id_1847","{spain|Spain}","spain",,
"FoundingYear","1.0","FoundingYear-{ft_id_1546}","ft_id_1546","{2004}","2004",,
"NumberOfEmployees","0.9142857142857143","NumberOfEmployees-{7.1m_1042+7.1m_108+7.1m_1182+7.1m_1249+7.1m_1525+7.1m_2138+7.1m_2206+7.1m_2353+7.1m_2618+7.1m_2950+7.1m_3206+7.1m_3240+7.1m_352+7.1m_393+7.1m_4137+7.1m_518+7.1m_5548+7.1m_5832+7.1m_628+7.1m_635+7.1m_659+7.1m_6671+7.1m_6743+dbpedia_1833+dbpedia_3062+dbpedia_636+ft_id_130+ft_id_1786+ft_id_1969+ft_id_266+ft_id_311+ft_id_484+ft_id_563+ft_id_807+ft_id_974}","7.1m_1042+7.1m_108+7.1m_1182+7.1m_1249+7.1m_1525+7.1m_2138+7.1m_2206+7.1m_2353+7.1m_2618+7.1m_2950+7.1m_3206+7.1m_3240+7.1m_352+7.1m_393+7.1m_4137+7.1m_518+7.1m_5548+7.1m_5832+7.1m_628+7.1m_635+7.1m_659+7.1m_6671+7.1m_6743+dbpedia_1833+dbpedia_3062+dbpedia_636+ft_id_130+ft_id_1786+ft_id_1969+ft_id_266+ft_id_311+ft_id_484+ft_id_563+ft_id_807+ft_id_974","{25768|110896|20335|14752|10475|9896|10783|13272|3655|6622|3036|6140|37881|49022|5067|25980|7313|5388|21729|28205|18900|3977|2747|33730|24000|43000|38000|30000|20000|24000|45470|42000|20300|32341|88857}","33730",,
"Name","0.0","Name-{7.1m_4216+ft_id_1475}","7.1m_4216+ft_id_1475","{veritiv|Ventas}","Ventas",,
"Revenue","0.5","Revenue-{dbpedia_3622+ft_id_1642}","dbpedia_3622+ft_id_1642","{984000000|1157000000}","984000000",,
"Name","0.5","Name-{7.1m_2451+7.1m_6296+ft_id_193+ft_id_870}","7.1m_2451+7.1m_6296+ft_id_193+ft_id_870","{china telecom|chunghwa telecom|China Telecom|Chunghwa Telecom}","china telecom",,
"City","0.0","City-{7.1m_2738+7.1m_5247+ft_id_346}","7.1m_2738+7.1m_5247+ft_id_346","{bucharest|burnaby|Verdun}","Verdun",,
"CeoNames","0.5","CeoNames-{dbpedia_3629+dbpedia_471+dbpedia_6117+dbpedia_6741+ft_id_1723+ft_id_252+ft_id_418+ft_id_526}","dbpedia_3629+dbpedia_471+dbpedia_6117+dbpedia_6741+ft_id_1723+ft_id_252+ft_id_418+ft_id_526","{[, , ]|[, , ]|[, , ]|[, , ]|[, Klaus Josef Lutz, ]|[, Werner Baumann, ]|[, Yan Hong Li, ]|[, Jose Marcos Ramírez Miguel, ]}","[, , ]",,
"NumberOfEmployees","1.0","NumberOfEmployees-{7.1m_250+ft_id_319}","7.1m_250+ft_id_319","{60191|74920}","74920",,
"Industries","0.75","Industries-{7.1m_2322+7.1m_4900+dbpedia_4045+ft_id_1279}","7.1m_2322+7.1m_4900+dbpedia_4045+ft_id_1279","{[, chemicals, ]|[, cosmetics, ]|[, Chemical industry, ]|[, Chemicals, ]}","[]",,
"Industries","0.8636363636363636","Industries-{7.1m_1004+7.1m_1071+7.1m_1144+7.1m_1414+7.1m_1527+7.1m_157+7.1m_1635+7.1m_1640+7.1m_1644+7.1m_1744+7.1m_184+7.1m_215+7.1m_2195+7.1m_2422+7.1m_2427+7.1m_2454+7.1m_2482+7.1m_2488+7.1m_2669+7.1m_2701+7.1m_2957+7.1m_3439+7.1m_3582+7.1m_3708+7.1m_3764+7.1m_3783+7.1m_3832+7.1m_4138+7.1m_4247+7.1m_4271+7.1m_4346+7.1m_438+7.1m_4561+7.1m_4606+7.1m_508+7.1m_5324+7.1m_5326+7.1m_5385+7.1m_5397+7.1m_5484+7.1m_5496+7.1m_5551+7.1m_5568+7.1m_5572+7.1m_5642+7.1m_5651+7.1m_5898+7.1m_6285+7.1m_6372+7.1m_6633+7.1m_6665+7.1m_6822+7.1m_6928+7.1m_6983+7.1m_7050+7.1m_765+7.1m_786+7.1m_905+7.1m_940+7.1m_967+dbpedia_1115+dbpedia_2257+dbpedia_2892+dbpedia_2905+dbpedia_4107+dbpedia_4720+dbpedia_4721+dbpedia_4725+dbpedia_5379+dbpedia_5380+dbpedia_6615+dbpedia_966+ft_id_1033+ft_id_113+ft_id_1166+ft_id_127+ft_id_1272+ft_id_1394+ft_id_1465+ft_id_31+ft_id_456+ft_id_510+ft_id_566+ft_id_568+ft_id_583+ft_id_735+ft_id_876+ft_id_918}","7.1m_1004+7.1m_1071+7.1m_1144+7.1m_1414+7.1m_1527+7.1m_157+7.1m_1635+7.1m_1640+7.1m_1644+7.1m_1744+7.1m_184+7.1m_215+7.1m_2195+7.1m_2422+7.1m_2427+7.1m_2454+7.1m_2482+7.1m_2488+7.1m_2669+7.1m_2701+7.1m_2957+7.1m_3439+7.1m_3582+7.1m_3708+7.1m_3764+7.1m_3783+7.1m_3832+7.1m_4138+7.1m_4247+7.1m_4271+7.1m_4346+7.1m_438+7.1m_4561+7.1m_4606+7.1m_508+7.1m_5324+7.1m_5326+7.1m_5385+7.1m_5397+7.1m_5484+7.1m_5496+7.1m_5551+7.1m_5568+7.1m_5572+7.1m_5642+7.1m_5651+7.1m_5898+7.1m_6285+7.1m_6372+7.1m_6633+7.1m_6665+7.1m_6822+7.1m_6928+7.1m_6983+7.1m_7050+7.1m_765+7.1m_786+7.1m_905+7.1m_940+7.1m_967+dbpedia_1115+dbpedia_2257+dbpedia_2892+dbpedia_2905+dbpedia_4107+dbpedia_4720+dbpedia_4721+dbpedia_4725+dbpedia_5379+dbpedia_5380+dbpedia_6615+dbpedia_966+ft_id_1033+ft_id_113+ft_id_1166+ft_id_127+ft_id_1272+ft_id_1394+ft_id_1465+ft_id_31+ft_id_456+ft_id_510+ft_id_566+ft_id_568+ft_id_583+ft_id_735+ft_id_876+ft_id_918","{[, pharmaceuticals, ]|[, information technology and services, ]|[, internet, ]|[, information technology and services, ]|[, information technology and services, ]|[, automotive, ]|[, animation, ]|[, information technology and services, ]|[, retail, ]|[, management consulting, ]|[, media production, ]|[, outsourcing/offshoring, ]|[, civil engineering, ]|[, medical devices, ]|[, telecommunications, ]|[, utilities, ]|[, research, ]|[, computer software, ]|[, information technology and services, ]|[, industrial automation, ]|[, logistics and supply chain, ]|[, construction, ]|[, information services, ]|[, information technology and services, ]|[, financial services, ]|[, health, wellness and fitness, ]|[, utilities, ]|[, international trade and development, ]|[, think tanks, ]|[, retail, ]|[, utilities, ]|[, primary/secondary education, ]|[, insurance, ]|[, medical devices, ]|[, oil & energy, ]|[, computer games, ]|[, medical devices, ]|[, non-profit organization management, ]|[, apparel & fashion, ]|[, computer software, ]|[, information technology and services, ]|[, financial services, ]|[, textiles, ]|[, wholesale, ]|[, computer software, ]|[, retail, ]|[, computer hardware, ]|[, management consulting, ]|[, medical devices, ]|[, architecture & planning, ]|[, marketing and advertising, ]|[, telecommunications, ]|[, financial services, ]|[, banking, ]|[, financial services, ]|[, government administration, ]|[, outsourcing/offshoring, ]|[, retail, ]|[, medical devices, ]|[, cosmetics, ]|[, Commercial property, ]|[, Digital distribution
				E-commerce, ]|[, Fast-moving consumer goods, ]|[, Agrochemical, ]|[, Consultant
				Information technology
				Outsourcing, ]|[, Health care, ]|[, Petroleum industry, ]|[, Financial services, ]|[, Financial services, ]|[, Financial services, ]|[, Cryptocurrency, ]|[, Mass media
				Show business
				Telecommunications industry, ]|[, Banking, ]|[, Food, Drink & Tobacco, ]|[, Retailing, ]|[, Oil & Gas Operations, ]|[, Business Services & Supplies, ]|[, Health Care Equipment & Services, ]|[, Diversified Financials, ]|[, Media, ]|[, Chemicals, ]|[, Consumer Durables, ]|[, IT Software & Services, ]|[, Technology Hardware & Equipment, ]|[, Household & Personal Products, ]|[, IT Software & Services, ]|[, Banking, ]|[, Chemicals, ]}","[]",,
"Name","0.2857142857142857","Name-{7.1m_1229+7.1m_194+7.1m_76+dbpedia_142+dbpedia_1470+ft_id_101+ft_id_711}","7.1m_1229+7.1m_194+7.1m_76+dbpedia_142+dbpedia_1470+ft_id_101+ft_id_711","{ubisoft|uber|ubs|Uber|UBS|UBS|Uber}","ubs","false","Uber"
"Revenue","1.0","Revenue-{ft_id_1660+ft_id_264}","ft_id_1660+ft_id_264","{2448000000|49486000000}","2448000000",,
"NumberOfEmployees","1.0","NumberOfEmployees-{7.1m_3423+7.1m_3799+7.1m_6852+ft_id_626}","7.1m_3423+7.1m_3799+7.1m_6852+ft_id_626","{3825|7352|4728|100033}","100033",,
"Country","0.4444444444444444","Country-{7.1m_242+7.1m_3029+7.1m_3100+7.1m_4285+7.1m_4755+7.1m_5513+7.1m_6289+7.1m_847+ft_id_1953}","7.1m_242+7.1m_3029+7.1m_3100+7.1m_4285+7.1m_4755+7.1m_5513+7.1m_6289+7.1m_847+ft_id_1953","{united states|united states|france|netherlands|netherlands|united kingdom|united states|united states|Italy}","Italy",,
