"RecordIDS","AverageConsistency","Name-Consistency","Name-Values","Country-Consistency","Country-Values","NumberOfEmployees-Consistency","NumberOfEmployees-Values","Revenue-Consistency","Revenue-Values","FoundingYear-Consistency","FoundingYear-Values","Industries-Consistency","Industries-Values","City-Consistency","City-Values","Website-Consistency","Website-Values","CeoNames-Consistency","CeoNames-Values"
"7.1m_19383+dbpedia_5268","1.0","1.0","{national bank of kenya|National Bank of Kenya}","1.0","{kenya}","1.0","{1239|1356}","1.0","{1521950}","1.0","{1968}","1.0","{[, banking, ]|[, Financial services, ]}","1.0","{nairobi}",,,"1.0","{[, , ]}"
"7.1m_18840+dbpedia_1956","1.0","1.0","{technologyone|TechnologyOne}","1.0","{united states}","1.0","{1409|1200}","1.0","{299000000}","1.0","{1987}","1.0","{[, computer software, ]|[, Software development, ]}","1.0","{saint charles}",,,"1.0","{[, , ]}"
"7.1m_157797+dbpedia_2753","1.0","1.0","{19 entertainment|19 Entertainment}",,,"1.0","{370|100}","1.0","{288100000}",,,"1.0","{[, entertainment, ]|[, Entertainment, ]}",,,,,"1.0","{[, , ]}"
"7.1m_15479+dbpedia_4208","1.0","1.0","{alpha natural resources|Alpha Natural Resources}","1.0","{united states}","1.0","{1631|3000}","1.0","{3917}","1.0","{2002}","1.0","{[, mining & metals, ]|[, Metal
				Mining, ]}","1.0","{bristol}",,,"1.0","{[, , ]}"
"7.1m_2275+dbpedia_5662+ft_id_452","0.5925925925925926","0.6666666666666666","{mediatek|MediaTek|MediaTek}","0.0","{united states|Taiwan}","1.0","{6061|17449}","0.5","{493420000000|17665000000}","1.0","{1997|1997}","0.6666666666666666","{[, semiconductors, ]|[, Computer hardware
				Consumer electronics
				Graphics card
				Graphics processing unit
				Semiconductor, ]|[, Semiconductors, ]}","0.0","{cranbury|Hsinchu}","1.0","{http://www.mediatek.com}","0.5","{[, , ]|[, Li Hsing Tsai, ]}"
"dbpedia_5209+dbpedia_805+ft_id_1949","0.5833333333333334","0.3333333333333333","{Healthpeak Properties|Healthpeak Properties|Healthpeak Properties}","1.0","{United States}","0.3333333333333333","{204|204|196}","0.3333333333333333","{1847000000|1997000000|1896000000}","1.0","{1985}","0.3333333333333333","{[, Real estate investment trust, ]|[, Real estate investment trust, ]|[, Diversified Financials, ]}","1.0","{Denver}",,,"0.3333333333333333","{[, , ]|[, , ]|[, Thomas M. Herzog, ]}"
"7.1m_21679+dbpedia_6805","1.0","1.0","{magellan aerospace|Magellan Aerospace}","1.0","{canada}","1.0","{1256|3000}","1.0","{843000000}","1.0","{1996}","1.0","{[, airlines/aviation, ]|[, Aerospace, ]}","1.0","{mississauga}",,,"1.0","{[, , ]}"
"7.1m_36694+dbpedia_15+ft_id_557","0.5555555555555556","0.6666666666666666","{wesfarmers|Wesfarmers|Wesfarmers}","0.0","{australia|Australia}","0.6666666666666666","{1018|107000|114000}","0.5","{30800000000|25351000000}","1.0","{1914|1914}","0.6666666666666666","{[, retail, ]|[, Conglomerate (company), ]|[, Food Markets, ]}","0.0","{perth|Perth}","1.0","{http://www.wesfarmers.com.au}","0.5","{[, , ]|[, Robert Scott, ]}"
"7.1m_12562+dbpedia_2974","1.0","1.0","{greenway health|Greenway Health}","1.0","{united states}","1.0","{2116|1293}","1.0","{315000000}","1.0","{1977}","1.0","{[, information technology and services, ]|[, Health information technology, ]}","1.0","{carrollton}",,,"1.0","{[, , ]}"
"7.1m_69191+dbpedia_4049","1.0","1.0","{fjordkraft|Fjordkraft}","1.0","{norway}","1.0","{339|195}","1.0","{4487000000}","1.0","{2001}","1.0","{[, oil & energy, ]|[, Electric utility, ]}","1.0","{bergen}",,,"1.0","{[, , ]}"
"7.1m_25537+dbpedia_4871","1.0","1.0","{j2 global|J2 Global}","1.0","{united states}","1.0","{1241|4000}","1.0","{1372000000}","1.0","{1995}","1.0","{[, information services, ]|[, Cloud computing
				Digital media, ]}","1.0","{los angeles}",,,"1.0","{[, , ]}"
"7.1m_1294+7.1m_157111+dbpedia_1080+dbpedia_444","0.6428571428571429","0.5","{transocean|transocean|Transocean|Transocean}","1.0","{switzerland}","0.5","{16383|179|6600|6600}","0.5","{3018000000|3088000000}",,,"0.5","{[, oil & energy, ]|[, oil & energy, ]|[, List of oilfield service companies
				Offshore drilling, ]|[, List of oilfield service companies
				Offshore drilling, ]}","1.0","{bergen}",,,"0.5","{[, , ]|[, , ]}"
"7.1m_1723+dbpedia_325","1.0","1.0","{community health systems|Community Health Systems}","1.0","{united states}","1.0","{9446|120000}","1.0","{18438000000}","1.0","{1985}","1.0","{[, hospital & health care, ]|[, Health care, ]}","1.0","{franklin}",,,"1.0","{[, , ]}"
"7.1m_2081+dbpedia_3068","1.0","1.0","{hugo boss|Hugo Boss}","1.0","{germany}","1.0","{14234|14685}","1.0","{2}","1.0","{1923}","1.0","{[, apparel & fashion, ]|[, Clothing
				Fashion accessory, ]}","1.0","{metzingen}",,,"1.0","{[, , ]}"
"7.1m_48+dbpedia_265+ft_id_45","0.5555555555555556","0.6666666666666666","{nestlé|Nestlé|Nestlé}","0.0","{switzerland|Switzerland}","0.6666666666666666","{139821|273000|276000}","0.5","{84680000000|95255000000}","1.0","{1866|1866}","0.6666666666666666","{[, food & beverages, ]|[, Food processing, ]|[, Food, Drink & Tobacco, ]}","0.0","{vevey|Vevey}","1.0","{http://www.nestleusa.com}","0.5","{[, , ]|[, Ulf Mark Schneider, ]}"
"7.1m_7473+dbpedia_2368+dbpedia_3002","0.75","0.6666666666666666","{toyo engineering corporation|Toyo Engineering Corporation|Toyo Engineering Corporation}","1.0","{japan}","0.6666666666666666","{3227|4397|4397}","0.5","{3890000000|431900000000}","1.0","{1961}","0.6666666666666666","{[, construction, ]|[, Construction
				Engineering, ]|[, Construction
				Engineering, ]}","1.0","{narashino}",,,"0.5","{[, , ]|[, , ]}"
"7.1m_3712+dbpedia_5443","1.0","1.0","{altria|Altria}","1.0","{united states}","1.0","{6855|8300}","1.0","{26153000000}","1.0","{1919}","1.0","{[, consumer goods, ]|[, Tobacco industry, ]}","1.0","{richmond}",,,"1.0","{[, , ]}"
"7.1m_94590+dbpedia_6285","1.0","1.0","{metrovacesa|Metrovacesa}","1.0","{spain}","1.0","{556|1187}","1.0","{1627000000}","1.0","{1918}","1.0","{[, real estate, ]|[, Property, ]}","1.0","{madrid}",,,"1.0","{[, , ]}"
"7.1m_98744+dbpedia_2889","1.0","1.0","{coherent solutions|Coherent Solutions}","1.0","{united states}","1.0","{214|800}","1.0","{37}","1.0","{1995}","1.0","{[, computer software, ]|[, Information technology consulting
				Software maintenance
				Software testing
				Web development, ]}","1.0","{minneapolis}",,,"1.0","{[, , ]}"
"7.1m_41313+dbpedia_1052+dbpedia_2345","0.5999999999999999","0.6666666666666666","{fujikura|Fujikura|Fujikura}",,,"0.6666666666666666","{479|58422|58422}","0.5","{740000000000|6810000000}",,,"0.6666666666666666","{[, telecommunications, ]|[, Arms industry
				Electrical device
				Telecommunications, ]|[, Arms industry
				Electrical device
				Telecommunications, ]}",,,,,"0.5","{[, , ]|[, , ]}"
"7.1m_37088+dbpedia_130","1.0","1.0","{libro credit union|Libro Credit Union}","1.0","{canada}","1.0","{496|700}","1.0","{96659000}","1.0","{1951}","1.0","{[, financial services, ]|[, Financial services, ]}","1.0","{london}",,,"1.0","{[, , ]}"
"7.1m_17320+dbpedia_1818","1.0","1.0","{maire tecnimont|Maire Tecnimont}","1.0","{italy}","1.0","{1259|5960}","1.0","{2600000000}","1.0","{2005}","1.0","{[, mechanical or industrial engineering, ]|[, Engineering
				General contractor, ]}","1.0","{milan}",,,"1.0","{[, , ]}"
"7.1m_1120+dbpedia_4693","1.0","1.0","{cma cgm|CMA CGM}","1.0","{france}","1.0","{13991|110000}","1.0","{31450000000}","1.0","{1978}","1.0","{[, maritime, ]|[, Containerization, ]}","1.0","{marseille}",,,"1.0","{[, , ]}"
"7.1m_23023+dbpedia_2407","1.0","1.0","{the navigator company|The Navigator Company}","1.0","{australia}","1.0","{881|2278}","1.0","{1501000000}","1.0","{1953}","1.0","{[, paper & forest products, ]|[, Pulp and paper industry, ]}","1.0","{melbourne}",,,"1.0","{[, , ]}"
"dbpedia_335+ft_id_465","0.8888888888888888","0.0","{Daiwa House|Daiwa House Industry}","1.0","{Japan}","1.0","{44947|48807}","1.0","{37371000000|38861000000}","1.0","{1947}","1.0","{[, Construction
				Real estate, ]|[, Construction, ]}","1.0","{Osaka}","1.0","{http://www.daiwahouse.co.jp}","1.0","{[, , ]|[, Keiichi Yoshii, ]}"
"7.1m_82734+dbpedia_5683+dbpedia_6288","0.75","0.6666666666666666","{mind cti|Mind CTI|Mind CTI}","1.0","{united states}","0.6666666666666666","{628|214|214}","0.5","{7000000|23400000}","1.0","{1995}","0.6666666666666666","{[, computer software, ]|[, Communications system
				Customer service
				Information technology
				Software
				Telecommunications billing, ]|[, Communications system
				Customer service
				Information technology
				Software
				Telecommunications billing, ]}","1.0","{silver spring}",,,"0.5","{[, , ]|[, , ]}"
"7.1m_61277+dbpedia_4099","1.0","1.0","{cartamundi|Cartamundi}","1.0","{belgium}","1.0","{401|2200}","1.0","{387000000}","1.0","{1970}","1.0","{[, printing, ]|[, Casino
				Collectable
				Packaging and labeling
				Retail
				Trading card, ]}","1.0","{turnhout}",,,"1.0","{[, , ]}"
"7.1m_8133+dbpedia_4943","1.0","1.0","{oncor electric delivery|Oncor Electric Delivery}","1.0","{united states}","1.0","{2045|4000}","1.0","{4}",,,"1.0","{[, utilities, ]|[, Utility, ]}","1.0","{dallas}",,,"1.0","{[, , ]}"
"dbpedia_454+ft_id_702","0.7222222222222222","0.5","{Trane Technologies|Trane Technologies}","1.0","{Ireland}","0.5","{50000|37000}","0.5","{12454000000|14136000000}","1.0","{1871}","0.5","{[, Conglomerate (company), ]|[, Conglomerates, ]}","1.0","{Swords}","1.0","{http://www.company.ingersollrand.com}","0.5","{[, , ]|[, Dave S. Regnery, ]}"
"dbpedia_900+ft_id_811","0.7777777777777778","0.5","{Apollo Global Management|Apollo Global Management}","1.0","{United States}","1.0","{1600}","0.5","{2931000000|4827000000}","1.0","{1990}","0.5","{[, Asset management, ]|[, Diversified Financials, ]}","1.0","{New York}","1.0","{http://www.agm.com}","0.5","{[, , ]|[, Marc Jeffrey Rowan, ]}"
"7.1m_8381+dbpedia_298","1.0","1.0","{business & decision|Business & Decision}","1.0","{france}","1.0","{4088|2800}","1.0","{249000000}","1.0","{1992}","1.0","{[, information technology and services, ]|[, IT service management
				Information technology consulting, ]}","1.0","{paris}",,,"1.0","{[, , ]}"
"7.1m_12873+dbpedia_3095","1.0","1.0","{rexam|Rexam}","1.0","{united kingdom}","1.0","{3855|8000}","1.0","{3925}","1.0","{1923}","1.0","{[, packaging and containers, ]|[, Packaging and labeling, ]}","1.0","{london}",,,"1.0","{[, , ]}"
"7.1m_18632+dbpedia_2216","1.0","1.0","{vacasa|Vacasa}","1.0","{united states}","1.0","{898|6500}","1.0","{492000000}","1.0","{2009}","1.0","{[, hospitality, ]|[, Travel, ]}","1.0","{portland}",,,"1.0","{[, , ]}"
"7.1m_19225+dbpedia_3007","1.0","1.0","{sthree|SThree}","1.0","{united kingdom}","1.0","{2256|2608}","1.0","{1330000000}","1.0","{1986}","1.0","{[, staffing and recruiting, ]|[, Recruitment, ]}","1.0","{london}",,,"1.0","{[, , ]}"
"7.1m_71772+dbpedia_1704","1.0","1.0","{atebank|ATEbank}",,,"1.0","{589|8915}","1.0","{806500000}",,,"1.0","{[, banking, ]|[, Financial services, ]}",,,,,"1.0","{[, , ]}"
"7.1m_152066+dbpedia_5464","1.0","1.0","{bigband networks|BigBand Networks}","1.0","{united states}","1.0","{606|620}","1.0","{112}","1.0","{1997}","1.0","{[, telecommunications, ]|[, Cable modem termination system
				Digital video, ]}","1.0","{redwood city}",,,"1.0","{[, , ]}"
"7.1m_4530+dbpedia_1756","0.8571428571428571","0.0","{banco de bogota|Banco de Bogotá}","1.0","{colombia}","1.0","{4820|9926}","1.0","{3400000000}","1.0","{1870}","1.0","{[, financial services, ]|[, Financial services, ]}",,,,,"1.0","{[, , ]}"
"7.1m_229+dbpedia_1117+ft_id_162","0.4444444444444444","0.6666666666666666","{fedex|FedEx|FedEx}","0.0","{united states|United States}","0.6666666666666666","{40732|850000|600000}","0.5","{83959000000|91548000000}","0.0","{1973|1971}","0.6666666666666666","{[, package/freight delivery, ]|[, E-commerce
				Tertiary sector of the economy
				Transport, ]|[, Transportation and Logistics, ]}","0.0","{memphis|Memphis}","1.0","{http://www.fedex.com}","0.5","{[, , ]|[, Frederick Smith, ]}"
"7.1m_165292+dbpedia_4588","1.0","1.0","{blimpie|Blimpie}","1.0","{united states}","1.0","{434|1000}","1.0","{63000000}","1.0","{1964}","1.0","{[, restaurants, ]|[, Restaurant, ]}","1.0","{scottsdale}",,,"1.0","{[, , ]}"
"7.1m_3615+dbpedia_785","1.0","1.0","{direct line group|Direct Line Group}","1.0","{united kingdom}","1.0","{7816|10500}","1.0","{3214}","1.0","{1985}","1.0","{[, insurance, ]|[, Insurance, ]}","1.0","{kent}",,,"1.0","{[, , ]}"
"7.1m_58577+dbpedia_4516+dbpedia_6381","0.5999999999999999","0.6666666666666666","{sumco|SUMCO|SUMCO}",,,"0.6666666666666666","{663|7277|7277}","0.5","{200580000000|1830000000}",,,"0.6666666666666666","{[, semiconductors, ]|[, Semiconductor, ]|[, Semiconductor, ]}",,,,,"0.5","{[, , ]|[, , ]}"
"dbpedia_2933+dbpedia_5409+ft_id_1360","0.6296296296296295","0.3333333333333333","{Terumo|Terumo|Terumo}","1.0","{Japan}","0.3333333333333333","{19261|19261|26482}","0.3333333333333333","{4270000000|402294000000|6268000000}","1.0","{1921}","0.3333333333333333","{[, Medical device, ]|[, Medical device, ]|[, Health Care Equipment & Services, ]}","1.0","{Tokyo}","1.0","{http://www.terumo.co.jp}","0.3333333333333333","{[, , ]|[, , ]|[, Shinjiro Sato, ]}"
"7.1m_131286+dbpedia_2355","1.0","1.0","{freshpet|Freshpet}","1.0","{united states}","1.0","{140|591}","1.0","{318790000}","1.0","{2006}","1.0","{[, consumer goods, ]|[, Pet food, ]}","1.0","{secaucus}",,,"1.0","{[, , ]}"
"7.1m_95568+dbpedia_2478","1.0","1.0","{owler|Owler}","1.0","{united states}","1.0","{233|88}","1.0","{3300000}","1.0","{2011}","1.0","{[, internet, ]|[, Internet service provider, ]}","1.0","{san mateo}",,,"1.0","{[, , ]}"
"7.1m_10568+dbpedia_2860","1.0","1.0","{united biscuits|United Biscuits}","1.0","{united kingdom}","1.0","{4991|4526}","1.0","{867500000}","1.0","{1948}","1.0","{[, food production, ]|[, Food, ]}","1.0","{hayes}",,,"1.0","{[, , ]}"
"dbpedia_6643+ft_id_1528","0.7222222222222222","0.5","{Las Vegas Sands|Las Vegas Sands}","1.0","{United States}","0.5","{46000|44700}","0.5","{3612000000|4234000000}","1.0","{2004}","0.5","{[, Hospitality
				Tourism, ]|[, Hotels, Restaurants & Leisure, ]}","1.0","{Las Vegas}","1.0","{http://www.sands.com}","0.5","{[, , ]|[, Robert Glen Goldstein, ]}"
"7.1m_45688+dbpedia_3904","1.0","1.0","{serena software|Serena Software}","1.0","{united states}","1.0","{1698|400}","1.0","{219000000}","1.0","{1980}","1.0","{[, computer software, ]|[, Application lifecycle management
				Information technology management
				Software, ]}","1.0","{san mateo}",,,"1.0","{[, , ]}"
"7.1m_96063+dbpedia_690","1.0","1.0","{aaeon|AAEON}","1.0","{united states}","1.0","{249|700}","1.0","{170}","1.0","{1992}","1.0","{[, computer hardware, ]|[, Computer hardware, ]}","1.0","{orange}",,,"1.0","{[, , ]}"
"7.1m_23242+dbpedia_4127+dbpedia_6026","0.75","0.6666666666666666","{cosan|Cosan|Cosan}","1.0","{brazil}","0.6666666666666666","{1737|45000|45000}","0.5","{3972000000|2607000000}","1.0","{1936}","0.6666666666666666","{[, transportation/trucking/railroad, ]|[, Energy industry
				Sugar industry, ]|[, Energy industry
				Sugar industry, ]}","1.0","{sao paulo}",,,"0.5","{[, , ]|[, , ]}"
"7.1m_15723+dbpedia_1028","1.0","1.0","{anaplan|Anaplan}","1.0","{united states}","1.0","{1134|2200}","1.0","{447800000}","1.0","{2006}","1.0","{[, information technology and services, ]|[, Business performance management
				Software company, ]}","1.0","{san francisco}",,,"1.0","{[, , ]}"
"7.1m_2494+dbpedia_3224","1.0","1.0","{westjet|WestJet}","1.0","{canada}","1.0","{5822|4500}","1.0","{4733000000}","1.0","{1996}","1.0","{[, airlines/aviation, ]|[, Airline, ]}","1.0","{calgary}",,,"1.0","{[, , ]}"
"7.1m_42814+dbpedia_1383","1.0","1.0","{prudential plc|Prudential plc}",,,"1.0","{465|23000}","1.0","{55973000000}","1.0","{1848}","1.0","{[, financial services, ]|[, Insurance, ]}",,,,,"1.0","{[, , ]}"
"dbpedia_883+ft_id_1111","0.7222222222222222","0.5","{Realty Income|Realty Income}","1.0","{United States}","0.5","{194|371}","0.5","{1491000000|2076000000}","1.0","{1969}","0.5","{[, Real estate investment trust, ]|[, Diversified Financials, ]}","1.0","{San Diego}","1.0","{http://www.realtyincome.com}","0.5","{[, , ]|[, Sumit Roy, ]}"
"7.1m_9545+dbpedia_5471","1.0","1.0","{fry's electronics|Fry's Electronics}","1.0","{united states}","1.0","{6495|14000}","1.0","{2300000000}","1.0","{1985}","1.0","{[, retail, ]|[, Retail, ]}","1.0","{san jose}",,,"1.0","{[, , ]}"
"7.1m_44844+dbpedia_3692","1.0","1.0","{oceanfirst bank|OceanFirst Bank}","1.0","{united states}","1.0","{405|838}","1.0","{255971000}","1.0","{1902}","1.0","{[, banking, ]|[, Financial services
				Investment banking, ]}","1.0","{toms river}",,,"1.0","{[, , ]}"
"7.1m_9474+dbpedia_1583","1.0","1.0","{united space alliance|United Space Alliance}","1.0","{united states}","1.0","{6193|2800}","1.0","{2000000000}","1.0","{1996}","1.0","{[, defense & space, ]|[, Aerospace engineering, ]}","1.0","{houston}",,,"1.0","{[, , ]}"
"7.1m_6667+dbpedia_3121","1.0","1.0","{peri|PERI}","1.0","{germany}","1.0","{3096|9500}","1.0","{1685}","1.0","{1969}","1.0","{[, construction, ]|[, Construction, ]}","1.0","{weissenhorn}",,,"1.0","{[, , ]}"
"7.1m_1340+dbpedia_2608","1.0","1.0","{australia post|Australia Post}","1.0","{australia}","1.0","{12188|35000}","1.0","{7500000000}","1.0","{1809}","1.0","{[, consumer services, ]|[, Mail, ]}","1.0","{melbourne}",,,"1.0","{[, , ]}"
"7.1m_9286+dbpedia_5759","1.0","1.0","{dollarama|Dollarama}",,,"1.0","{3190|20000}","1.0","{2900000000}",,,"1.0","{[, retail, ]|[, Retail, ]}",,,,,"1.0","{[, , ]}"
"7.1m_18142+dbpedia_3000","1.0","1.0","{titan machinery|Titan Machinery}","1.0","{united states}","1.0","{1105|1800}","1.0","{1094000000}","1.0","{1980}","1.0","{[, machinery, ]|[, Agricultural machinery
				Heavy equipment, ]}","1.0","{west fargo}",,,"1.0","{[, , ]}"
"7.1m_1091+dbpedia_135+ft_id_1238","0.5555555555555556","0.6666666666666666","{synopsys|Synopsys|Synopsys}","0.0","{united states|United States}","0.6666666666666666","{12579|15000|16361}","0.5","{4200000000|4501000000}","1.0","{1986|1986}","0.6666666666666666","{[, computer software, ]|[, Integrated circuit
				Internet of things
				Self-driving car
				Software as a service
				Software testing, ]|[, IT Software & Services, ]}","0.0","{mountain view|Mountain View}","1.0","{http://www.synopsys.com}","0.5","{[, , ]|[, Dr. Aart de Geus, ]}"
"7.1m_12431+dbpedia_4400","1.0","1.0","{interoute|Interoute}","1.0","{united kingdom}","1.0","{3087|2400}","1.0","{700000000}","1.0","{2003}","1.0","{[, telecommunications, ]|[, Telecommunications, ]}","1.0","{london}",,,"1.0","{[, , ]}"
"dbpedia_5062+ft_id_512","0.7222222222222222","0.5","{Murata Manufacturing|Murata Manufacturing}","1.0","{Japan}","0.5","{59978|75184}","0.5","{1371|16282000000}","1.0","{1944}","0.5","{[, Electronic component, ]|[, Technology Hardware & Equipment, ]}","1.0","{Nagaokakyo}","1.0","{http://www.murata.co.jp}","0.5","{[, , ]|[, Tsuneo Murata, ]}"
"7.1m_6939+dbpedia_6675+ft_id_1536","0.4444444444444444","0.6666666666666666","{alliant energy|Alliant Energy|Alliant Energy}","0.0","{united states|United States}","0.6666666666666666","{3002|3375|3313}","0.5","{3669000000|3669000000}","0.0","{1917|1981}","0.6666666666666666","{[, utilities, ]|[, Public utility, ]|[, Utilities, ]}","0.0","{madison|Madison}","1.0","{http://www.alliantenergy.com}","0.5","{[, , ]|[, John O. Larsen, ]}"
"7.1m_1100+dbpedia_5757+ft_id_1464","0.4444444444444444","0.6666666666666666","{avery dennison|Avery Dennison|Avery Dennison}","0.0","{united states|United States}","0.6666666666666666","{17773|32000|36000}","0.5","{8408000000|8408000000}","0.0","{1935|1990}","0.6666666666666666","{[, packaging and containers, ]|[, Packaging and labeling, ]|[, Materials, ]}","0.0","{glendale|Glendale}","1.0","{http://www.averydennison.com}","0.5","{[, , ]|[, Mitchell R. Butier, ]}"
"dbpedia_349+ft_id_718","0.8888888888888888","0.0","{Korea Electric Power Corporation|Korea Electric Power}","1.0","{South Korea}","1.0","{20705}","1.0","{58950000000000|52896000000}","1.0","{1915}","1.0","{[, Electric utility, ]|[, Utilities, ]}","1.0","{Naju}","1.0","{http://www.kepco.co.kr}","1.0","{[, , ]|[, Seung-il Cheong, ]}"
"7.1m_12732+dbpedia_1442","1.0","1.0","{hannover re|Hannover Re}","1.0","{germany}","1.0","{1711|3218}","1.0","{24000000000}","1.0","{1966}","1.0","{[, insurance, ]|[, Financial services, ]}","1.0","{hannover}",,,"1.0","{[, , ]}"
"7.1m_3162+dbpedia_5691","1.0","1.0","{tmf group|TMF Group}","1.0","{netherlands}","1.0","{7267|7800}","1.0","{529000000}","1.0","{1988}","1.0","{[, financial services, ]|[, Professional services, ]}","1.0","{amsterdam}",,,"1.0","{[, , ]}"
"7.1m_800+dbpedia_2736","1.0","1.0","{urs corporation|URS Corporation}","1.0","{united states}","1.0","{33749|56000}","1.0","{10600000000}",,,"1.0","{[, civil engineering, ]|[, Architecture
				Construction
				Engineering
				Information technology
				Management
				Operations management
				Planning
				Ship commissioning, ]}","1.0","{san francisco}",,,"1.0","{[, , ]}"
"dbpedia_1076+dbpedia_4846+ft_id_1000","0.6296296296296295","0.3333333333333333","{Toray Industries|Toray Industries|Toray Industries}","1.0","{Japan}","0.3333333333333333","{45881|45881|46267}","0.3333333333333333","{1837|17860000000|19716000000}","1.0","{1926}","0.3333333333333333","{[, Chemical industry
				Textile industry, ]|[, Chemical industry
				Textile industry, ]|[, Household & Personal Products, ]}","1.0","{Tokyo}","1.0","{http://www.toray.co.jp}","0.3333333333333333","{[, , ]|[, , ]|[, Akihiro Nikkaku, ]}"
"7.1m_154576+dbpedia_4777","1.0","1.0","{the care of trees|The Care of Trees}","1.0","{united states}","1.0","{232|350}","1.0","{48989204}","1.0","{1967}","1.0","{[, environmental services, ]|[, Tree care, ]}","1.0","{wheeling}",,,"1.0","{[, , ]}"
"7.1m_98455+dbpedia_2365","1.0","1.0","{graitec|GRAITEC}","1.0","{france}","1.0","{341|370}","1.0","{68700000}","1.0","{1986}","1.0","{[, computer software, ]|[, Computer-aided design
				Computer-aided engineering, ]}","1.0","{paris}",,,"1.0","{[, , ]}"
"dbpedia_6693+ft_id_141","0.8888888888888888","0.0","{Charles Schwab Corporation|Charles Schwab}","1.0","{United States}","1.0","{32000|33400}","1.0","{11691000000|18985000000}","1.0","{1986}","1.0","{[, Financial services, ]|[, Diversified Financials, ]}","1.0","{Austin}","1.0","{http://www.schwab.com}","1.0","{[, , ]|[, Walter William Bettinger III, ]}"
"7.1m_39053+dbpedia_2020","1.0","1.0","{progressive corporation|Progressive Corporation}",,,"1.0","{336|43000}","1.0","{42658000000}","1.0","{1937}","1.0","{[, insurance, ]|[, Insurance, ]}",,,,,"1.0","{[, , ]}"
"7.1m_2553+dbpedia_5385","1.0","1.0","{companhia siderúrgica nacional|Companhia Siderúrgica Nacional}",,,"1.0","{8771|19000}","1.0","{6000000000}","1.0","{1941}","1.0","{[, mining & metals, ]|[, Ferrous metallurgy, ]}",,,,,"1.0","{[, , ]}"
"7.1m_306+dbpedia_4005+ft_id_214","0.4444444444444444","0.6666666666666666","{philip morris international|Philip Morris International|Philip Morris International}","0.0","{united states|United States}","0.6666666666666666","{43070|71000|69600}","0.5","{76047000000|31507000000}","0.0","{2008|1847}","0.6666666666666666","{[, tobacco, ]|[, Tobacco industry, ]|[, Food, Drink & Tobacco, ]}","0.0","{new york|New York}","1.0","{http://www.pmi.com}","0.5","{[, , ]|[, Jacek Olczak, ]}"
"7.1m_40+dbpedia_5891+ft_id_68","0.5555555555555556","0.6666666666666666","{general motors|General Motors|General Motors}","0.0","{united states|United States}","0.6666666666666666","{128429|155000|157000}","0.5","{122485000000|127004000000}","1.0","{1908}","0.6666666666666666","{[, automotive, ]|[, Automotive industry, ]|[, Consumer Durables, ]}","0.0","{detroit|Detroit}","1.0","{http://www.gm.com}","0.5","{[, , ]|[, Mary Teresa Barra, ]}"
"7.1m_755+dbpedia_311+ft_id_1174","0.5555555555555556","0.6666666666666666","{cemex|Cemex|Cemex}","0.0","{mexico|Mexico}","0.6666666666666666","{22190|41000|46206}","0.5","{13000000000|14646000000}","1.0","{1906|1906}","0.6666666666666666","{[, building materials, ]|[, Building material, ]|[, Construction, ]}","0.0","{san pedro garza garcía|San Pedro Garza García}","1.0","{http://www.cemex.com}","0.5","{[, , ]|[, Fernando Angel González Olivieri, ]}"
"7.1m_31645+dbpedia_943","1.0","1.0","{brown thomas|Brown Thomas}","1.0","{ireland}","1.0","{1735|6000}","1.0","{200000000}","1.0","{1849}","1.0","{[, retail, ]|[, Retail, ]}","1.0","{dublin}",,,"1.0","{[, , ]}"
"7.1m_12831+dbpedia_214","1.0","1.0","{specialized bicycle components|Specialized Bicycle Components}","1.0","{united states}","1.0","{2086|1500}","1.0","{500000000}","1.0","{1974}","1.0","{[, sporting goods, ]|[, Bicycle, ]}","1.0","{morgan hill}",,,"1.0","{[, , ]}"
"7.1m_35076+dbpedia_6349","1.0","1.0","{eurochem|EuroChem}","1.0","{switzerland}","1.0","{547|27000}","1.0","{6200000000}","1.0","{2001}","1.0","{[, chemicals, ]|[, Fertilizer, ]}","1.0","{zug}",,,"1.0","{[, , ]}"
"dbpedia_244+ft_id_699","0.7222222222222222","0.5","{Arch Capital Group|Arch Capital Group}","1.0","{Bermuda}","0.5","{4500|5200}","0.5","{6980000000|8884000000}","1.0","{1995}","0.5","{[, Insurance, ]|[, Insurance, ]}","1.0","{Pembroke}","1.0","{http://www.archcapgroup.bm}","0.5","{[, , ]|[, Marc Grandisson, ]}"
"7.1m_3904+dbpedia_5123+ft_id_1045","0.5555555555555556","0.6666666666666666","{pultegroup|PulteGroup|PulteGroup}","0.0","{united states|United States}","0.6666666666666666","{8890|5086|6182}","0.5","{9983000000|13927000000}","1.0","{1950|1950}","0.6666666666666666","{[, construction, ]|[, Home construction, ]|[, Construction, ]}","0.0","{atlanta|Atlanta}","1.0","{http://www.pultegroupinc.com}","0.5","{[, , ]|[, Ryan R. Marshall, ]}"
"7.1m_11512+dbpedia_6030","1.0","1.0","{crestron electronics|Crestron Electronics}","1.0","{united states}","1.0","{1903|5000}","1.0","{2000000000}","1.0","{1971}","1.0","{[, electrical/electronic manufacturing, ]|[, Audiovisual, ]}","1.0","{rockleigh}",,,"1.0","{[, , ]}"
