"RecordIDS","AverageConsistency","Name-Consistency","Name-Values","Country-Consistency","Country-Values","NumberOfEmployees-Consistency","NumberOfEmployees-Values","Revenue-Consistency","Revenue-Values","FoundingYear-Consistency","FoundingYear-Values","Industries-Consistency","Industries-Values","City-Consistency","City-Values","Website-Consistency","Website-Values","CeoNames-Consistency","CeoNames-Values"
"7.1m_17687+dbpedia_5298","1.0","1.0","{superior essex|Superior Essex}","1.0","{united states}","1.0","{1482|3800}","1.0","{2990000000}","1.0","{1954}","1.0","{[, electrical/electronic manufacturing, ]|[, Electrical cable, ]}","1.0","{atlanta}",,,"1.0","{[, , ]}"
"7.1m_8100+dbpedia_5590+ft_id_609","0.5555555555555556","0.6666666666666666","{oneok|Oneok|Oneok}","0.0","{united states|United States}","0.6666666666666666","{2251|2684|2847}","0.5","{12600000000|17272000000}","1.0","{1906|1906}","0.6666666666666666","{[, oil & energy, ]|[, Public utility, ]|[, Oil & Gas Operations, ]}","0.0","{tulsa|Tulsa}","1.0","{http://www.oneok.com}","0.5","{[, , ]|[, Pierce H. Norton II, ]}"
"7.1m_2205+dbpedia_2776","1.0","1.0","{louis dreyfus company|Louis Dreyfus Company}","1.0","{switzerland}","1.0","{9542|22000}","1.0","{36500000000}","1.0","{1851}","1.0","{[, food production, ]|[, Merchant, ]}",,,,,"1.0","{[, , ]}"
"7.1m_1947+dbpedia_2939+ft_id_1882","0.4444444444444444","0.6666666666666666","{tenneco|Tenneco|Tenneco}","0.0","{united states|United States}","0.6666666666666666","{9574|78000|71000}","0.5","{17450000000|18035000000}","0.0","{1888|1940}","0.6666666666666666","{[, automotive, ]|[, List of auto parts, ]|[, Consumer Durables, ]}","0.0","{lake forest|Lake Forest}","1.0","{http://www.tenneco.com}","0.5","{[, , ]|[, Brian J. Kesseler, ]}"
"7.1m_35435+dbpedia_2035","1.0","1.0","{sns reaal|SNS Reaal}",,,"1.0","{3344|7110}","1.0","{7068000000}","1.0","{1997}","1.0","{[, financial services, ]|[, Financial services, ]}",,,,,"1.0","{[, , ]}"
"7.1m_7730+dbpedia_5162","1.0","1.0","{sasktel|SaskTel}","1.0","{canada}","1.0","{2624|4100}","1.0","{1200000000}","1.0","{1908}","1.0","{[, telecommunications, ]|[, Telecommunications, ]}","1.0","{regina}",,,"1.0","{[, , ]}"
"7.1m_1323+dbpedia_5351","1.0","1.0","{bupa|Bupa}","1.0","{united kingdom}","1.0","{14989|84000}","1.0","{12100000000}","1.0","{1947}","1.0","{[, hospital & health care, ]|[, Financial services
				Health care, ]}","1.0","{london}",,,"1.0","{[, , ]}"
"7.1m_5094+dbpedia_5873","1.0","1.0","{symrise|Symrise}","1.0","{germany}","1.0","{4623|10243}","1.0","{3408000000}","1.0","{1874}","1.0","{[, chemicals, ]|[, Chemical industry, ]}","1.0","{holzminden}",,,"1.0","{[, , ]}"
"7.1m_23987+dbpedia_1247","1.0","1.0","{green dot corporation|Green Dot Corporation}","1.0","{united states}","1.0","{1111|1200}","1.0","{1254}","1.0","{1999}","1.0","{[, financial services, ]|[, Financial services, ]}","1.0","{pasadena}",,,"1.0","{[, , ]}"
"7.1m_16588+dbpedia_5309","1.0","1.0","{first hawaiian bank|First Hawaiian Bank}","1.0","{united states}","1.0","{1391|2100}","1.0","{709000000}","1.0","{1858}","1.0","{[, banking, ]|[, Bank, ]}","1.0","{honolulu}",,,"1.0","{[, , ]}"
"7.1m_86750+dbpedia_2719","1.0","1.0","{hengst automotive|Hengst Automotive}","1.0","{germany}","1.0","{263|3000}","1.0","{400000000}","1.0","{1958}","1.0","{[, automotive, ]|[, Automotive industry, ]}","1.0","{munster}",,,"1.0","{[, , ]}"
"7.1m_158787+dbpedia_882","1.0","1.0","{star micronics|Star Micronics}","1.0","{united states}","1.0","{153|2500}","1.0","{35717}","1.0","{1950}","1.0","{[, printing, ]|[, Printer (computing), ]}","1.0","{somerset}",,,"1.0","{[, , ]}"
"7.1m_72534+dbpedia_6366","1.0","1.0","{drakes supermarkets|Drakes Supermarkets}","1.0","{australia}","1.0","{393|5800}","1.0","{1100000000}","1.0","{1974}","1.0","{[, supermarkets, ]|[, Retail, ]}","1.0","{torrensville}",,,"1.0","{[, , ]}"
"7.1m_161005+dbpedia_6447","1.0","1.0","{lemonade inc.|Lemonade, Inc.}","1.0","{united states}","1.0","{77|990}","1.0","{94000000}","1.0","{2015}","1.0","{[, insurance, ]|[, Insurance, ]}","1.0","{manhattan}",,,"1.0","{[, , ]}"
"7.1m_8721+dbpedia_1001","1.0","1.0","{koch industries|Koch Industries}","1.0","{united states}","1.0","{4804|100000}","1.0","{115000000000}","1.0","{1940}","1.0","{[, oil & energy, ]|[, Conglomerate (company), ]}","1.0","{wichita}",,,"1.0","{[, , ]}"
"7.1m_24418+dbpedia_605","1.0","1.0","{guideone insurance|GuideOne Insurance}","1.0","{united states}","1.0","{1002|620}","1.0","{586800000}","1.0","{1947}","1.0","{[, insurance, ]|[, Insurance, ]}","1.0","{west des moines}",,,"1.0","{[, , ]}"
"7.1m_52696+dbpedia_2312","1.0","1.0","{first west credit union|First West Credit Union}","1.0","{canada}","1.0","{375|1250}","1.0","{300800000}","1.0","{1946}","1.0","{[, financial services, ]|[, Financial services, ]}","1.0","{langley}",,,"1.0","{[, , ]}"
"7.1m_8315+dbpedia_5959","1.0","1.0","{forcepoint|Forcepoint}","1.0","{united states}","1.0","{1967|2300}","1.0","{658000000}","1.0","{1994}","1.0","{[, computer software, ]|[, Computer security, ]}","1.0","{austin}",,,"1.0","{[, , ]}"
"7.1m_40541+dbpedia_370","1.0","1.0","{wpromote|Wpromote}","1.0","{united states}","1.0","{570|600}","1.0","{50000000}","1.0","{2001}","1.0","{[, marketing and advertising, ]|[, Online advertising
				Search engine optimization, ]}","1.0","{el segundo}",,,"1.0","{[, , ]}"
"7.1m_61749+dbpedia_3931","1.0","1.0","{agility logistics|Agility Logistics}","1.0","{united states}","1.0","{403|16000}","1.0","{5400000000}",,,"1.0","{[, logistics and supply chain, ]|[, E-commerce
				Facility management
				Government contractor
				Supply chain, ]}","1.0","{olyphant}",,,"1.0","{[, , ]}"
"7.1m_3235+dbpedia_1356","1.0","1.0","{bc hydro|BC Hydro}","1.0","{canada}","1.0","{5894|6128}","1.0","{6269000000}",,,"1.0","{[, utilities, ]|[, Electric utility, ]}","1.0","{vancouver}",,,"1.0","{[, , ]}"
"7.1m_2113+dbpedia_5513+ft_id_975","0.6666666666666666","0.6666666666666666","{bancolombia|Bancolombia|Bancolombia}","1.0","{Colombia}","0.6666666666666666","{6959|31900|29955}","0.5","{10500000000|6081000000}","0.0","{1875|1945}","0.6666666666666666","{[, banking, ]|[, Financial services, ]|[, Banking, ]}","1.0","{Medellin}","1.0","{http://www.grupobancolombia.com}","0.5","{[, , ]|[, Juan Carlos Mora Uribe, ]}"
"7.1m_719+dbpedia_618","1.0","1.0","{infor|Infor}","1.0","{united states}","1.0","{20133|18000}","1.0","{3200000000}","1.0","{2003}","1.0","{[, computer software, ]|[, Enterprise software, ]}","1.0","{new york}",,,"1.0","{[, , ]}"
"7.1m_163+dbpedia_314+ft_id_111","0.5555555555555556","0.6666666666666666","{capital one|Capital One|Capital One}","0.0","{united states|United States}","0.6666666666666666","{62144|51985|50767}","0.5","{26033000000|32117000000}","1.0","{1994|1994}","0.6666666666666666","{[, financial services, ]|[, Financial services, ]|[, Banking, ]}","0.0","{mclean|McLean}","1.0","{http://www.capitalone.com}","0.5","{[, , ]|[, Richard D. Fairbank, ]}"
"7.1m_9541+dbpedia_1679","1.0","1.0","{rooms to go|Rooms To Go}","1.0","{united states}","1.0","{2391|7000}","1.0","{2200000000}","1.0","{1991}","1.0","{[, furniture, ]|[, Furniture, ]}","1.0","{seffner}",,,"1.0","{[, , ]}"
"7.1m_255+dbpedia_2641+ft_id_200","0.5555555555555556","0.6666666666666666","{qualcomm|Qualcomm|Qualcomm}","0.0","{united states|United States}","0.6666666666666666","{36464|45000|45000}","0.5","{33|36036000000}","1.0","{1985|1985}","0.6666666666666666","{[, wireless, ]|[, Semiconductor industry
				Telecommunications equipment, ]|[, Semiconductors, ]}","0.0","{san diego|San Diego}","1.0","{http://www.qualcomm.com}","0.5","{[, , ]|[, Cristiano R. Amon, ]}"
"7.1m_65980+dbpedia_216","1.0","1.0","{stamps.com|Stamps.com}","1.0","{united states}","1.0","{495|1100}","1.0","{757980000}","1.0","{1996}","1.0","{[, internet, ]|[, Service (economics), ]}","1.0","{el segundo}",,,"1.0","{[, , ]}"
"7.1m_68971+dbpedia_6881","1.0","1.0","{meat & livestock australia|Meat & Livestock Australia}","1.0","{united states}","1.0","{541|333}","1.0","{269700000}",,,"1.0","{[, food production, ]|[, Livestock
				Meat industry, ]}","1.0","{washington}",,,"1.0","{[, , ]}"
"7.1m_37576+dbpedia_3736","1.0","1.0","{gohealth|GoHealth}","1.0","{united states}","1.0","{952|1500}","1.0","{800000000}","1.0","{2001}","1.0","{[, insurance, ]|[, Health care, ]}","1.0","{chicago}",,,"1.0","{[, , ]}"
"7.1m_57864+dbpedia_2213+ft_id_1053","0.5555555555555556","0.6666666666666666","{verbund|Verbund|Verbund}","0.0","{austria|Austria}","0.6666666666666666","{481|3015|3497}","0.5","{3308000000|5646000000}","1.0","{1947|1947}","0.6666666666666666","{[, oil & energy, ]|[, Public utility, ]|[, Utilities, ]}","0.0","{wien|Vienna}","1.0","{http://www.verbund.com}","0.5","{[, , ]|[, Michael Strugl, ]}"
"7.1m_9007+dbpedia_2103","1.0","1.0","{tuesday morning|Tuesday Morning}","1.0","{united states}","1.0","{3389|7500}","1.0","{874890000}","1.0","{1975}","1.0","{[, retail, ]|[, Retail, ]}","1.0","{dallas}",,,"1.0","{[, , ]}"
"7.1m_1186+dbpedia_6545","1.0","1.0","{logica|Logica}","1.0","{canada}","1.0","{40443|21000}","1.0","{3921}",,,"1.0","{[, information technology and services, ]|[, IT service management
				Information technology consulting, ]}","1.0","{montréal}",,,"1.0","{[, , ]}"
"7.1m_17748+dbpedia_1669","1.0","1.0","{lkab|LKAB}",,,"1.0","{1300|4463}","1.0","{16200000000}","1.0","{1890}","1.0","{[, mining & metals, ]|[, Mining, ]}",,,,,"1.0","{[, , ]}"
"7.1m_37116+dbpedia_1939","1.0","1.0","{tj morris|TJ Morris}",,,"1.0","{781|10000}","1.0","{2100000000}","1.0","{1976}","1.0","{[, retail, ]|[, Retail, ]}",,,,,"1.0","{[, , ]}"
"7.1m_6992+dbpedia_4763+ft_id_331","0.5925925925925926","0.6666666666666666","{lg chem|LG Chem|LG Chem}","0.0","{south korea|South Korea}","1.0","{2798|20000}","0.5","{20400000000|37257000000}","1.0","{1947|1947}","0.6666666666666666","{[, chemicals, ]|[, Chemical substance, ]|[, Chemicals, ]}","0.0","{seoul|Seoul}","1.0","{http://www.lgchem.com}","0.5","{[, , ]|[, Hak Cheol Shin, ]}"
"7.1m_86339+dbpedia_3192","1.0","1.0","{tv asahi|TV Asahi}","1.0","{japan}","1.0","{258|1148}","1.0","{235398}","1.0","{1957}","1.0","{[, broadcast media, ]|[, Media (communication), ]}","1.0","{tokyo}",,,"1.0","{[, , ]}"
"7.1m_21589+dbpedia_1120","1.0","1.0","{exela technologies|Exela Technologies}","1.0","{united states}","1.0","{592|22000}","1.0","{1292}","1.0","{2017}","1.0","{[, information technology and services, ]|[, Information technology
				Software, ]}","1.0","{irving}",,,"1.0","{[, , ]}"
"7.1m_11638+7.1m_40805+dbpedia_4670","0.8125","0.6666666666666666","{utility warehouse|utility warehouse|Utility Warehouse}","1.0","{united kingdom}","0.6666666666666666","{1153|391|1299}","1.0","{861000000}","0.5","{1997|1997}","0.6666666666666666","{[, utilities, ]|[, utilities, ]|[, Multi-level marketing
				Public utility, ]}","1.0","{london}",,,"1.0","{[, , ]}"
"7.1m_38189+dbpedia_4897","1.0","1.0","{gategroup|Gategroup}","1.0","{switzerland}","1.0","{645|43}","1.0","{4}","1.0","{2008}","1.0","{[, airlines/aviation, ]|[, Airline meal, ]}","1.0","{glattbrugg}",,,"1.0","{[, , ]}"
"7.1m_20262+dbpedia_3293","1.0","1.0","{semtech|Semtech}","1.0","{united states}","1.0","{1354|1335}","1.0","{627000000}","1.0","{1960}","1.0","{[, semiconductors, ]|[, Semiconductor, ]}","1.0","{camarillo}",,,"1.0","{[, , ]}"
"7.1m_100794+dbpedia_438","1.0","1.0","{tompkins financial corporation|Tompkins Financial Corporation}","1.0","{united states}","1.0","{165|1048}","1.0","{336810000}","1.0","{1836}","1.0","{[, information services, ]|[, Financial services, ]}","1.0","{ithaca}",,,"1.0","{[, , ]}"
"7.1m_18343+dbpedia_954","1.0","1.0","{calatlantic homes|CalAtlantic Homes}","1.0","{united states}","1.0","{1231|3055}","1.0","{6476000000}","1.0","{2015}","1.0","{[, construction, ]|[, Home construction, ]}","1.0","{arlington}",,,"1.0","{[, , ]}"
"7.1m_1198+dbpedia_791+ft_id_65","0.5555555555555556","0.6666666666666666","{deutsche telekom|Deutsche Telekom|Deutsche Telekom}","0.0","{germany|Germany}","0.6666666666666666","{15364|226291|216528}","0.5","{101000000000|128592000000}","1.0","{1995|1995}","0.6666666666666666","{[, telecommunications, ]|[, Telecommunications, ]|[, Telecommunications Services, ]}","0.0","{bonn|Bonn}","1.0","{http://telekom.com}","0.5","{[, , ]|[, Timotheus Höttges, ]}"
"7.1m_4521+dbpedia_100+dbpedia_2058+ft_id_7","0.4629629629629629","0.5","{agricultural bank of china|Agricultural Bank of China|Agricultural Bank of China|Agricultural Bank of China}","0.0","{china|China}","0.5","{5282|467631|467631|455174}","0.3333333333333333","{602560000000|153900000000|181420000000}","1.0","{1951|1951}","0.5","{[, banking, ]|[, Bank
				Financial services, ]|[, Bank
				Financial services, ]|[, Banking, ]}","0.0","{peking|Beijing}","1.0","{http://www.abchina.com}","0.3333333333333333","{[, , ]|[, , ]|[, Huan Zhao, ]}"
"7.1m_50554+dbpedia_4655","1.0","1.0","{argon st|Argon ST}","1.0","{united states}","1.0","{686|1000}","1.0","{782000000}","1.0","{1997}","1.0","{[, defense & space, ]|[, Military, ]}","1.0","{fairfax}",,,"1.0","{[, , ]}"
"7.1m_35232+dbpedia_6001","1.0","1.0","{capreit|CAPREIT}","1.0","{canada}","1.0","{731|28500}","1.0","{778}","1.0","{1997}","1.0","{[, real estate, ]|[, Real estate investment trust, ]}","1.0","{toronto}",,,"1.0","{[, , ]}"
"7.1m_1061+dbpedia_6361","1.0","1.0","{avanade|Avanade}","1.0","{united states}","1.0","{15820|50000}","1.0","{4}","1.0","{2000}","1.0","{[, information technology and services, ]|[, Professional services
				Quaternary sector of the economy, ]}","1.0","{seattle}",,,"1.0","{[, , ]}"
"7.1m_119369+dbpedia_2054","1.0","1.0","{dewitt stern group|DeWitt Stern Group}","1.0","{united states}","1.0","{235|180}","1.0","{78000000}","1.0","{1899}","1.0","{[, insurance, ]|[, Insurance
				Insurance broker
				Risk management, ]}","1.0","{new york}",,,"1.0","{[, , ]}"
"7.1m_1157+dbpedia_6363","1.0","1.0","{autoliv|Autoliv}","1.0","{sweden}","1.0","{14661|68000}","1.0","{7450000000}","1.0","{1953}","1.0","{[, automotive, ]|[, Automotive safety, ]}","1.0","{ase}",,,"1.0","{[, , ]}"
"7.1m_25450+dbpedia_6843","1.0","1.0","{pphe hotel group|PPHE Hotel Group}","1.0","{netherlands}","1.0","{1687|4700}","1.0","{357700000}","1.0","{1989}","1.0","{[, hospitality, ]|[, Hospitality
				Real estate, ]}","1.0","{amsterdam}",,,"1.0","{[, , ]}"
"7.1m_507+dbpedia_6672+ft_id_596","0.5555555555555556","0.6666666666666666","{rogers communications|Rogers Communications|Rogers Communications}","0.0","{canada|Canada}","0.6666666666666666","{33573|26000|23000}","0.5","{13916000000|11792000000}","1.0","{1960|1960}","0.6666666666666666","{[, telecommunications, ]|[, Mass media
				Telecommunications, ]|[, Telecommunications Services, ]}","0.0","{toronto|Toronto}","1.0","{http://www.rogers.com}","0.5","{[, , ]|[, Anthony Staffieri, ]}"
"7.1m_66369+dbpedia_1637","1.0","1.0","{dfcu bank|DFCU Bank}","1.0","{uganda}","1.0","{288|1034}","1.0","{304244000000}","1.0","{1964}","1.0","{[, banking, ]|[, Financial services, ]}","1.0","{kampala}",,,"1.0","{[, , ]}"
"7.1m_92266+dbpedia_4708","1.0","1.0","{cardinal bank|Cardinal Bank}","1.0","{united states}","1.0","{432|839}","1.0","{153478000}",,,"1.0","{[, banking, ]|[, Financial services, ]}","1.0","{hamilton}",,,"1.0","{[, , ]}"
"7.1m_9515+dbpedia_1813","1.0","1.0","{hrvatski telekom|Hrvatski Telekom}","1.0","{croatia}","1.0","{2969|5698}","1.0","{7783}","1.0","{1999}","1.0","{[, telecommunications, ]|[, Telecommunications, ]}","1.0","{zagreb}",,,"1.0","{[, , ]}"
"7.1m_257+dbpedia_6421","1.0","1.0","{aetna|Aetna}","1.0","{united states}","1.0","{39194|47950}","1.0","{60600000000}","1.0","{1853}","1.0","{[, insurance, ]|[, Managed care, ]}","1.0","{hartford}",,,"1.0","{[, , ]}"
"7.1m_9997+dbpedia_2139","1.0","1.0","{nv energy|NV Energy}","1.0","{united states}","1.0","{1834|2500}","1.0","{3016000000}","1.0","{1906}","1.0","{[, utilities, ]|[, Public utility, ]}","1.0","{las vegas}",,,"1.0","{[, , ]}"
"7.1m_15297+dbpedia_1096","1.0","1.0","{banco occidental de descuento|Banco Occidental de Descuento}",,,"1.0","{2078|6993}","1.0","{1550000000}","1.0","{1956}","1.0","{[, investment banking, ]|[, Financial services, ]}",,,,,"1.0","{[, , ]}"
"7.1m_104369+dbpedia_5550","1.0","1.0","{veolia transport|Veolia Transport}",,,"1.0","{675|83654}","1.0","{6100000000}",,,"1.0","{[, transportation/trucking/railroad, ]|[, Transport, ]}",,,,,"1.0","{[, , ]}"
"7.1m_100183+dbpedia_1528","1.0","1.0","{staples inc|Staples Inc.}",,,"1.0","{325|75000}","1.0","{14000000000}",,,"1.0","{[, retail, ]|[, Retail, ]}",,,,,"1.0","{[, , ]}"
"7.1m_1932+dbpedia_1234","1.0","1.0","{globant|Globant}","1.0","{argentina}","1.0","{9689|25574}","1.0","{814100000}","1.0","{2003}","1.0","{[, information technology and services, ]|[, Software development, ]}","1.0","{buenos aires}",,,"1.0","{[, , ]}"
"dbpedia_5769+ft_id_174","0.7222222222222222","0.5","{Duke Energy|Duke Energy}","1.0","{United States}","0.5","{27535|27605}","0.5","{21720000000|25097000000}","1.0","{1904}","0.5","{[, Energy, ]|[, Utilities, ]}","1.0","{Charlotte}","1.0","{http://www.duke-energy.com}","0.5","{[, , ]|[, Lynn J. Good, ]}"
"7.1m_9118+dbpedia_1386+ft_id_523","0.5555555555555556","0.6666666666666666","{prologis|Prologis|Prologis}","0.0","{united states|United States}","0.6666666666666666","{3158|1945|2053}","0.5","{4439000000|4830000000}","1.0","{1991}","0.6666666666666666","{[, real estate, ]|[, Real estate investment trust, ]|[, Diversified Financials, ]}","0.0","{san francisco|San Francisco}","1.0","{http://www.prologis.com}","0.5","{[, , ]|[, Hamid R. Moghadam, ]}"
"7.1m_40933+dbpedia_3485","1.0","1.0","{hidromek|Hidromek}","1.0","{turkey}","1.0","{688|1400}","1.0","{342000000}","1.0","{1978}","1.0","{[, machinery, ]|[, Heavy equipment, ]}","1.0","{sincan}",,,"1.0","{[, , ]}"
"7.1m_7454+dbpedia_1992+ft_id_962","0.4444444444444444","0.6666666666666666","{equity residential|Equity Residential|Equity Residential}","0.0","{united states|United States}","0.6666666666666666","{4849|2600|2400}","0.5","{2571000000|2433000000}","0.0","{1967|1993}","0.6666666666666666","{[, real estate, ]|[, Apartment, ]|[, Diversified Financials, ]}","0.0","{chicago|Chicago}","1.0","{http://www.equityapartments.com}","0.5","{[, , ]|[, Mark J. Parrell, ]}"
"7.1m_49754+dbpedia_4506","0.875","0.0","{diarios associados|Diários Associados}","1.0","{brazil}","1.0","{802|4647}","1.0","{1100000000}","1.0","{1924}","1.0","{[, broadcast media, ]|[, Media conglomerate, ]}","1.0","{belo horizonte}",,,"1.0","{[, , ]}"
"7.1m_134476+dbpedia_1229","1.0","1.0","{albingia|Albingia}","1.0","{france}","1.0","{204|250}","1.0","{229000000}","1.0","{1962}","1.0","{[, insurance, ]|[, Insurance, ]}","1.0","{perret}",,,"1.0","{[, , ]}"
"7.1m_855+dbpedia_4940","1.0","1.0","{robert half|Robert Half}","1.0","{united states}","1.0","{31518|13000}","1.0","{5120000000}","1.0","{1948}","1.0","{[, staffing and recruiting, ]|[, Employment agency
				Professional services, ]}","1.0","{menlo park}",,,"1.0","{[, , ]}"
"7.1m_3008+dbpedia_2411+ft_id_1225","0.4444444444444444","0.6666666666666666","{ferrari|Ferrari|Ferrari}","0.0","{italy|Italy}","0.6666666666666666","{6504|4164|4609}","0.5","{3767000000|5048000000}","0.0","{1947|1939}","0.6666666666666666","{[, automotive, ]|[, Automotive industry, ]|[, Consumer Durables, ]}","0.0","{maranello|Maranello}","1.0","{http://www.ferrari.com}","0.5","{[, , ]|[, Benedetto Vigna, ]}"
"7.1m_125747+7.1m_5453+dbpedia_343","0.875","0.6666666666666666","{danieli|danieli|Danieli}","1.0","{italy}","0.6666666666666666","{121|4613|9060}","1.0","{2800000000}","1.0","{1914}","0.6666666666666666","{[, online media, ]|[, mechanical or industrial engineering, ]|[, Manufacturing
				Metal
				Steel, ]}","1.0","{udine}",,,"1.0","{[, , ]}"
"7.1m_623+dbpedia_2777+dbpedia_6133+ft_id_598","0.5925925925925926","0.5","{m&t bank|M&T Bank|Bank M|M&T Bank}","0.0","{united states|United States}","0.75","{18545|16840|213|17569}","0.6666666666666666","{6455000000|8040000|5890000000}","1.0","{1856|1856}","0.75","{[, financial services, ]|[, Bank
				Financial services, ]|[, Financial services, ]|[, Banking, ]}","0.0","{buffalo|Buffalo}","1.0","{http://www.mtb.com}","0.6666666666666666","{[, , ]|[, , ]|[, René F. Jones, ]}"
"7.1m_170687+dbpedia_5213","1.0","1.0","{linguamatics|Linguamatics}","1.0","{united kingdom}","1.0","{111|94}","1.0","{9100000}","1.0","{2001}","1.0","{[, computer software, ]|[, Software, ]}","1.0","{cambridge}",,,"1.0","{[, , ]}"
"7.1m_2223+dbpedia_4395+ft_id_1623","0.48148148148148145","0.6666666666666666","{investec|Investec|Investec}","0.0","{south africa|United Kingdom}","1.0","{8754|8200}","0.5","{1641|3907000000}","0.0","{1974|1998}","0.6666666666666666","{[, banking, ]|[, Financial services, ]|[, Diversified Financials, ]}","0.0","{sandton|London}","1.0","{http://investec.com}","0.5","{[, , ]|[, Fani Titi, ]}"
"7.1m_11752+dbpedia_3691","1.0","1.0","{nuveen|Nuveen}","1.0","{united states}","1.0","{2249|3000}","1.0","{431300000}","1.0","{1898}","1.0","{[, financial services, ]|[, Finance, ]}","1.0","{new york}",,,"1.0","{[, , ]}"
"7.1m_28398+dbpedia_1315","1.0","1.0","{x-fab|X-Fab}","1.0","{germany}","1.0","{657|3800}","1.0","{477600000}","1.0","{1992}","1.0","{[, semiconductors, ]|[, Microelectronics, ]}","1.0","{erfurt}",,,"1.0","{[, , ]}"
"7.1m_5876+dbpedia_5515+ft_id_701","0.5555555555555556","0.6666666666666666","{bank leumi|Bank Leumi|Bank Leumi}","0.0","{israel|Israel}","0.6666666666666666","{4179|12528|8516}","0.5","{3900000000|5821000000}","0.0","{1903|1902}","0.6666666666666666","{[, banking, ]|[, Bank, ]|[, Banking, ]}","1.0","{Tel Aviv}","1.0","{http://www.leumi.co.il}","0.5","{[, , ]|[, Chanan Friedman, ]}"
"7.1m_6148+dbpedia_3028","1.0","1.0","{jsl s.a.|JSL S.A.}","1.0","{brazil}","1.0","{4091|16800}","1.0","{2}",,,"1.0","{[, logistics and supply chain, ]|[, Conglomerate (company), ]}","1.0","{mogi das cruzes}",,,"1.0","{[, , ]}"
"7.1m_38930+dbpedia_3350","1.0","1.0","{sumo logic|Sumo Logic}","1.0","{united states}","1.0","{544|800}","1.0","{229}","1.0","{2010}","1.0","{[, computer software, ]|[, Enterprise software
				Security management
				Software, ]}","1.0","{redwood city}",,,"1.0","{[, , ]}"
"dbpedia_5529+ft_id_1842","0.875","0.0","{The Trade Desk|Trade Desk}","1.0","{United States}","1.0","{1545|1967}","1.0","{836033000|1196000000}","1.0","{2009}","1.0","{[, Digital marketing
				Online advertising
				Software
				Software as a service, ]|[, Media, ]}","1.0","{Ventura}",,,"1.0","{[, , ]|[, Jeffrey Terry Green, ]}"
"7.1m_11651+dbpedia_5506","1.0","1.0","{westrac|WesTrac}","1.0","{australia}","1.0","{2296|3500}","1.0","{2452000000}","1.0","{1990}","1.0","{[, machinery, ]|[, Building
				Construction
				Mining, ]}","1.0","{perth}",,,"1.0","{[, , ]}"
"7.1m_13538+dbpedia_5879","1.0","1.0","{gfi group|GFI Group}","1.0","{united states}","1.0","{2639|2062}","1.0","{924590000}","1.0","{1987}","1.0","{[, financial services, ]|[, Financial services, ]}","1.0","{new york}",,,"1.0","{[, , ]}"
"7.1m_10808+dbpedia_336","1.0","1.0","{core laboratories|Core Laboratories}","1.0","{netherlands}","1.0","{2865|4700}","1.0","{700000000}","1.0","{1936}","1.0","{[, oil & energy, ]|[, Petroleum industry, ]}","1.0","{amsterdam}",,,"1.0","{[, , ]}"
"7.1m_4494+dbpedia_3494+ft_id_1362","0.7777777777777778","1.0","{brown-forman|Brown–Forman|Brown-Forman}","0.0","{united states|United States}","1.0","{4748|4570|4700}","1.0","{4526000000|3742000000}","1.0","{1870|1870}","1.0","{[, wine and spirits, ]|[, Alcoholic drink, ]|[, Food, Drink & Tobacco, ]}","0.0","{louisville|Louisville}","1.0","{http://www.brown-forman.com}","1.0","{[, , ]|[, Lawson E. Whiting, ]}"
"dbpedia_3443+ft_id_79","0.7777777777777778","0.5","{Zurich Insurance Group|Zurich Insurance Group}","1.0","{Switzerland}","1.0","{53535}","0.5","{47180000000|69581000000}","1.0","{1872}","0.5","{[, Financial services, ]|[, Insurance, ]}","1.0","{Zurich}","1.0","{http://www.zurich.com}","0.5","{[, , ]|[, Mario Greco, ]}"
"7.1m_57310+dbpedia_1384","1.0","1.0","{prosper marketplace|Prosper Marketplace}","1.0","{united states}","1.0","{553|457}","1.0","{116230000}","1.0","{2005}","1.0","{[, financial services, ]|[, Financial technology
				Peer-to-peer lending, ]}","1.0","{san francisco}",,,"1.0","{[, , ]}"
"7.1m_23575+dbpedia_1044","1.0","1.0","{cherokee nation businesses|Cherokee Nation Businesses}","1.0","{united states}","1.0","{847|7500}","1.0","{1020000000}","1.0","{2004}","1.0","{[, information services, ]|[, Conglomerate (company), ]}","1.0","{tulsa}",,,"1.0","{[, , ]}"
"7.1m_2944+dbpedia_4116","1.0","1.0","{cliftonlarsonallen|CliftonLarsonAllen}","1.0","{united states}","1.0","{5570|6100}","1.0","{865000000}","1.0","{2012}","1.0","{[, accounting, ]|[, Professional services, ]}","1.0","{minneapolis}",,,"1.0","{[, , ]}"
"7.1m_136037+dbpedia_4657","1.0","1.0","{next plc|Next plc}","1.0","{united kingdom}","1.0","{187|41547}","1.0","{3280000000}",,,"1.0","{[, retail, ]|[, Retail, ]}","1.0","{leicester}",,,"1.0","{[, , ]}"
"7.1m_174377+dbpedia_262","1.0","1.0","{nordnet|Nordnet}","1.0","{france}","1.0","{149|497}","1.0","{1570000000}","1.0","{1995}","1.0","{[, telecommunications, ]|[, Financial institution, ]}","1.0","{hem}",,,"1.0","{[, , ]}"
