"7.1m_1572","dbpedia_757","0.7453177609427609"
"7.1m_177034","dbpedia_368","0.7580274725274725"
"7.1m_158513","dbpedia_5648","0.7149450549450549"
"7.1m_143453","dbpedia_1418","0.7203999999999999"
"7.1m_151237","dbpedia_534","0.7295"
"7.1m_5168","dbpedia_6111","0.7495513593143164"
"7.1m_12228","dbpedia_3841","0.8191833333333334"
"7.1m_6983","dbpedia_4112","0.723971175551311"
"7.1m_84938","dbpedia_2094","0.7168172690763053"
"7.1m_175524","dbpedia_1864","0.9010121951219512"
"7.1m_77368","dbpedia_3530","0.7152564102564103"
"7.1m_81510","dbpedia_3723","0.9012437810945273"
"7.1m_140904","dbpedia_4407","0.75037875"
"7.1m_15395","dbpedia_3745","0.7282028858766944"
"7.1m_981","dbpedia_6298","0.7000650729963923"
"7.1m_164621","dbpedia_949","0.7900709219858155"
"7.1m_173785","dbpedia_2416","0.7029387755102041"
"7.1m_30251","dbpedia_5674","0.7756852300242131"
"7.1m_65763","dbpedia_1472","0.7148055555555556"
"7.1m_85618","dbpedia_5719","0.7001306515385938"
"7.1m_105717","dbpedia_381","0.7238513513513514"
"7.1m_128178","dbpedia_594","0.7113372093023256"
"7.1m_108452","dbpedia_4734","0.7457364341085271"
"7.1m_1367","dbpedia_3111","0.9461653875007213"
"7.1m_61079","dbpedia_1902","0.759263202725724"
"7.1m_146694","dbpedia_4171","0.7589109895208148"
"7.1m_39710","dbpedia_1414","0.73664"
"7.1m_95195","dbpedia_3601","0.7760942760942761"
"7.1m_159565","dbpedia_1686","0.7641046565002295"
"7.1m_985","dbpedia_1345","0.8809094219021805"
"7.1m_122883","dbpedia_4849","0.7895653846153846"
"7.1m_7860","dbpedia_1582","0.7590386473429952"
"7.1m_35201","dbpedia_3885","0.7007895833333333"
"7.1m_133168","dbpedia_6023","0.7021"
"7.1m_30251","dbpedia_6884","0.7402442619498842"
"7.1m_30896","dbpedia_3664","0.9995230524642289"
"7.1m_59962","dbpedia_3515","0.7148333333333333"
"7.1m_9105","dbpedia_6026","0.7399866666666667"
"7.1m_49769","dbpedia_1495","0.7243999999999999"
"7.1m_41171","dbpedia_5083","0.7546292417260159"
"7.1m_14577","dbpedia_534","0.829536812205067"
"7.1m_106393","dbpedia_40","0.7267777777777777"
"7.1m_7990","dbpedia_6278","0.7410716510903428"
